profile,tag,artifact_key,artifact_group,expected_path,purpose,validated_by,target_chip,target_compute_capability,expected_power_semantics,expected_active_sm,expected_sm_count,cuda_arch,build_dir,binary,final_numerator_policy
rtx3090,20260714,command_shell,generated runnable command package,results/summary/rtx3090_component_finalplan_20260714_commands.sh,documents the exact finalplan commands used on the target node,platform_command_package,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,command_plan,generated command plan markdown,results/summary/rtx3090_component_finalplan_20260714_command_plan.md,"records target profile, coordinates, power semantics, NCU and audit gates",platform_command_package,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,preflight,node preflight report,results/summary/rtx3090_component_finalplan_20260714_preflight.md,"proves GPU/profile, NVML, power scope, NCU availability, and binary dry-run",preflight,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,raw,raw energy CSVs,results/raw/rtx3090_component_finalplan_20260714_tensor.csv,"contains explicit total-energy rows, profile metadata, active SM, W_SM, blocks/SM",raw_energy_profile_and_power,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,raw,raw energy CSVs,results/raw/rtx3090_component_finalplan_20260714_shared.csv,"contains explicit total-energy rows, profile metadata, active SM, W_SM, blocks/SM",raw_energy_profile_and_power,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,raw,raw energy CSVs,results/raw/rtx3090_component_finalplan_20260714_l1.csv,"contains explicit total-energy rows, profile metadata, active SM, W_SM, blocks/SM",raw_energy_profile_and_power,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,raw,raw energy CSVs,results/raw/rtx3090_component_finalplan_20260714_l2.csv,"contains explicit total-energy rows, profile metadata, active SM, W_SM, blocks/SM",raw_energy_profile_and_power,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,raw,raw energy CSVs,results/raw/rtx3090_component_finalplan_20260714_dram.csv,"contains explicit total-energy rows, profile metadata, active SM, W_SM, blocks/SM",raw_energy_profile_and_power,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,tensor_pair_calibration,Tensor pair calibration manifest,results/raw/rtx3090_component_finalplan_20260714_tensor_pair_calibration.csv,proves reg_mma-calibrated ITER was applied identically to treatment and control,tensor_pair_calibration_policy,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,l2_pair_calibration,L2 pair calibration manifest,results/raw/rtx3090_component_finalplan_20260714_l2_pair_calibration.csv,proves L2 treatment and address control used identical resolved ITER,l2_pair_calibration_policy,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,dram_pair_calibration,DRAM pair calibration manifest,results/raw/rtx3090_component_finalplan_20260714_dram_pair_calibration.csv,proves DRAM treatment and address control used identical resolved ITER,dram_pair_calibration_policy,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,power_api,power API audit,results/summary/rtx3090_component_finalplan_20260714_power_api_audit.csv,proves final rows use nvml_total_energy + total_energy_mj_delta + GPU/device scope,power_api_final_candidate,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,power_state,power-state stability audit,results/summary/rtx3090_component_finalplan_20260714_power_state_audit.csv,"excludes average-power, endpoint-power, clock, and temperature outlier rows",power_state_quality,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,ncu_summary,NCU counter summary,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/ncu_cache_validation_summary.csv,"records L1/L2 hit rates, L1/L2/DRAM bytes/access counts, shared bytes, tensor inst, stalls",ncu_summary_quality,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,ncu_acceptance,NCU path acceptance,results/summary/rtx3090_component_finalplan_20260714_ncu_acceptance.csv,proves tensor/control/shared/global-L1/L2 candidates use intended paths,ncu_path_acceptance,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,matched_summary,matched-control summary,results/summary/rtx3090_component_finalplan_20260714_matched_control_summary.csv,summarizes treatment-control delta_E and pJ/FLOP or pJ/bit estimates,matched_control_summary,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,matched_detail,matched-control detail,results/summary/rtx3090_component_finalplan_20260714_matched_control_detail.csv,"preserves row-level numerator/control pairing, source files, scopes, and denominators",matched_control_detail,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,reliability,component reliability audit,results/summary/rtx3090_component_finalplan_20260714_component_reliability_audit.csv,"combines power, NCU, and matched-control evidence into accepted/reject component verdicts",component_reliability,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,instability,instability audit,results/summary/rtx3090_component_finalplan_20260714_matched_control_instability_audit.csv,"explains weak-signal, negative, or noisy matched-control rows and follow-up conditions",instability_diagnosis,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,strict_summary,strict component coefficient summary,results/summary/rtx3090_strict_scope_fresh_ncu_component_coefficients_20260714.csv,reporting table built only from accepted reliability evidence,strict_summary_policy,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
rtx3090,20260714,strict_audit,strict component summary audit,results/summary/rtx3090_strict_scope_fresh_ncu_component_summary_audit_20260714.csv,"verifies traceability, power matrix policy, NCU denominator, counter schema, coordinate alignment, hierarchy, and plausibility gates",strict_summary_audit_clean,ga102,8.6,one_sec_average,82,,86,build,./build/a100_fp16_energy_v2,nvml_total_energy + total_energy_mj_delta + gpu_device_total_energy_counter
