label,mode,kernel_regex,W_SM_KiB,blocks_per_SM,active_SM,ITER,reuse_factor,load_repeat,store_repeat,ncu_replay_mode,ncu_cache_control,ncu_metric_profile,global_warmup_passes,l2_residency_policy,l2_address_layout,status,shared_accesses,shared_bytes,shared_read_bytes,shared_write_bytes,shared_bytes_source,shared_bank_conflicts,shared_inst,legacy_shared_read_accesses,legacy_shared_write_accesses,l1_hit_rate_pct,l1_path_hit_rate_pct,l1_aggregate_hit_rate_pct,l1_hit_rate_source,l2_hit_rate_pct,l2_path_hit_rate_pct,l2_tex_path_hit_rate_pct,l2_device_path_hit_rate_pct,l2_native_read_hit_rate_pct,l2_native_vs_derived_hit_delta_pct,l2_logical_read_hit_rate_pct,l2_fabric_hit_rate_pct,l2_fabric_model_native_hit_rate_pct,l2_native_vs_fabric_model_hit_delta_pct,l2_aggregate_hit_rate_pct,l2_hit_rate_source,l1_accesses,l1_access_unit,l1_read_accesses,l1_write_accesses,l2_accesses,l2_access_unit,l2_read_accesses,l2_write_accesses,dram_accesses,dram_access_unit,dram_read_accesses,dram_write_accesses,shared_read_accesses,shared_write_accesses,l1_bytes,l1_request_bytes,l1_hit_bytes,l1_miss_bytes,l2_bytes,l2_read_bytes,expected_global_read_bytes,expected_l2_read_bytes,l2_read_to_expected_ratio,l2_read_hit_sectors,l2_read_miss_sectors,l2_device_read_sectors,l2_device_read_hit_sectors,l2_device_read_miss_sectors,l2_fabric_read_sectors,l2_fabric_read_hit_sectors,l2_fabric_read_miss_sectors,l2_fabric_metric_source,l2_fabric_metrics_present,l2_fabric_read_sector_conservation_ratio,l2_fabric_counter_coherent,l2_fabric_read_to_source_miss_ratio,l2_fabric_hit_to_source_miss_ratio,l2_fabric_read_fraction,l2_logical_read_hit_sectors,l2_logical_read_miss_sectors,l2_logical_read_miss_bytes,l2_fabric_model_coherent,l2_evict_first_read_sectors,l2_evict_normal_read_sectors,l2_evict_last_read_sectors,l2_evict_first_read_pct,l2_evict_normal_read_pct,l2_evict_last_read_pct,l2_read_miss_bytes,l2_read_sector_conservation_ratio,l2_tex_read_sector_conservation_ratio,l2_device_read_sector_conservation_ratio,l2_path_counter_coherent,dram_bytes,dram_read_sectors,dram_write_sectors,dram_read_bytes,dram_read_bytes_source,dram_write_bytes,dram_write_bytes_source,dram_read_to_expected_ratio,dram_write_to_read_ratio,gpu_duration_s,dram_read_bandwidth_GBps,dram_read_to_l2_miss_bytes_ratio,dram_read_to_l2_read_bytes_ratio,dram_read_to_l2_logical_miss_bytes_ratio,tensor_hmma_inst,tensor_fp16_f32_ops,expected_logical_mma,expected_logical_flop,tensor_hmma_per_logical_mma,tensor_ops_to_expected_flop,tensor_pipe_active_pct,local_read_bytes,local_write_bytes,spill_local_read_inst,spill_local_write_inst,spill_zero_verified,spill_evidence_source,stall_long_scoreboard_pct,stall_short_scoreboard_pct,stall_wait_pct,stall_not_selected_pct,achieved_occupancy_pct,launch_warp_capacity_pct,launch_warps_per_scheduler,registers_per_thread,shared_mem_per_block_static,shared_mem_per_block_dynamic,launch_persisting_l2_cache_size_bytes,missing_metrics,optional_missing_metrics,validation_notes,source_files,ncu_summary_source,component_candidate,acceptance,acceptance_reason,expected_shared_bytes,shared_bytes_to_expected,l2_to_l1_bytes,dram_to_l2_bytes,dram_read_to_l2_read_bytes,external_memory_technology,external_memory_coefficient_scope,external_memory_l2_service_hit_rate_pct,external_memory_source_to_expected_ratio,external_memory_read_to_expected_ratio,external_memory_write_to_read_ratio,l2_acceptance_model,l2_acceptance_hit_rate_pct,l2_read_bytes_to_expected,l1_hit_to_request_bytes,l1_request_to_l2_read_bytes,tensor_l2_bytes_per_hmma,tensor_dram_bytes_per_hmma,register_l2_bytes_per_op,register_dram_bytes_per_op,tensor_control_hmma_class,tensor_control_hmma_per_block,tensor_control_hmma_per_reg_op,tensor_hmma_ratio_group_median,tensor_hmma_ratio_group_relative_spread,tensor_control_pair_status,dram_expected_l2_hit_pct,dram_l2_hit_limit_pct,global_address_control_dram_to_expected
dram_cg_load_only_W2048_B8_LR4,dram_cg_load_only,global_cg_load_only_kernel,2048,8,82,100000,1,4,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,0,0,,global_load_lookup_hit_miss,0.00677987,0.00677987,0.00677987,0.00677987,0.017273,0.0104931,,,,,,srcunit_tex_device_read_lookup_hit_miss,8.3968e+09,sectors,8.3968e+09,,8.39696e+09,sectors,8.39696e+09,,8.40681e+09,sectors,8.4065e+09,307068,,,2.68698e+11,2.68698e+11,0,2.68698e+11,2.68703e+11,2.68703e+11,2.68698e+11,,1.00002,569292,8.39623e+09,8.39696e+09,569292,8.39623e+09,,,,,0,,,,,,,,,,,,,,,,2.68679e+11,0.999981,0.999981,0.999981,1,2.69018e+11,8.4065e+09,307068,2.69008e+11,dram__bytes_read.sum,9.82618e+06,dram__bytes_write.sum,1.00116,3.65274e-05,312.397,0.86111,1.00122,1.00114,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,654.715,,,,,33.3333,4,38,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/dram_cg_load_only_W2048_B8_LR4_raw_metrics.csv,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/ncu_cache_validation_summary.csv,external_memory_read_path,accepted,pass,,,1.00002,1.00117,1.00114,GDDR6X,effective_gpu_device_external_read_path,0.00677987,1.00002,1.00116,3.65275e-05,,,,0,0.999981,,,,,,,,,,,3.65854,9.31707,
dram_cg_load_only_W2048_B8_LR8,dram_cg_load_only,global_cg_load_only_kernel,2048,8,82,100000,1,8,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,0,0,,global_load_lookup_hit_miss,0.00739389,0.00739389,0.00739389,0.00739389,0.017614,0.0102201,,,,,,srcunit_tex_device_read_lookup_hit_miss,1.67936e+10,sectors,1.67936e+10,,1.67936e+10,sectors,1.67936e+10,,1.68126e+10,sectors,1.68125e+10,105168,,,5.37395e+11,5.37395e+11,0,5.37395e+11,5.37395e+11,5.37395e+11,5.37395e+11,,1,1.24172e+06,1.67926e+10,1.67936e+10,1.24172e+06,1.67926e+10,,,,,0,,,,,,,,,,,,,,,,5.37363e+11,1.00001,1.00001,1.00001,1,5.38004e+11,1.68125e+10,105168,5.38001e+11,dram__bytes_read.sum,3.36538e+06,dram__bytes_write.sum,1.00113,6.25534e-06,622.164,0.864724,1.00119,1.00113,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,680.731,,,,,33.3333,4,38,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/dram_cg_load_only_W2048_B8_LR8_raw_metrics.csv,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/ncu_cache_validation_summary.csv,external_memory_read_path,accepted,pass,,,1,1.00113,1.00113,GDDR6X,effective_gpu_device_external_read_path,0.00739389,1,1.00113,6.25534e-06,,,,0,1,,,,,,,,,,,3.65854,9.31707,
dram_cg_load_only_W256_B8_LR16,dram_cg_load_only,global_cg_load_only_kernel,256,8,82,100000,1,16,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,0,0,,global_load_lookup_hit_miss,0.216399,0.216399,0.216399,0.216399,0.225035,0.00863583,,,,,,srcunit_tex_device_read_lookup_hit_miss,3.35872e+10,sectors,3.35872e+10,,3.35874e+10,sectors,3.35874e+10,,3.35558e+10,sectors,3.35554e+10,351128,,,1.07479e+12,1.07479e+12,0,1.07479e+12,1.0748e+12,1.0748e+12,1.07479e+12,,1,7.26871e+07,3.35167e+10,3.35874e+10,7.26871e+07,3.35167e+10,,,,,0,,,,,,,,,,,,,,,,1.07253e+12,1.00006,1.00006,1.00006,1,1.07378e+12,3.35554e+10,351128,1.07377e+12,dram__bytes_read.sum,1.12361e+07,dram__bytes_write.sum,0.999054,1.04641e-05,1.24114,865.151,1.00116,0.999049,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,669.539,,,,,33.3333,4,38,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/dram_cg_load_only_W256_B8_LR16_raw_metrics.csv,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/ncu_cache_validation_summary.csv,external_memory_read_path,accepted,pass,,,1.00001,0.999051,0.999042,GDDR6X,effective_gpu_device_external_read_path,0.216399,1.00001,0.999051,1.04642e-05,,,,0,0.999991,,,,,,,,,,,29.2683,10,
dram_cg_load_only_W256_B8_LR4,dram_cg_load_only,global_cg_load_only_kernel,256,8,82,100000,1,4,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,0,0,,global_load_lookup_hit_miss,0.219313,0.219313,0.219313,0.219313,0.228914,0.0096014,,,,,,srcunit_tex_device_read_lookup_hit_miss,8.3968e+09,sectors,8.3968e+09,,8.3968e+09,sectors,8.3968e+09,,8.38902e+09,sectors,8.38898e+09,48668,,,2.68698e+11,2.68698e+11,0,2.68698e+11,2.68698e+11,2.68698e+11,2.68698e+11,,1,1.84159e+07,8.37868e+09,8.3968e+09,1.84159e+07,8.37868e+09,,,,,0,,,,,,,,,,,,,,,,2.68118e+11,1.00004,1.00004,1.00004,1,2.68449e+11,8.38898e+09,48668,2.68447e+11,dram__bytes_read.sum,1.55738e+06,dram__bytes_write.sum,0.999068,5.80142e-06,310.937,0.86335,1.00123,0.999068,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,643.323,,,,,33.3333,4,38,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/dram_cg_load_only_W256_B8_LR4_raw_metrics.csv,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/ncu_cache_validation_summary.csv,external_memory_read_path,accepted,pass,,,1,0.999073,0.999066,GDDR6X,effective_gpu_device_external_read_path,0.219313,1,0.999067,5.80144e-06,,,,0,1,,,,,,,,,,,29.2683,10,
dram_cg_load_only_W256_B8_LR8,dram_cg_load_only,global_cg_load_only_kernel,256,8,82,100000,1,8,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,0,0,,global_load_lookup_hit_miss,0.220179,0.220179,0.220179,0.220179,0.230026,0.00984682,,,,,,srcunit_tex_device_read_lookup_hit_miss,1.67936e+10,sectors,1.67936e+10,,1.67938e+10,sectors,1.67938e+10,,1.6777e+10,sectors,1.67767e+10,268436,,,5.37395e+11,5.37395e+11,0,5.37395e+11,5.374e+11,5.374e+11,5.37395e+11,,1.00001,3.69766e+07,1.67569e+10,1.67938e+10,3.69766e+07,1.67569e+10,,,,,0,,,,,,,,,,,,,,,,5.36221e+11,1.00001,1.00001,1.00001,1,5.36863e+11,1.67767e+10,268436,5.36855e+11,dram__bytes_read.sum,8.58995e+06,dram__bytes_write.sum,0.998994,1.60005e-05,620.372,0.865375,1.00118,0.998984,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,670.85,,,,,33.3333,4,38,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/dram_cg_load_only_W256_B8_LR8_raw_metrics.csv,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/ncu_cache_validation_summary.csv,external_memory_read_path,accepted,pass,,,1.00001,0.999001,0.998986,GDDR6X,effective_gpu_device_external_read_path,0.220179,1.00001,0.998995,1.60005e-05,,,,0,0.999991,,,,,,,,,,,29.2683,10,
dram_cg_load_only_W512_B8_LR16,dram_cg_load_only,global_cg_load_only_kernel,512,8,82,100000,1,16,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,0,0,,global_load_lookup_hit_miss,0.0670954,0.0670954,0.0670954,0.0670954,0.076571,0.00947558,,,,,,srcunit_tex_device_read_lookup_hit_miss,3.35872e+10,sectors,3.35872e+10,,3.35874e+10,sectors,3.35874e+10,,3.36054e+10,sectors,3.3605e+10,368628,,,1.07479e+12,1.07479e+12,0,1.07479e+12,1.0748e+12,1.0748e+12,1.07479e+12,,1,2.25359e+07,3.35652e+10,3.35874e+10,2.25359e+07,3.35652e+10,,,,,0,,,,,,,,,,,,,,,,1.07409e+12,1.00001,1.00001,1.00001,1,1.07537e+12,3.3605e+10,368628,1.07536e+12,dram__bytes_read.sum,1.17961e+07,dram__bytes_write.sum,1.00053,1.09694e-05,1.23768,868.849,1.00119,1.00053,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,670.066,,,,,33.3333,4,38,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/dram_cg_load_only_W512_B8_LR16_raw_metrics.csv,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/ncu_cache_validation_summary.csv,external_memory_read_path,accepted,pass,,,1.00001,1.00053,1.00052,GDDR6X,effective_gpu_device_external_read_path,0.0670954,1.00001,1.00053,1.09694e-05,,,,0,0.999991,,,,,,,,,,,14.6341,10,
dram_cg_load_only_W512_B8_LR4,dram_cg_load_only,global_cg_load_only_kernel,512,8,82,100000,1,4,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,0,0,,global_load_lookup_hit_miss,0.062281,0.062281,0.062281,0.062281,0.071798,0.009517,,,,,,srcunit_tex_device_read_lookup_hit_miss,8.3968e+09,sectors,8.3968e+09,,8.39697e+09,sectors,8.39697e+09,,8.40182e+09,sectors,8.40145e+09,372644,,,2.68698e+11,2.68698e+11,0,2.68698e+11,2.68703e+11,2.68703e+11,2.68698e+11,,1.00002,5.22962e+06,8.39159e+09,8.39696e+09,5.22962e+06,8.39159e+09,,,,,0,,,,,,,,,,,,,,,,2.68531e+11,0.999982,0.999982,0.999982,1,2.68858e+11,8.40145e+09,372644,2.68846e+11,dram__bytes_read.sum,1.19246e+07,dram__bytes_write.sum,1.00055,4.43547e-05,310.172,0.866766,1.00118,1.00053,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,644.438,,,,,33.3333,4,38,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/dram_cg_load_only_W512_B8_LR4_raw_metrics.csv,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/ncu_cache_validation_summary.csv,external_memory_read_path,accepted,pass,,,1.00002,1.00058,1.00053,GDDR6X,effective_gpu_device_external_read_path,0.062281,1.00002,1.00055,4.43548e-05,,,,0,0.999981,,,,,,,,,,,14.6341,10,
dram_cg_load_only_W512_B8_LR8,dram_cg_load_only,global_cg_load_only_kernel,512,8,82,100000,1,8,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,0,0,,global_load_lookup_hit_miss,0.0672881,0.0672881,0.0672881,0.0672881,0.077121,0.00983286,,,,,,srcunit_tex_device_read_lookup_hit_miss,1.67936e+10,sectors,1.67936e+10,,1.67938e+10,sectors,1.67938e+10,,1.68027e+10,sectors,1.68024e+10,260636,,,5.37395e+11,5.37395e+11,0,5.37395e+11,5.374e+11,5.374e+11,5.37395e+11,,1.00001,1.13003e+07,1.67826e+10,1.67938e+10,1.13003e+07,1.67826e+10,,,,,0,,,,,,,,,,,,,,,,5.37044e+11,1.00001,1.00001,1.00001,1,5.37685e+11,1.68024e+10,260636,5.37677e+11,dram__bytes_read.sum,8.34035e+06,dram__bytes_write.sum,1.00052,1.55118e-05,618.43,0.869422,1.00118,1.00051,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,670.641,,,,,33.3333,4,38,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/dram_cg_load_only_W512_B8_LR8_raw_metrics.csv,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/ncu_cache_validation_summary.csv,external_memory_read_path,accepted,pass,,,1.00001,1.00053,1.00052,GDDR6X,effective_gpu_device_external_read_path,0.0672881,1.00001,1.00052,1.55118e-05,,,,0,0.999991,,,,,,,,,,,14.6341,10,
global_addr_only_dram_W2048_B8_LR16,global_addr_only,global_scalar_addr_only_kernel,2048,8,82,100000,1,16,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,,,,,,,,,21.0027,,,,,,,,0,sectors,0,,0,sectors,0,,1.49557e+07,sectors,1.49557e+07,0,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,0,,,,,4.78583e+08,1.49557e+07,0,4.78583e+08,dram__bytes_read.sum,0,dram__bytes_write.sum,,0,485.674,0.0009854,,,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.000528,,,,,33.3333,4,34,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/global_addr_only_dram_W2048_B8_LR16_raw_metrics.csv,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/ncu_cache_validation_summary.csv,global_address_control,accepted,pass,,,,,,GDDR6X,,,,,,,,,,,,,,,,,,,,,,,0.00044528
global_addr_only_dram_W2048_B8_LR4,global_addr_only,global_scalar_addr_only_kernel,2048,8,82,100000,1,4,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,,,,,,,,,18.1361,,,,,,,,0,sectors,0,,154070,sectors,154070,,4.48754e+06,sectors,4.35937e+06,128172,,,0,0,0,0,4.93024e+06,4.93024e+06,,,,0,0,152594,0,0,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,1.43601e+08,4.35937e+06,128172,1.395e+08,dram__bytes_read.sum,4.1015e+06,dram__bytes_write.sum,,0.0294015,125.223,0.00111401,,28.2947,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.002046,,,,,33.3333,4,34,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,l2_read_sector_conservation_failed,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/global_addr_only_dram_W2048_B8_LR4_raw_metrics.csv,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/ncu_cache_validation_summary.csv,global_address_control,accepted,pass,,,,29.1266,28.2948,GDDR6X,,,,,,,,,,0,,,,,,,,,,,,,0.000534434
global_addr_only_dram_W2048_B8_LR8,global_addr_only,global_scalar_addr_only_kernel,2048,8,82,100000,1,8,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,,,,,0,0,0,0,21.0044,21.0044,,,,,,srcunit_tex_device_read_lookup_hit_miss,0,sectors,0,,0,sectors,0,,7.48172e+06,sectors,7.48172e+06,0,,,0,0,0,0,0,0,,,,0,124073,0,0,122597,,,,,0,,,,,,,,,,,,,,,,3.9231e+06,,,,,2.39415e+08,7.48172e+06,0,2.39415e+08,dram__bytes_read.sum,0,dram__bytes_write.sum,,0,240.793,0.000994278,61.0269,,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.001026,,,,,33.3333,4,34,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,l2_native_derived_hit_rate_disagree,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/global_addr_only_dram_W2048_B8_LR8_raw_metrics.csv,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/ncu_cache_validation_summary.csv,global_address_control,accepted,pass,,,,,,GDDR6X,,,,,,,,,,,,,,,,,,,,,,,0.00044551
global_addr_only_dram_W256_B8_LR16,global_addr_only,global_scalar_addr_only_kernel,256,8,82,100000,1,16,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,,,,,19.5997,19.5997,19.4113,19.5997,20.2974,0.697739,,,,,,srcunit_tex_device_read_lookup_hit_miss,0,sectors,0,,152417,sectors,152417,,1.50552e+07,sectors,1.49208e+07,134424,,,0,0,0,0,4.87734e+06,4.87734e+06,,,,29815,123781,150941,29815,122305,,,,,0,,,,,,,,,,,,,,,,3.91376e+06,1.00781,1.00774,1.00781,1,4.81767e+08,1.49208e+07,134424,4.77465e+08,dram__bytes_read.sum,4.30157e+06,dram__bytes_write.sum,,0.00900917,486.285,0.000981863,121.997,97.8946,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.000522,,,,,33.3333,4,34,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/global_addr_only_dram_W256_B8_LR16_raw_metrics.csv,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/ncu_cache_validation_summary.csv,global_address_control,accepted,pass,,,,98.7766,97.8945,GDDR6X,,,,,,,,,,0,,,,,,,,,,,,,0.000448243
global_addr_only_dram_W256_B8_LR4,global_addr_only,global_scalar_addr_only_kernel,256,8,82,100000,1,4,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,,,,,,,,,20.3931,,,,,,,,0,sectors,0,,153362,sectors,153362,,4.03164e+06,sectors,3.90225e+06,129396,,,0,0,0,0,4.90758e+06,4.90758e+06,,,,0,0,151886,0,0,,,,,0,,,,,,,,,,,,,,,,0,0,0,0,0,1.29013e+08,3.90225e+06,129396,1.24872e+08,dram__bytes_read.sum,4.14067e+06,dram__bytes_write.sum,,0.0331593,126.29,0.000988773,,25.4447,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.002078,,,,,33.3333,4,34,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,l2_read_sector_conservation_failed,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/global_addr_only_dram_W256_B8_LR4_raw_metrics.csv,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/ncu_cache_validation_summary.csv,global_address_control,accepted,pass,,,,26.2885,25.4447,GDDR6X,,,,,,,,,,0,,,,,,,,,,,,,0.000480142
global_addr_only_dram_W256_B8_LR8,global_addr_only,global_scalar_addr_only_kernel,256,8,82,100000,1,8,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,,,,,,,,,21.0013,,,,,,,,0,sectors,0,,0,sectors,0,,7.49637e+06,sectors,7.49637e+06,0,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,0,,,,,2.39884e+08,7.49637e+06,0,2.39884e+08,dram__bytes_read.sum,0,dram__bytes_write.sum,,0,241.448,0.000993521,,,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.001048,,,,,33.3333,4,34,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/global_addr_only_dram_W256_B8_LR8_raw_metrics.csv,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/ncu_cache_validation_summary.csv,global_address_control,accepted,pass,,,,,,GDDR6X,,,,,,,,,,,,,,,,,,,,,,,0.000446383
global_addr_only_dram_W512_B8_LR16,global_addr_only,global_scalar_addr_only_kernel,512,8,82,100000,1,16,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,,,,,31.9027,31.9027,31.6429,31.9027,20.9939,10.9089,,,,,,srcunit_tex_device_read_lookup_hit_miss,0,sectors,0,,152856,sectors,152856,,1.56502e+07,sectors,1.55133e+07,136964,,,0,0,0,0,4.89139e+06,4.89139e+06,,,,57348,123887,151380,57348,122411,,,,,0,,,,,,,,,,,,,,,,3.91715e+06,1.18747,1.18566,1.18747,0,5.00807e+08,1.55133e+07,136964,4.96424e+08,dram__bytes_read.sum,4.38285e+06,dram__bytes_write.sum,,0.00882883,485.929,0.0010216,126.731,101.489,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.000522,,,,,33.3333,4,34,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,l2_native_derived_hit_rate_disagree;l2_read_sector_conservation_failed,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/global_addr_only_dram_W512_B8_LR16_raw_metrics.csv,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/ncu_cache_validation_summary.csv,global_address_control,accepted,pass,,,,102.385,101.489,GDDR6X,,,,,,,,,,0,,,,,,,,,,,,,0.000465958
global_addr_only_dram_W512_B8_LR4,global_addr_only,global_scalar_addr_only_kernel,512,8,82,100000,1,4,1,application,none,l2_path_minimal,4,normal,contiguous,ok,,,,,,,,,,,,,,,,,,21.2688,,,,,,,,0,sectors,0,,0,sectors,0,,3.74928e+06,sectors,3.73241e+06,16868,,,0,0,0,0,0,0,,,,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,0,,,,,1.19977e+08,3.73241e+06,16868,1.19437e+08,dram__bytes_read.sum,539776,dram__bytes_write.sum,,0.00451933,125.286,0.000953316,,,,,,,,,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.002035,,,,,33.3333,4,34,0,0,1.17965e+06,,tensor_hmma_inst;stall_short_scoreboard_pct;stall_wait_pct;stall_not_selected_pct;achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/global_addr_only_dram_W512_B8_LR4_raw_metrics.csv,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714/external_memory_minimal/ncu_cache_validation_summary.csv,global_address_control,accepted,pass,,,,,,GDDR6X,,,,,,,,,,,,,,,,,,,,,,,0.000446513
