audit_revision,exp_impl_cli,exp_impl,exp_ptx_instruction,exp_results_per_ptx_instruction,binary,binary_sha256,ncu,ncu_version,gpu_name,compute_capability,cuda_binary_arch,grid_blocks,ITER,softmax_cols,threads_per_block,control_kernel_name,treatment_kernel_name,same_kernel_symbol_status,launch_coordinate_status,target_metric,target_count_unit,control_xu_thread_instructions,expected_control_xu_thread_instructions,control_xu_count_status,treatment_xu_thread_instructions,expected_treatment_xu_thread_instructions,treatment_xu_count_status,observed_xu_delta,expected_xu_delta,xu_delta_status,resource_match_status,logical_traffic_match_status,cbu_count_match_status,cbu_count_gate_required,cbu_count_gate_exclusion_reason,dram_traffic_match_status,dram_traffic_gate_required,dram_traffic_gate_exclusion_reason,runtime_smid_assignment_match_status,energy_usable,energy_exclusion_reason,control_ncu_source,control_ncu_sha256,treatment_ncu_source,treatment_ncu_sha256,control_runtime_source,control_runtime_sha256,treatment_runtime_source,treatment_runtime_sha256,verdict,failure_reasons,control_launch_registers_per_thread,treatment_launch_registers_per_thread,delta_launch_registers_per_thread,control_launch_registers_per_thread_allocated,treatment_launch_registers_per_thread_allocated,delta_launch_registers_per_thread_allocated,control_launch_shared_mem_per_block,treatment_launch_shared_mem_per_block,delta_launch_shared_mem_per_block,control_launch_shared_mem_per_block_allocated,treatment_launch_shared_mem_per_block_allocated,delta_launch_shared_mem_per_block_allocated,control_launch_shared_mem_per_block_static,treatment_launch_shared_mem_per_block_static,delta_launch_shared_mem_per_block_static,control_launch_occupancy_limit_blocks,treatment_launch_occupancy_limit_blocks,delta_launch_occupancy_limit_blocks,control_launch_occupancy_limit_registers,treatment_launch_occupancy_limit_registers,delta_launch_occupancy_limit_registers,control_launch_occupancy_limit_shared_mem,treatment_launch_occupancy_limit_shared_mem,delta_launch_occupancy_limit_shared_mem,control_launch_occupancy_limit_warps,treatment_launch_occupancy_limit_warps,delta_launch_occupancy_limit_warps,control_smsp_inst_executed_pipe_lsu_sum,treatment_smsp_inst_executed_pipe_lsu_sum,delta_smsp_inst_executed_pipe_lsu_sum,control_smsp_inst_executed_pipe_cbu_sum,treatment_smsp_inst_executed_pipe_cbu_sum,delta_smsp_inst_executed_pipe_cbu_sum,control_smsp_inst_executed_op_global_ld_sum,treatment_smsp_inst_executed_op_global_ld_sum,delta_smsp_inst_executed_op_global_ld_sum,control_smsp_inst_executed_op_global_st_sum,treatment_smsp_inst_executed_op_global_st_sum,delta_smsp_inst_executed_op_global_st_sum,control_smsp_inst_executed_op_shared_ld_sum,treatment_smsp_inst_executed_op_shared_ld_sum,delta_smsp_inst_executed_op_shared_ld_sum,control_smsp_inst_executed_op_shared_st_sum,treatment_smsp_inst_executed_op_shared_st_sum,delta_smsp_inst_executed_op_shared_st_sum,control_l1tex_t_requests_pipe_lsu_mem_global_op_ld_sum,treatment_l1tex_t_requests_pipe_lsu_mem_global_op_ld_sum,delta_l1tex_t_requests_pipe_lsu_mem_global_op_ld_sum,control_l1tex_t_requests_pipe_lsu_mem_global_op_st_sum,treatment_l1tex_t_requests_pipe_lsu_mem_global_op_st_sum,delta_l1tex_t_requests_pipe_lsu_mem_global_op_st_sum,control_dram_bytes_read_sum,treatment_dram_bytes_read_sum,delta_dram_bytes_read_sum,control_dram_bytes_write_sum,treatment_dram_bytes_write_sum,delta_dram_bytes_write_sum
rtx3090_softmax_native_ex2_ncu_v1,ptx_f16,ptx_ex2_approx_f16,ex2.approx.f16,1,/home/bang001/gpupower0701/build-softmax/a100_fp16_softmax_energy,eeda8c0a1df3628d04c5bf15a486ba3dd0fc43935fbc51a18505a1dffb409b66,/home/bang001/.local/NVIDIA-Nsight-Compute-2026.2.1/ncu,2026.2.1.0 (build 38286902) (public-release),NVIDIA GeForce RTX 3090,8.6,86,48,1000,1024,256,"void unnamed>::softmax_row_kernel<1024, 0, 1, 0>(const __half *, __half *, unsigned int *, unsigned long, unsigned long, unsigned long, bool, bool, int *, int *, int)","void unnamed>::softmax_row_kernel<1024, 0, 1, 0>(const __half *, __half *, unsigned int *, unsigned long, unsigned long, unsigned long, bool, bool, int *, int *, int)",pass,pass,smsp__thread_inst_executed_pipe_xu_pred_on.sum,predicated_thread_instruction,61440000,61440000,pass,110592000,110592000,pass,49152000,49152000,pass,pass,pass,pass,false,"CBU is a control-flow pipeline counter, not a memory-traffic counter",observed_mismatch,false,device-wide display/cache/background traffic is not attributable to the profiled kernel; request-side counters are the path gate,pass,false,NCU replay changes execution and timing; application NVML deltas are path-only artifacts,/home/bang001/gpupower0701/results/ncu/rtx3090_softmax_targeted_g48s1024_20260725/ptx_f16_control.csv,2d0b7f4fcbeb3ac2687c22196fb4a6613ac8d9636a385ac2a4b4fbed5b7cee20,/home/bang001/gpupower0701/results/ncu/rtx3090_softmax_targeted_g48s1024_20260725/ptx_f16_treatment.csv,f53482bb4344566d343d3325b9b5ae296e39d8c9c6d9c5493ef2326ebfcfa45d,/home/bang001/gpupower0701/results/ncu/rtx3090_softmax_targeted_g48s1024_20260725/ptx_f16_control_runtime_energy_excluded.csv,c5ea07d78d6886dfd61488002684ca6b7c976f02316edd42b0a4ed3cfdc2f135,/home/bang001/gpupower0701/results/ncu/rtx3090_softmax_targeted_g48s1024_20260725/ptx_f16_treatment_runtime_energy_excluded.csv,b1ef401c91f5288157c2e7e7a25b908d0740b1d47fb91ec393c873f0a503942c,pass,,35,35,0,40,40,0,1056,1056,0,1152,1152,0,32,32,0,16,16,0,6,6,0,14,14,0,6,6,0,10464528,10464528,0,2305248,2305248,0,1536000,1536000,0,1536096,1536096,0,1536000,1536000,0,1536000,1536000,0,1536000,1536000,0,1536096,1536096,0,8448,741504,733056,0,0,0
rtx3090_softmax_native_ex2_ncu_v1,ptx_f16x2,ptx_ex2_approx_f16x2,ex2.approx.f16x2,2,/home/bang001/gpupower0701/build-softmax/a100_fp16_softmax_energy,eeda8c0a1df3628d04c5bf15a486ba3dd0fc43935fbc51a18505a1dffb409b66,/home/bang001/.local/NVIDIA-Nsight-Compute-2026.2.1/ncu,2026.2.1.0 (build 38286902) (public-release),NVIDIA GeForce RTX 3090,8.6,86,48,1000,1024,256,"void unnamed>::softmax_row_kernel<1024, 0, 2, 0>(const __half *, __half *, unsigned int *, unsigned long, unsigned long, unsigned long, bool, bool, int *, int *, int)","void unnamed>::softmax_row_kernel<1024, 0, 2, 0>(const __half *, __half *, unsigned int *, unsigned long, unsigned long, unsigned long, bool, bool, int *, int *, int)",pass,pass,smsp__thread_inst_executed_pipe_xu_pred_on.sum,predicated_thread_instruction,61440000,61440000,pass,110592000,110592000,pass,49152000,49152000,pass,pass,pass,pass,false,"CBU is a control-flow pipeline counter, not a memory-traffic counter",observed_mismatch,false,device-wide display/cache/background traffic is not attributable to the profiled kernel; request-side counters are the path gate,pass,false,NCU replay changes execution and timing; application NVML deltas are path-only artifacts,/home/bang001/gpupower0701/results/ncu/rtx3090_softmax_targeted_g48s1024_20260725/ptx_f16x2_control.csv,37c8381d92d66a086a6e64e1083b6e12be6e650f94b3c78aaee8f8f05018f7e6,/home/bang001/gpupower0701/results/ncu/rtx3090_softmax_targeted_g48s1024_20260725/ptx_f16x2_treatment.csv,28de69f29b99793ecd07de91c80716e83effb9b98af33afa198cbf63f76b9bfc,/home/bang001/gpupower0701/results/ncu/rtx3090_softmax_targeted_g48s1024_20260725/ptx_f16x2_control_runtime_energy_excluded.csv,d0b47297ddcaf50c751a65784e6fc27866193d86c0f21e21cdcb7e843366ea33,/home/bang001/gpupower0701/results/ncu/rtx3090_softmax_targeted_g48s1024_20260725/ptx_f16x2_treatment_runtime_energy_excluded.csv,b019b43b68c8cfb3b54b992e892b322f4ef91f99c42e532cd632cf8cd2ec99b9,pass,,34,34,0,40,40,0,1056,1056,0,1152,1152,0,32,32,0,16,16,0,6,6,0,14,14,0,6,6,0,10464528,10464528,0,2305248,2305248,0,1536000,1536000,0,1536096,1536096,0,1536000,1536000,0,1536000,1536000,0,1536000,1536000,0,1536096,1536096,0,903808,785664,-118144,0,0,0
