profile_name,gpu_id,n_gpu_active,W_SM_KiB,blocks_per_SM,active_SM,reuse_factor,load_repeat,store_repeat,component,pair,pairing,numerator_mode,control_mode,numerator_run_id,control_run_id,run_order_distance,numerator_elapsed_s,control_elapsed_s,elapsed_ratio,numerator_net_E_J,control_net_E_J,control_power_W,control_energy_scaled_J,delta_E_J,delta_signal_fraction,denominator_column,denominator,denominator_scale,denominator_source,ncu_denominator_bytes_representative,numerator_energy_source,control_energy_source,numerator_energy_integration_method,control_energy_integration_method,numerator_measurement_scope,control_measurement_scope,numerator_nvml_total_energy_supported,control_nvml_total_energy_supported,numerator_power_semantics,control_power_semantics,numerator_power_sample_period_ms,control_power_sample_period_ms,numerator_power_state_status,control_power_state_status,numerator_power_state_reasons,control_power_state_reasons,coefficient,coefficient_unit,coefficient_pJ_per_bit,valid_component_estimate,diagnostic,source_file
rtx3090,0,1,64,16,82,1,4,1,shared_l1_scalar_path,shared_scalar_load_only_minus_clocked_empty,nearest-control,shared_scalar_load_only,clocked_empty,shared_scalar_load_only_1783509883421_r0,clocked_empty_1783509824081_r0,59340,32.995908551,32.561582615,1.0133386003111509,9265.72369107,8768.59355118,269.2926094796329,8885.554315850124,380.1693752198753,0.041029647321155285,expected_shared_bytes,187321581747470.0,1.0000107928020199,ncu_actual_exact,537401000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,2.0295012014813394,pJ/byte,0.2536876501851674,True,,results/raw/rtx3090_strict_scope_shared_lr4_lr8_calibrated_20260708.csv
rtx3090,0,1,64,16,82,1,4,1,shared_l1_scalar_path,shared_scalar_load_only_minus_clocked_empty,nearest-control,shared_scalar_load_only,clocked_empty,shared_scalar_load_only_1783510421987_r0,clocked_empty_1783510362843_r0,59144,32.769485056,33.130628893,1.0110207357968195,9112.53961623,8923.67828096,269.34829126788594,8826.404805562124,286.1348106678761,0.03140011706047918,expected_shared_bytes,185368731001590.0,1.0000107928020199,ncu_actual_exact,537401000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,1.5435980444049204,pJ/byte,0.19294975555061505,True,,results/raw/rtx3090_strict_scope_shared_lr4_lr8_calibrated_20260708.csv
rtx3090,0,1,64,16,82,1,4,1,shared_l1_scalar_path,shared_scalar_load_only_minus_clocked_empty,nearest-control,shared_scalar_load_only,clocked_empty,shared_scalar_load_only_1783510600920_r0,clocked_empty_1783510541872_r0,59048,32.700664218,33.766067602,1.032580481451308,8763.06382091,9066.4383738,268.50738086134095,8780.36970160135,-17.305880691350467,-0.001970974034065359,expected_shared_bytes,184709420584740.0,1.0000107928020199,ncu_actual_exact,537401000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,-0.09369246374421367,pJ/byte,-0.011711557968026708,False,delta_fraction<0.005;negative_coefficient,results/raw/rtx3090_strict_scope_shared_lr4_lr8_calibrated_20260708.csv
rtx3090,0,1,64,16,82,1,4,1,shared_l1_scalar_path,shared_scalar_load_only_minus_clocked_empty,nearest-control,shared_scalar_load_only,clocked_empty,shared_scalar_load_only_1783511139997_r0,clocked_empty_1783511199241_r0,59244,33.351017751,32.931467602,1.012740098742958,9267.95010752,8777.7958234,266.54736222162495,8889.625808935642,378.324298584359,0.04082070945519951,expected_shared_bytes,188213758765640.0,1.0000107928020199,ncu_actual_exact,537401000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,2.010077802311152,pJ/byte,0.251259725288894,True,,results/raw/rtx3090_strict_scope_shared_lr4_lr8_calibrated_20260708.csv
rtx3090,0,1,64,16,82,1,4,1,shared_l1_scalar_path,shared_scalar_load_only_minus_clocked_empty,nearest-control,shared_scalar_load_only,clocked_empty,shared_scalar_load_only_1783511318412_r0,clocked_empty_1783511377533_r0,59121,33.360289356,32.840939188,1.0158141082697711,9234.77274212,8871.45947389,270.13415856059345,9011.753694520983,223.01904759901663,0.024149922670194352,expected_shared_bytes,187934976622880.0,1.0000107928020199,ncu_actual_exact,537401000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,1.1866819663193304,pJ/byte,0.1483352457899163,True,,results/raw/rtx3090_strict_scope_shared_lr4_lr8_calibrated_20260708.csv
rtx3090,0,1,64,16,82,1,8,1,shared_l1_scalar_path,shared_scalar_load_only_minus_clocked_empty,nearest-control,shared_scalar_load_only,clocked_empty,shared_scalar_load_only_1783510063218_r0,clocked_empty_1783510122633_r0,59415,34.412279037,33.11527056,1.0391664768267561,9621.18456291,9008.85495484,272.0453374680204,9361.70006366435,259.484499245651,0.02697011969253482,expected_shared_bytes,201744097980000.03,1.0000089319740855,ncu_actual_exact,1074800000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,1.2862061485009346,pJ/byte,0.16077576856261683,True,,results/raw/rtx3090_strict_scope_shared_lr4_lr8_calibrated_20260708.csv
rtx3090,0,1,64,16,82,1,8,1,shared_l1_scalar_path,shared_scalar_load_only_minus_clocked_empty,nearest-control,shared_scalar_load_only,clocked_empty,shared_scalar_load_only_1783510244102_r0,clocked_empty_1783510303486_r0,59384,35.658417793,33.1717615,1.0749630462946622,9932.66732925,8989.15413607,270.98814562711715,9663.008513722069,269.65881552793144,0.027148680871837166,expected_shared_bytes,208729126448000.03,1.0000089319740855,ncu_actual_exact,1074800000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,1.2919079388525616,pJ/byte,0.1614884923565702,True,,results/raw/rtx3090_strict_scope_shared_lr4_lr8_calibrated_20260708.csv
rtx3090,0,1,64,16,82,1,8,1,shared_l1_scalar_path,shared_scalar_load_only_minus_clocked_empty,nearest-control,shared_scalar_load_only,clocked_empty,shared_scalar_load_only_1783510781535_r0,clocked_empty_1783510841813_r0,60278,35.32813115,34.007599737,1.0388304797519499,9829.58433958,9232.52742444,271.4842416354096,9591.03089365404,238.55344592595975,0.024268925082151813,expected_shared_bytes,206876816128000.03,1.0000089319740855,ncu_actual_exact,1074800000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,1.1531183164495367,pJ/byte,0.14413978955619208,True,,results/raw/rtx3090_strict_scope_shared_lr4_lr8_calibrated_20260708.csv
rtx3090,0,1,64,16,82,1,8,1,shared_l1_scalar_path,shared_scalar_load_only_minus_clocked_empty,nearest-control,shared_scalar_load_only,clocked_empty,shared_scalar_load_only_1783510962148_r0,clocked_empty_1783511020732_r0,58584,34.608605371,32.285555769,1.0719532170553667,9626.62129256,8789.4733039,272.24166022687746,9421.904184337869,204.71710822213026,0.02126572781878802,expected_shared_bytes,203143100652000.03,1.0000089319740855,ncu_actual_exact,1074800000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,1.0077482698899365,pJ/byte,0.12596853373624206,True,,results/raw/rtx3090_strict_scope_shared_lr4_lr8_calibrated_20260708.csv
rtx3090,0,1,64,16,82,1,8,1,shared_l1_scalar_path,shared_scalar_load_only_minus_clocked_empty,nearest-control,shared_scalar_load_only,clocked_empty,shared_scalar_load_only_1783511500033_r0,clocked_empty_1783511559969_r0,59936,34.26296023,33.672266385,1.0175424439283698,9606.07888511,9171.56808779,272.3775104094467,9332.459806705283,273.6190784047176,0.028483950806279926,expected_shared_bytes,200780206592000.03,1.0000089319740855,ncu_actual_exact,1074800000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,1.3627791456591707,pJ/byte,0.17034739320739634,True,,results/raw/rtx3090_strict_scope_shared_lr4_lr8_calibrated_20260708.csv
