component,model,coefficient_unit,valid_rows,unique_factor_values,unique_blocks_per_sm_values,unique_durations,unique_execution_orders,unique_repeats,fixed_effect_columns,predictor_correlation,standardized_condition_number,intercept_J,component_coefficient,component_coefficient_ci_low,component_coefficient_ci_high,time_coefficient_W,r_squared,residual_std_J,status,diagnostic
tensor,delta_E=beta_component*traffic_or_ops_T+beta_time*delta_t+C(blocks_per_SM)+C(factor_value)+C(execution_order)+C(repeat),pJ/FLOP,17,3,3,2,2,1,5.0,-0.06162313734338775,1.131339848190477,-397440614.2536985,1129185.097340111,-1720750.5534872396,14744393.991912717,104.4586893121581,0.9963090516174692,67.87037409539259,not_identified,insufficient_repeat_levels;component_ci_includes_zero
