target_tag,implementation,canonical_implementation,grid_blocks,softmax_cols,primary_experimental_unit,primary_metric,confidence_interval_interpretation,positive_session_effect_count,positive_cell_verdict_count,all_session_quality_pass,session_count,mean_incremental_pJ_per_element,median_incremental_pJ_per_element,sample_sd_incremental_pJ_per_element,min_incremental_pJ_per_element,max_incremental_pJ_per_element,diagnostic_t95_low_incremental_pJ_per_element,diagnostic_t95_high_incremental_pJ_per_element
targeted_g48s1024_confirm_v1_20260725,fp32,fp32_fast___expf,48,1024,fresh_session_mean_of_3_matched_blocks,incremental_pJ_per_element,diagnostic_t95_df2_descriptive_not_preregistered_decision_threshold,3,3,true,3,82.1641148261387,83.66942067234741,3.134101930175635,78.56135038929351,84.26157341677516,74.37857402862711,89.94965562365029
targeted_g48s1024_confirm_v1_20260725,ptx_f16,ptx_ex2_approx_f16,48,1024,fresh_session_mean_of_3_matched_blocks,incremental_pJ_per_element,diagnostic_t95_df2_descriptive_not_preregistered_decision_threshold,3,1,true,3,19.39280566993849,17.76350180925147,5.223399898739842,15.178249591130045,25.236665609433956,6.417160997438009,32.36845034243897
targeted_g48s1024_confirm_v1_20260725,ptx_f16x2,ptx_ex2_approx_f16x2,48,1024,fresh_session_mean_of_3_matched_blocks,incremental_pJ_per_element,diagnostic_t95_df2_descriptive_not_preregistered_decision_threshold,3,1,true,3,25.05485745227375,22.347401871577265,5.483501109490913,21.451666075769996,31.365504409473985,11.433085553250317,38.67662935129719
