component,rows,ncu_denominator_rows,expected_denominator_rows,unit,energy_source,energy_integration_method,power_semantics,min,median,mean,max,stdev,q1,q3,iqr,mad,cv,relative_iqr,median_ci_low,median_ci_high,median_ci_relative_width,confidence_class,median_pJ_per_bit,min_pJ_per_bit,max_pJ_per_bit,median_pJ_per_bit_ci_low,median_pJ_per_bit_ci_high,median_pJ_per_bit_ci_relative_width
shared_l1_scalar_path,12,12,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,one_sec_average,0.27770488457422454,1.1604853023899948,1.0813708757183216,1.6998864443560318,0.4824015370328945,0.667891203832119,1.4848423340857828,0.8169511302536638,0.4063699633186255,0.41568948442466164,0.7039736983925349,0.6155670987779326,1.500879967898374,0.7628815869508716,medium,0.14506066279874935,0.03471311057177807,0.21248580554450397,0.07694588734724157,0.18760999598729675,0.7628815869508716
