component,status,total_rows,valid_rows,invalid_rows,invalid_reason_counts,invalid_coordinates,valid_delta_E_min_J,valid_delta_E_median_J,valid_delta_E_max_J,invalid_delta_E_min_J,invalid_delta_E_median_J,invalid_delta_E_max_J,valid_signal_fraction_min,valid_signal_fraction_median,valid_signal_fraction_max,invalid_signal_fraction_min,invalid_signal_fraction_median,invalid_signal_fraction_max,valid_coefficient_min,valid_coefficient_median,valid_coefficient_max,recommendation
global_l1_hit_path,needs_stability_followup,6,4,2,delta_fraction<0.005:1;negative_coefficient:1,"W=16KiB,B/SM=16,RF=1,LR=8,delta_E=-514J,frac=-0.04905 | W=16KiB,B/SM=16,RF=1,LR=8,delta_E=24.06J,frac=0.00254",257.774645295,295.228043685,396.871555925,-513.988804947,-244.96290007,24.0630048062,0.0271383910403,0.031107216701,0.0410166832224,-0.049054159685,-0.0232568847756,0.00254039013386,0.127626383622,0.147311457312,0.197527055707,targeted_stability_rerun;use_longer_seconds_20_to_30;increase_repeats_10_or_more;keep_power_api_audit;inspect_control_drift_and_temperature_clock;do_not_relax_delta_gate
