component,rows,ncu_denominator_rows,expected_denominator_rows,unit,energy_source,energy_integration_method,measurement_scope,power_semantics,min,median,mean,max,stdev,q1,q3,iqr,mad,cv,relative_iqr,median_ci_low,median_ci_high,median_ci_relative_width,confidence_class,median_pJ_per_bit,min_pJ_per_bit,max_pJ_per_bit,median_pJ_per_bit_ci_low,median_pJ_per_bit_ci_high,median_pJ_per_bit_ci_relative_width
l2_hit_cg_path,6,6,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,one_sec_average,6.477972315768214,9.042483995796303,8.92169628679764,11.012624351563455,1.8013752185232947,7.66117975391129,10.326022040383041,2.6648422864717514,1.6896039114882497,0.1992124309383045,0.29470246092894287,6.882837467605375,10.839767396991245,0.4375932466372492,medium,1.1303104994745379,0.8097465394710267,1.3765780439454318,0.8603546834506719,1.3549709246239057,0.4375932466372492
