profile_name,gpu_id,n_gpu_active,W_SM_KiB,blocks_per_SM,active_SM,reuse_factor,load_repeat,store_repeat,component,pair,pairing,numerator_mode,control_mode,numerator_run_id,control_run_id,run_order_distance,numerator_elapsed_s,control_elapsed_s,elapsed_ratio,numerator_net_E_J,control_net_E_J,control_power_W,control_energy_scaled_J,delta_E_J,delta_signal_fraction,denominator_column,denominator,denominator_scale,denominator_source,ncu_denominator_bytes_representative,numerator_energy_source,control_energy_source,numerator_energy_integration_method,control_energy_integration_method,numerator_nvml_total_energy_supported,control_nvml_total_energy_supported,numerator_power_semantics,control_power_semantics,numerator_power_sample_period_ms,control_power_sample_period_ms,numerator_power_state_status,control_power_state_status,numerator_power_state_reasons,control_power_state_reasons,coefficient,coefficient_unit,coefficient_pJ_per_bit,valid_component_estimate,diagnostic,source_file
rtx3090,0,1,64,16,82,1,4,1,l2_hit_cg_path,l2_cg_load_only_minus_clocked_empty,nearest-control,l2_cg_load_only,clocked_empty,l2_cg_load_only_1783478091985_r0,clocked_empty_1783478151940_r0,59955,34.130604384,33.220900154,1.0273834912896083,9884.2794975,8951.44235356,269.45213140114726,9196.56409727814,687.7154002218595,0.06957668491626538,expected_l2_bytes,74708286288720.0,1.0011198462509527,ncu_actual_exact,537997000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,9.205342999892848,pJ/byte,1.150667874986606,True,,results/raw/rtx3090_l2_paired_lr4_lr8_30s_combined_20260708.csv
rtx3090,0,1,64,16,82,1,4,1,l2_hit_cg_path,l2_cg_load_only_minus_clocked_empty,nearest-control,l2_cg_load_only,clocked_empty,l2_cg_load_only_1783478271173_r0,clocked_empty_1783478211780_r0,59393,32.80695195,33.286461979,1.0146161103210931,9493.11124967,8968.47205643,269.4330224127783,8839.27622003929,653.8350296307108,0.06887468317127743,expected_l2_bytes,73782452631390.0,1.0011198462509527,ncu_actual_exact,537997000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,8.861660277101485,pJ/byte,1.1077075346376857,True,,results/raw/rtx3090_l2_paired_lr4_lr8_30s_combined_20260708.csv
rtx3090,0,1,64,16,82,1,4,1,l2_hit_cg_path,l2_cg_load_only_minus_clocked_empty,nearest-control,l2_cg_load_only,clocked_empty,l2_cg_load_only_1783478451087_r0,clocked_empty_1783478391068_r0,60019,33.444720252,33.589262681,1.0043218310068345,9683.48344367,9101.85944037,270.9752675076887,9062.692017005516,620.7914266644839,0.06410827573318043,expected_l2_bytes,75008413295140.0,1.0011198462509527,ncu_actual_exact,537997000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,8.276290610518842,pJ/byte,1.0345363263148553,True,,results/raw/rtx3090_l2_paired_lr4_lr8_30s_combined_20260708.csv
rtx3090,0,1,64,16,82,1,4,1,l2_hit_cg_path,l2_cg_load_only_minus_clocked_empty,nearest-control,l2_cg_load_only,clocked_empty,l2_cg_load_only_1783478633790_r0,clocked_empty_1783478693936_r0,60146,33.339357527,33.5710982,1.006950963971406,9553.96851259,9050.6461428,269.5963679496192,8988.169699052998,565.7988135370015,0.05922133957123732,expected_l2_bytes,74136755935710.0,1.0011198462509527,ncu_actual_exact,537997000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,7.631825892512097,pJ/byte,0.9539782365640121,True,,results/raw/rtx3090_l2_paired_lr4_lr8_30s_combined_20260708.csv
rtx3090,0,1,64,16,82,1,4,1,l2_hit_cg_path,l2_cg_load_only_minus_clocked_empty,nearest-control,l2_cg_load_only,clocked_empty,l2_cg_load_only_1783478813856_r0,clocked_empty_1783478873330_r0,59474,33.236574984,32.90161891,1.010180534730411,9591.23496434,8893.34833298,270.30123828578496,8983.887374553544,607.3475897864555,0.06332318956261217,expected_l2_bytes,74431922609790.0,1.0011198462509527,ncu_actual_exact,537997000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,8.15977296422236,pJ/byte,1.019971620527795,True,,results/raw/rtx3090_l2_paired_lr4_lr8_30s_combined_20260708.csv
rtx3090,0,1,64,16,82,1,4,1,l2_hit_cg_path,l2_cg_load_only_minus_clocked_empty,nearest-control,l2_cg_load_only,clocked_empty,l2_cg_load_only_1783478993443_r0,clocked_empty_1783479053467_r0,60024,33.934177856,33.48444405,1.0134311265651728,9726.18702118,8987.01659961,268.39378268279773,9107.72235700267,618.4646641773288,0.06358757679967945,expected_l2_bytes,76305335763190.0,1.0011198462509527,ncu_actual_exact,537997000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,8.105129975401782,pJ/byte,1.0131412469252228,True,,results/raw/rtx3090_l2_paired_lr4_lr8_30s_combined_20260708.csv
rtx3090,0,1,64,16,82,1,8,1,l2_hit_cg_path,l2_cg_load_only_minus_clocked_empty,nearest-control,l2_cg_load_only,clocked_empty,l2_cg_load_only_1783484665998_r0,clocked_empty_1783484606221_r0,59777,33.333548782,33.475405777,1.0042556823435673,9739.10234475,9220.20200396,275.4321206852984,9181.130030993107,557.9723137568926,0.05729196531728363,expected_l2_bytes,74144142140600.0,1.0012929032488567,ncu_actual_exact,1076180000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,7.525507715751924,pJ/byte,0.9406884644689905,True,,results/raw/rtx3090_l2_paired_lr4_lr8_30s_combined_20260708.csv
rtx3090,0,1,64,16,82,1,8,1,l2_hit_cg_path,l2_cg_load_only_minus_clocked_empty,nearest-control,l2_cg_load_only,clocked_empty,l2_cg_load_only_1783484845389_r0,clocked_empty_1783484785449_r0,59940,33.47411352,33.064025927,1.0124028330338661,9823.70836469,9006.67056526,272.4009043891166,9118.378796471956,705.3295682180433,0.0717987079862077,expected_l2_bytes,75655389429200.0,1.0012929032488567,ncu_actual_exact,1076180000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,9.322925617587448,pJ/byte,1.165365702198431,True,,results/raw/rtx3090_l2_paired_lr4_lr8_30s_combined_20260708.csv
rtx3090,0,1,64,16,82,1,8,1,l2_hit_cg_path,l2_cg_load_only_minus_clocked_empty,nearest-control,l2_cg_load_only,clocked_empty,l2_cg_load_only_1783485025418_r0,clocked_empty_1783485085065_r0,59647,33.755382868,33.175544694,1.0174778795449548,9778.88760097,8995.60490576,271.15168684440346,9152.829004736877,626.0585962331224,0.06402145333698504,expected_l2_bytes,75647759313000.0,1.0012929032488567,ncu_actual_exact,1076180000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,8.275970126791778,pJ/byte,1.0344962658489723,True,,results/raw/rtx3090_l2_paired_lr4_lr8_30s_combined_20260708.csv
rtx3090,0,1,64,16,82,1,8,1,l2_hit_cg_path,l2_cg_load_only_minus_clocked_empty,nearest-control,l2_cg_load_only,clocked_empty,l2_cg_load_only_1783485205689_r0,clocked_empty_1783485265484_r0,59795,33.837271734,33.355850333,1.014432892466954,9697.08604753,9046.04250382,271.19807810357224,9176.60306252913,520.48298500087,0.05367416381062693,expected_l2_bytes,75966416211000.0,1.0012929032488567,ncu_actual_exact,1076180000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,6.851487946399973,pJ/byte,0.8564359932999966,True,,results/raw/rtx3090_l2_paired_lr4_lr8_30s_combined_20260708.csv
