component,status,total_rows,valid_rows,invalid_rows,invalid_reason_counts,invalid_coordinates,valid_delta_E_min_J,valid_delta_E_median_J,valid_delta_E_max_J,invalid_delta_E_min_J,invalid_delta_E_median_J,invalid_delta_E_max_J,valid_signal_fraction_min,valid_signal_fraction_median,valid_signal_fraction_max,invalid_signal_fraction_min,invalid_signal_fraction_median,invalid_signal_fraction_max,valid_coefficient_min,valid_coefficient_median,valid_coefficient_max,recommendation
tensor_mma_increment,needs_stability_followup,35,33,2,pair_start_distance_ms>60000:2,"W=2048KiB,B/SM=16,RF=4,LR=1,delta_E=3462J,frac=0.8383 | W=2048KiB,B/SM=16,RF=16,LR=1,delta_E=3381J,frac=0.8654",2380.29611318,3419.70959904,3510.56000158,3381.02595724,3421.53369029,3462.04142334,0.602760512557,0.840695768018,0.868033144516,0.838261773803,0.851845276285,0.865428778767,1.94538519945,2.25250148277,2.3692209846,inspect_invalid_rows_before_final_claim
