component,status,total_rows,valid_rows,invalid_rows,invalid_reason_counts,invalid_coordinates,valid_delta_E_min_J,valid_delta_E_median_J,valid_delta_E_max_J,invalid_delta_E_min_J,invalid_delta_E_median_J,invalid_delta_E_max_J,valid_signal_fraction_min,valid_signal_fraction_median,valid_signal_fraction_max,invalid_signal_fraction_min,invalid_signal_fraction_median,invalid_signal_fraction_max,valid_coefficient_min,valid_coefficient_median,valid_coefficient_max,recommendation
shared_l1_scalar_path,needs_stability_followup,6,3,3,elapsed_ratio>1.35:3,"W=64KiB,B/SM=16,RF=1,LR=4,delta_E=125.4J,frac=0.02803 | W=64KiB,B/SM=16,RF=1,LR=4,delta_E=90.43J,frac=0.02039 | W=64KiB,B/SM=16,RF=1,LR=4,delta_E=90.57J,frac=0.0204",167.33172937,174.61331635,209.574198286,90.4336352469,90.5714080198,125.428667717,0.0192172422268,0.0201896286575,0.024186935224,0.0203866829167,0.0203950332022,0.0280271944911,0.114475284984,0.119456777424,0.143374279132,inspect_invalid_rows_before_final_claim
