component,status,total_rows,valid_rows,invalid_rows,invalid_reason_counts,invalid_coordinates,valid_delta_E_min_J,valid_delta_E_median_J,valid_delta_E_max_J,invalid_delta_E_min_J,invalid_delta_E_median_J,invalid_delta_E_max_J,valid_signal_fraction_min,valid_signal_fraction_median,valid_signal_fraction_max,invalid_signal_fraction_min,invalid_signal_fraction_median,invalid_signal_fraction_max,valid_coefficient_min,valid_coefficient_median,valid_coefficient_max,recommendation
shared_l1_scalar_path,needs_stability_followup,10,9,1,delta_fraction<0.005:1;negative_coefficient:1,"W=64KiB,B/SM=16,RF=1,LR=4,delta_E=-17.31J,frac=-0.001971",204.717108222,269.658815528,380.16937522,-17.3058806914,-17.3058806914,-17.3058806914,0.0212657278188,0.0271486808718,0.0410296473212,-0.00197097403407,-0.00197097403407,-0.00197097403407,0.125968533736,0.161488492357,0.253687650185,targeted_stability_rerun;use_longer_seconds_20_to_30;increase_repeats_10_or_more;keep_power_api_audit;inspect_control_drift_and_temperature_clock;do_not_relax_delta_gate
