component,rows,ncu_denominator_rows,expected_denominator_rows,unit,energy_source,energy_integration_method,power_semantics,min,median,mean,max,stdev,q1,q3,iqr,mad,cv,relative_iqr,median_ci_low,median_ci_high,median_ci_relative_width,confidence_class,median_pJ_per_bit,min_pJ_per_bit,max_pJ_per_bit,median_pJ_per_bit_ci_low,median_pJ_per_bit_ci_high,median_pJ_per_bit_ci_relative_width
l2_hit_cg_path,6,6,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,one_sec_average,7.631825892512097,8.218031787370602,8.373337119941569,9.205342999892848,0.5670088070704848,8.118790722606928,8.715317860455825,0.5965271378488968,0.34955385341366263,0.0689956940714027,0.07258759192993562,7.86847793395694,9.033501638497167,0.14176432200355146,medium,1.0272539734213253,0.9539782365640121,1.150667874986606,0.9835597417446175,1.129187704812146,0.14176432200355146
