protocol,exp_impl,exp_ptx_instruction,exp_results_per_ptx_instruction,primary_denominator,logical_scalar_exponent_results_per_treatment_role,ptx_ex2_instructions_per_treatment_role,bootstrap_samples,bootstrap_seed,decision_stage,configured_energy_trace_min_fit_points,residual_mbb_block_points,grid_blocks,measured_triplets,matched_orientation_blocks,min_trace_fit_points,min_trace_r2,max_query_latency_s,max_inter_role_gap_s,max_sm_clock_span_fraction,a100_batch_sm_clock_span_fraction,a100_batch_sm_clock_status,a100_batch_temperature_status,a100_batch_smid_status,max_triplet_temperature_span_C,forward_mean_pJ_per_operand,reverse_mean_pJ_per_operand,order_balanced_mean_pJ_per_operand,order_balanced_median_pJ_per_operand,order_balanced_min_pJ_per_operand,order_balanced_max_pJ_per_operand,order_balanced_sd_pJ_per_operand,matched_positive_blocks,pair_t95_ci_low_pJ_per_operand,pair_t95_ci_high_pJ_per_operand,hierarchical_residual_mbb_ci_low_pJ_per_operand,hierarchical_residual_mbb_ci_high_pJ_per_operand,conservative_ci_low_pJ_per_operand,conservative_ci_high_pJ_per_operand,middle_position_bias_mean_pJ_per_operand,middle_position_bias_median_pJ_per_operand,forward_mean_pJ_per_logical_scalar_exponent_result,reverse_mean_pJ_per_logical_scalar_exponent_result,order_balanced_mean_pJ_per_logical_scalar_exponent_result,pair_t95_ci_low_pJ_per_logical_scalar_exponent_result,pair_t95_ci_high_pJ_per_logical_scalar_exponent_result,hierarchical_residual_mbb_ci_low_pJ_per_logical_scalar_exponent_result,hierarchical_residual_mbb_ci_high_pJ_per_logical_scalar_exponent_result,order_balanced_mean_pJ_per_ptx_ex2_instruction,pair_t95_ci_low_pJ_per_ptx_ex2_instruction,pair_t95_ci_high_pJ_per_ptx_ex2_instruction,hierarchical_residual_mbb_ci_low_pJ_per_ptx_ex2_instruction,hierarchical_residual_mbb_ci_high_pJ_per_ptx_ex2_instruction,quality_status,verdict
same_context_counterbalanced_probe_v1,ptx_ex2_approx_f16,ex2.approx.f16,1,logical_scalar_exponent_result,745947906048,745947906048,4000,20262743,pilot,16,auto_round_sqrt_fit_points,48,6,3,20,0.9998231197650513,0.00574310400407,0.014188986,0.0,nan,not_applicable,not_applicable,not_applicable,3.0,29.81767727494579,5.709326343557147,17.76350180925147,11.188025093609838,-3.3043526266785035,45.40683296082307,25.012448318056833,2,-44.37086432317636,79.8978679416793,-3.807110010079668,42.65620689162146,-44.37086432317636,79.8978679416793,12.054175465694321,4.4324228063993685,29.81767727494579,5.709326343557147,17.76350180925147,-44.37086432317636,79.8978679416793,-3.807110010079668,42.65620689162146,17.76350180925147,-44.37086432317636,79.8978679416793,-3.807110010079668,42.65620689162146,pass,not_identified
