component,status,total_rows,valid_rows,invalid_rows,invalid_reason_counts,invalid_coordinates,valid_delta_E_min_J,valid_delta_E_median_J,valid_delta_E_max_J,invalid_delta_E_min_J,invalid_delta_E_median_J,invalid_delta_E_max_J,valid_signal_fraction_min,valid_signal_fraction_median,valid_signal_fraction_max,invalid_signal_fraction_min,invalid_signal_fraction_median,invalid_signal_fraction_max,valid_coefficient_min,valid_coefficient_median,valid_coefficient_max,recommendation
global_l1_hit_path,needs_stability_followup,28,26,2,delta_E<10J:1;delta_fraction<0.005:2;negative_coefficient:2,"W=16KiB,B/SM=16,RF=1,LR=16,delta_E=-6.857J,frac=-0.001108 | W=16KiB,B/SM=16,RF=1,LR=16,delta_E=-15.67J,frac=-0.002629",38.3614023014,139.234818505,293.482060767,-15.6727212339,-11.2646317241,-6.85654221435,0.00647108622871,0.0230982689244,0.0477378039253,-0.00262861985704,-0.00186835557575,-0.00110809129446,0.0284216888515,0.104689502947,0.219114653647,targeted_stability_rerun;use_longer_seconds_20_to_30;increase_repeats_10_or_more;keep_power_api_audit;inspect_control_drift_and_temperature_clock;do_not_relax_delta_gate
shared_l1_scalar_path,needs_stability_followup,30,29,1,delta_fraction<0.005:1;negative_coefficient:1,"W=64KiB,B/SM=16,RF=1,LR=16,delta_E=-28.01J,frac=-0.004682",39.2366249161,170.019440846,269.591277526,-28.0130400139,-28.0130400139,-28.0130400139,0.00639244692465,0.0270265269725,0.0441688659146,-0.00468166423231,-0.00468166423231,-0.00468166423231,0.0356005327107,0.152395459548,0.26304984733,targeted_stability_rerun;use_longer_seconds_20_to_30;increase_repeats_10_or_more;keep_power_api_audit;inspect_control_drift_and_temperature_clock;do_not_relax_delta_gate
