component,status,median,unit,rows,valid_detail_rows,invalid_detail_rows,ncu_denominator_rows,ncu_accepted_rows,confidence_class,energy_source,energy_integration_method,measurement_scope,power_semantics,reasons,cautions
tensor_mma_increment,accepted,0.129215538161,pJ/FLOP,6,6,0,0,10,medium,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,one_sec_average,,
