component,rows,ncu_denominator_rows,expected_denominator_rows,unit,energy_source,energy_integration_method,measurement_scope,power_semantics,min,median,mean,max,stdev,q1,q3,iqr,mad,cv,relative_iqr,median_ci_low,median_ci_high,median_ci_relative_width,confidence_class,median_pJ_per_bit,min_pJ_per_bit,max_pJ_per_bit,median_pJ_per_bit_ci_low,median_pJ_per_bit_ci_high,median_pJ_per_bit_ci_relative_width
shared_l1_scalar_path,3,3,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,one_sec_average,0.9158022798753754,0.9556542193910069,1.0061502441063397,1.1469942330526366,0.12359132731513911,0.9357282496331911,1.0513242262218219,0.11559597658863074,0.039851939515631485,0.12932640782342592,0.1209600441698406,0.9158022798753754,1.1469942330526366,0.24192008833968087,low,0.11945677742387587,0.11447528498442193,0.14337427913157957,0.11447528498442193,0.14337427913157957,0.24192008833968087
