component,rows,ncu_denominator_rows,expected_denominator_rows,unit,energy_source,energy_integration_method,power_semantics,min,median,mean,max,stdev,q1,q3,iqr,mad,cv,relative_iqr,median_ci_low,median_ci_high,median_ci_relative_width,confidence_class,median_pJ_per_bit,min_pJ_per_bit,max_pJ_per_bit,median_pJ_per_bit_ci_low,median_pJ_per_bit_ci_high,median_pJ_per_bit_ci_relative_width
global_l1_hit_path,26,26,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,one_sec_average,0.22737351081203377,0.8375160235744381,0.8464260401137838,1.7529172291785602,0.43207901061189924,0.5256429955222977,1.0471942546656456,0.521551259143348,0.23594834737512027,0.5159053659270033,0.6227358575390799,0.609588751212458,1.0100625454507794,0.47816851614269734,medium,0.10468950294680476,0.028421688851504222,0.21911465364732002,0.07619859390155725,0.12850710545350164,0.4996538342389837
shared_l1_scalar_path,29,29,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,one_sec_average,0.2848042616853501,1.2191636763868814,1.2382417316672782,2.104398778641319,0.5446984482876474,0.8872724370097698,1.649908673665863,0.7626362366560933,0.43074499727898163,0.44678041089767206,0.6255404843722422,0.9142151509263722,1.6336827202361683,0.5901320579382854,medium,0.15239545954836017,0.035600532710668764,0.2630498473301649,0.11427689386579652,0.20421034002952104,0.5901320579382854
