component,status,median,unit,rows,valid_detail_rows,invalid_detail_rows,ncu_denominator_rows,ncu_accepted_rows,confidence_class,energy_source,energy_integration_method,power_semantics,reasons,cautions
tensor_mma_increment,accepted,0.143113929779,pJ/FLOP,15,15,0,0,10,medium-high,nvml_total_energy,total_energy_mj_delta,one_sec_average,,
