protocol,exp_impl,exp_ptx_instruction,exp_results_per_ptx_instruction,primary_denominator,logical_scalar_exponent_results_per_treatment_role,ptx_ex2_instructions_per_treatment_role,bootstrap_samples,bootstrap_seed,decision_stage,configured_energy_trace_min_fit_points,residual_mbb_block_points,grid_blocks,measured_triplets,matched_orientation_blocks,min_trace_fit_points,min_trace_r2,max_query_latency_s,max_inter_role_gap_s,max_sm_clock_span_fraction,a100_batch_sm_clock_span_fraction,a100_batch_sm_clock_status,a100_batch_temperature_status,a100_batch_smid_status,max_triplet_temperature_span_C,forward_mean_pJ_per_operand,reverse_mean_pJ_per_operand,order_balanced_mean_pJ_per_operand,order_balanced_median_pJ_per_operand,order_balanced_min_pJ_per_operand,order_balanced_max_pJ_per_operand,order_balanced_sd_pJ_per_operand,matched_positive_blocks,pair_t95_ci_low_pJ_per_operand,pair_t95_ci_high_pJ_per_operand,hierarchical_residual_mbb_ci_low_pJ_per_operand,hierarchical_residual_mbb_ci_high_pJ_per_operand,conservative_ci_low_pJ_per_operand,conservative_ci_high_pJ_per_operand,middle_position_bias_mean_pJ_per_operand,middle_position_bias_median_pJ_per_operand,forward_mean_pJ_per_logical_scalar_exponent_result,reverse_mean_pJ_per_logical_scalar_exponent_result,order_balanced_mean_pJ_per_logical_scalar_exponent_result,pair_t95_ci_low_pJ_per_logical_scalar_exponent_result,pair_t95_ci_high_pJ_per_logical_scalar_exponent_result,hierarchical_residual_mbb_ci_low_pJ_per_logical_scalar_exponent_result,hierarchical_residual_mbb_ci_high_pJ_per_logical_scalar_exponent_result,order_balanced_mean_pJ_per_ptx_ex2_instruction,pair_t95_ci_low_pJ_per_ptx_ex2_instruction,pair_t95_ci_high_pJ_per_ptx_ex2_instruction,hierarchical_residual_mbb_ci_low_pJ_per_ptx_ex2_instruction,hierarchical_residual_mbb_ci_high_pJ_per_ptx_ex2_instruction,quality_status,verdict
same_context_counterbalanced_probe_v1,ptx_ex2_approx_f16x2,ex2.approx.f16x2,2,logical_scalar_exponent_result,741429067776,370714533888,4000,20264761,pilot,16,auto_round_sqrt_fit_points,48,6,3,20,0.9998027722942029,0.00591450100183,0.014142594,0.0,nan,not_applicable,not_applicable,not_applicable,2.0,27.49016354486727,15.413168606672727,21.451666075769996,15.905108349928238,0.49867502694031884,47.95121485044143,24.207625056576923,3,-38.6834082414465,81.58674039298648,0.8820834187286346,45.37336195288407,-38.6834082414465,81.58674039298648,6.03849746909727,2.933698224123243,27.49016354486727,15.413168606672727,21.451666075769996,-38.6834082414465,81.58674039298648,0.8820834187286346,45.37336195288407,42.90333215153999,-77.366816482893,163.17348078597297,1.7641668374572692,90.74672390576814,pass,not_identified
