component,rows,ncu_denominator_rows,expected_denominator_rows,unit,energy_source,energy_integration_method,power_semantics,min,median,mean,max,stdev,q1,q3,iqr,mad,cv,relative_iqr,median_ci_low,median_ci_high,median_ci_relative_width,confidence_class,median_pJ_per_bit,min_pJ_per_bit,max_pJ_per_bit,median_pJ_per_bit_ci_low,median_pJ_per_bit_ci_high,median_pJ_per_bit_ci_relative_width
dram_cg_stream_path,3,3,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,one_sec_average,31.7785239320426,33.654518406696944,33.68928432092307,35.63481062402967,1.9283784027760547,32.71652116936977,34.6446645153633,1.9281433459935329,1.8759944746543447,0.05729924224357122,0.05729225783869336,31.7785239320426,35.63481062402967,0.11458451567738683,low,4.206814800837118,3.972315491505325,4.454351328003709,3.972315491505325,4.454351328003709,0.11458451567738683
global_l1_hit_path,2,2,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,one_sec_average,1.2036070872060407,1.4566117446128888,1.4566117446128888,1.7096164020197369,0.35780261784832307,1.3301094159094649,1.5831140733163127,0.25300465740684785,0.2530046574068481,0.24564034937354787,0.17369395677506824,1.2036070872060407,1.7096164020197369,0.3473879135501368,low,0.1820764680766111,0.1504508859007551,0.2137020502524671,0.1504508859007551,0.2137020502524671,0.3473879135501368
l2_hit_cg_path,3,3,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,one_sec_average,9.588195207879563,11.116551565424057,12.641838589662687,17.22076899568444,4.038430516463615,10.35237338665181,14.16866028055425,3.81628689390244,1.528356357544494,0.36328086931422093,0.3432977278468516,9.588195207879561,17.22076899568444,0.6865954556937032,low,1.3895689456780072,1.1985244009849454,2.152596124460555,1.1985244009849452,2.152596124460555,0.6865954556937032
shared_l1_scalar_path,3,3,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,one_sec_average,1.0349352776973841,1.2014115362806905,1.5308510729368097,2.3562064048323546,0.7196090286289338,1.1181734069890372,1.7788089705565224,0.6606355635674852,0.1664762585833064,0.5989696343824759,0.5498828200140891,1.0349352776973841,2.3562064048323546,1.0997656400281781,low,0.15017644203508632,0.12936690971217302,0.2945258006040443,0.12936690971217302,0.2945258006040443,1.0997656400281781
tensor_mma_increment,3,0,0,pJ/FLOP,nvml_total_energy,total_energy_mj_delta,one_sec_average,0.18639177828881695,0.31083507285291817,0.2856667114637637,0.359773283249556,0.0893888772548017,0.24861342557086757,0.3353041780512371,0.0866907524803695,0.048938210396637816,0.2875765480206894,0.27889630241755275,0.18639177828881695,0.359773283249556,0.5577926048351056,low,,,,,,
