policy,layout,blocks_per_SM,W_SM_KiB,load_repeat,ncu_metric_profile,l1_path_hit_rate_pct,l2_path_hit_rate_pct,l2_tex_path_hit_rate_pct,l2_device_path_hit_rate_pct,l2_native_read_hit_rate_pct,l2_native_vs_derived_hit_delta_pct,native_l2_gate,l2_read_sector_conservation_ratio,l2_read_bytes_to_expected,dram_read_to_l2_read_ratio,dram_read_to_l2_miss_bytes_ratio,l2_evict_first_read_pct,l2_evict_normal_read_pct,l2_evict_last_read_pct,launch_persisting_l2_cache_size_bytes,status,reason,selected_candidate
normal,contiguous,8,64,4,l2_path_minimal,0,99.9991,99.9991,99.9991,99.9451,0.0539898,required,0.99998,1.00002,0.000567448075,64.7607,,,,1.17965e+06,pass,pass,yes
