component,rows,ncu_denominator_rows,expected_denominator_rows,unit,energy_source,energy_integration_method,measurement_scope,power_semantics,min,median,mean,max,stdev,q1,q3,iqr,mad,cv,relative_iqr,median_ci_low,median_ci_high,median_ci_relative_width,confidence_class,median_pJ_per_bit,min_pJ_per_bit,max_pJ_per_bit,median_pJ_per_bit_ci_low,median_pJ_per_bit_ci_high,median_pJ_per_bit_ci_relative_width
shared_l1_scalar_path,9,9,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,one_sec_average,1.0077482698899365,1.2919079388525616,1.4301798704298758,2.0295012014813394,0.3652438500413262,1.1866819663193304,1.5435980444049204,0.35691607808559,0.13878962240302495,0.28271662326475533,0.27627052002063973,1.1531183164495367,1.5435980444049204,0.3022504283874883,medium-high,0.1614884923565702,0.12596853373624206,0.2536876501851674,0.14413978955619208,0.19440750479406407,0.3112773827058819
