component,status,median,unit,rows,valid_detail_rows,invalid_detail_rows,ncu_denominator_rows,ncu_accepted_rows,confidence_class,energy_source,energy_integration_method,measurement_scope,power_semantics,reasons,cautions
shared_l1_scalar_path,accepted,0.148735236874,pJ/bit,10,10,0,10,3,medium-high,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,one_sec_average,,
