component,coefficient_semantics,external_memory_technology,external_memory_topology,denominator_metric,rows,ncu_denominator_rows,expected_denominator_rows,unit,energy_source,energy_integration_method,measurement_scope,power_semantics,min,median,mean,max,stdev,q1,q3,iqr,mad,cv,relative_iqr,median_ci_low,median_ci_high,median_ci_relative_width,confidence_class,median_pJ_per_bit,min_pJ_per_bit,max_pJ_per_bit,median_pJ_per_bit_ci_low,median_pJ_per_bit_ci_high,median_pJ_per_bit_ci_relative_width
external_memory_read_path,effective_gpu_device_external_read_path_not_pure_memory_device_energy,GDDR6X,off_package_board,NCU dram__bytes_read.sum,45,45,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,one_sec_average,193.83009412358004,199.58850713549023,199.84709595047516,208.306810220736,3.171795666504359,197.45248271496985,201.4745300840365,4.022047369066655,2.1360244205203855,0.015891674886626576,0.020151698245512186,198.01827461136833,200.86221542350123,0.014249020912823885,medium-high,24.94856339193628,24.228761765447505,26.038351277592,24.863735056100005,25.100794311039156,0.009501920059083317
global_l1_hit_path,effective_microbenchmark_coefficient,GDDR6X,off_package_board,expected_l1_bytes,15,15,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,one_sec_average,5.3389696533987445,6.819786043758572,6.694661518463339,7.575907849473152,0.6184045464152147,6.556619380348081,7.113718635654066,0.5570992553059853,0.3003350010739192,0.09067799817285689,0.08168867054353403,6.500273766109885,7.120121044832491,0.0908895491362059,medium-high,0.8524732554698214,0.6673712066748431,0.946988481184144,0.8125342207637356,0.8884145283094551,0.08901195088390167
l2_hit_cg_path,effective_microbenchmark_coefficient,GDDR6X,off_package_board,expected_l2_bytes,30,30,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,one_sec_average,69.3473702585742,72.62721865361311,72.9404327076407,77.37408554832673,2.119410833951974,71.35982546150338,74.8499051193237,3.490079657820317,1.7937097175910068,0.029182045977283695,0.048054706245406933,71.48154058152525,74.62977254733121,0.04334782501889657,medium-high,9.07840233170164,8.668421282321775,9.671760693540842,8.935192572690656,9.2986322017542,0.0400334349353981
shared_l1_scalar_path,effective_microbenchmark_coefficient,GDDR6X,off_package_board,expected_shared_bytes,15,15,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,one_sec_average,3.875558494359698,5.710492730744134,6.20403315508175,8.216450787926801,1.39380469205701,5.396151006386704,7.6194044399690295,2.2232534335823253,0.8263815760677549,0.24407783317069093,0.38932777579993755,5.351850080789615,7.852652268049508,0.43793106920460323,medium-high,0.7138115913430167,0.48444481179496224,1.0270563484908501,0.6800564914979742,0.923269576486069,0.340724482395272
tensor_mma_increment,effective_microbenchmark_coefficient,GDDR6X,off_package_board,FLOP,75,0,0,pJ/FLOP,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,one_sec_average,1.9069219420266288,2.140278156521844,2.1263048712799653,2.3139828061762757,0.09941169176092751,2.049691441660193,2.19471313544041,0.14502169378021712,0.06625200868739878,0.04644802427105129,0.06775833941878434,2.1140512095942343,2.1704442834283633,0.026348478893871007,medium-high,,,,,,
