component,rows,ncu_denominator_rows,expected_denominator_rows,unit,energy_source,energy_integration_method,measurement_scope,power_semantics,min,median,mean,max,stdev,q1,q3,iqr,mad,cv,relative_iqr,median_ci_low,median_ci_high,median_ci_relative_width,confidence_class,median_pJ_per_bit,min_pJ_per_bit,max_pJ_per_bit,median_pJ_per_bit_ci_low,median_pJ_per_bit_ci_high,median_pJ_per_bit_ci_relative_width
global_l1_hit_path,14,0,14,pJ/byte,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,one_sec_average,1.6243998249274876,3.442438502706768,3.6847231799546303,6.337207537458236,1.4095204248962467,2.473181639239196,4.3705016030734285,1.8973199638342324,0.9625140712734654,0.4094540610639666,0.5511558049163061,2.4593497214380706,4.35731915520743,0.5513444705771791,medium,0.430304812838346,0.20304997811593595,0.7921509421822795,0.3104322963234471,0.5480472329981252,0.5522014385740641
shared_l1_scalar_path,15,0,15,pJ/byte,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,one_sec_average,3.39890936570607,5.098262420482023,5.250223497719922,7.148652670466045,1.088792705647258,4.62024495374278,5.897027174060135,1.2767822203173544,0.730686802799104,0.21356152662387207,0.2504347785606217,4.657927954333913,5.965105124839142,0.25639660392013325,medium-high,0.6372828025602528,0.42486367071325876,0.8935815838082556,0.5725723296663828,0.7456381406048928,0.27156830569289864
