component,rows,ncu_denominator_rows,expected_denominator_rows,unit,energy_source,energy_integration_method,measurement_scope,power_semantics,min,median,mean,max,stdev,q1,q3,iqr,mad,cv,relative_iqr,median_ci_low,median_ci_high,median_ci_relative_width,confidence_class,median_pJ_per_bit,min_pJ_per_bit,max_pJ_per_bit,median_pJ_per_bit_ci_low,median_pJ_per_bit_ci_high,median_pJ_per_bit_ci_relative_width
tensor_mma_increment,6,0,0,pJ/FLOP,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,one_sec_average,0.07775143565292086,0.12921553816052547,0.1169128105117493,0.14213431729240303,0.026174676746233427,0.0996148233362449,0.1323629710971086,0.0327481477608637,0.008157867063253,0.20256601581240502,0.25343815633210004,0.08414948815094397,0.13737340522377847,0.41190028560430564,medium,,,,,,
