component,rows,ncu_denominator_rows,expected_denominator_rows,unit,energy_source,energy_integration_method,power_semantics,min,median,mean,max,stdev,q1,q3,iqr,mad,cv,relative_iqr,median_ci_low,median_ci_high,median_ci_relative_width,confidence_class,median_pJ_per_bit,min_pJ_per_bit,max_pJ_per_bit,median_pJ_per_bit_ci_low,median_pJ_per_bit_ci_high,median_pJ_per_bit_ci_relative_width
shared_l1_scalar_path,12,12,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,one_sec_average,0.7148306437534304,1.414702478863109,1.3093400022061152,1.5391080371167225,0.23555476974837566,1.2461882365595631,1.444119565473503,0.19793132891393994,0.1043833865502749,0.1665048116248962,0.1399102156610361,1.1996025036930136,1.4492766574425766,0.1764852733913406,medium-high,0.17683780985788863,0.0893538304691788,0.1923885046395903,0.1499503129616267,0.18115958218032208,0.1764852733913406
