profile_name,gpu_id,n_gpu_active,W_SM_KiB,blocks_per_SM,active_SM,reuse_factor,load_repeat,store_repeat,component,pair,numerator_mode,control_mode,numerator_elapsed_s,control_elapsed_s,elapsed_ratio,numerator_net_E_J,control_net_E_J,control_power_W,control_energy_scaled_J,delta_E_J,denominator_column,denominator,coefficient,coefficient_unit,coefficient_pJ_per_bit,valid_component_estimate,diagnostic,source_file
rtx3090,0,1,16,16,82,1,4,1,l2_hit_cg_path,l2_cg_load_only_minus_clocked_empty,l2_cg_load_only,clocked_empty,3.369169259,3.312322596,1.0171621758909137,691.533818164,633.279766014,191.18903659285968,644.148224746489,47.38559341751102,expected_l2_bytes,7426731802624.0,6.380409940314368,pJ/byte,0.797551242539296,True,,results/raw/rtx3090_component_accept_energy_duration_20260705.csv
rtx3090,0,1,16,16,82,1,16,1,l2_hit_cg_path,l2_cg_load_only_minus_clocked_empty,l2_cg_load_only,clocked_empty,3.386687686,3.309748625,1.0232461947166758,685.491695735,671.635600417,202.92646859759628,687.2485723629451,-1.7568766279450756,expected_l2_bytes,7177213837312.0,-0.24478532586163806,pJ/byte,-0.030598165732704758,False,negative_coefficient,results/raw/rtx3090_component_accept_energy_duration_20260705.csv
rtx3090,0,1,64,16,82,1,1,1,l2_hit_cg_path,l2_cg_load_only_minus_clocked_empty,l2_cg_load_only,clocked_empty,3.338364941,3.29036402,1.014588331475859,733.444679567,564.584606519,171.58727821215354,572.8209539050665,160.62372566193346,expected_l2_bytes,7908284923904.0,20.31081672037684,pJ/byte,2.538852090047105,True,,results/raw/rtx3090_component_accept_energy_duration_20260705.csv
rtx3090,0,1,64,16,82,1,4,1,l2_hit_cg_path,l2_cg_load_only_minus_clocked_empty,l2_cg_load_only,clocked_empty,3.308331336,3.29241795,1.0048333432272778,750.252679702,636.777898659,193.4073706101013,639.8556648027636,110.39701489923641,expected_l2_bytes,8032908214272.0,13.743094276005166,pJ/byte,1.7178867845006458,True,,results/raw/rtx3090_component_accept_energy_duration_20260705.csv
rtx3090,0,1,64,16,82,1,16,1,l2_hit_cg_path,l2_cg_load_only_minus_clocked_empty,l2_cg_load_only,clocked_empty,3.409094057,3.436809133,1.0081297481197657,734.050013736,691.51007311,201.2070052043824,685.9336056690281,48.11640806697187,expected_l2_bytes,7948526419968.0,6.053500425700992,pJ/byte,0.756687553212624,True,,results/raw/rtx3090_component_accept_energy_duration_20260705.csv
rtx3090,0,1,2048,4,82,1,1,1,register_operand_control,reg_operand_only_minus_clocked_empty,reg_operand_only,clocked_empty,3.356252053,3.088680369,1.0866297745423978,231.827760828,260.267236778,84.26486579518257,282.814128820851,-50.986367992851,expected_reg_operand_ops,13852413832.0,-3680.6847247855885,pJ/reg-op,-0.4493023345685533,False,negative_coefficient,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,2,1,1,register_operand_control,reg_operand_only_minus_clocked_empty,reg_operand_only,clocked_empty,3.213692089,3.254009837,1.0125456163451383,218.640496225,267.332113341,82.154672767512,264.01982194733705,-45.37932572233706,expected_reg_operand_ops,15724434144.0,-2885.9115251312573,pJ/reg-op,-0.3522841217201242,False,negative_coefficient,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,4,1,1,register_operand_control,reg_operand_only_minus_clocked_empty,reg_operand_only,clocked_empty,3.393807887,3.330209243,1.0190974918869384,285.527378946,246.483244604,74.01434162796238,251.19045636809113,34.336922577908865,expected_reg_operand_ops,31462574752.0,1091.3576796738846,pJ/reg-op,0.133222373007066,True,,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,8,1,1,register_operand_control,reg_operand_only_minus_clocked_empty,reg_operand_only,clocked_empty,3.165852856,3.45120211,1.0901334543894545,259.782105214,253.00235335,73.30847202976472,232.08383554442673,27.69826966957328,expected_reg_operand_ops,29915990464.0,925.8683814231235,pJ/reg-op,0.11302104265418988,True,,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,16,1,1,register_operand_control,reg_operand_only_minus_clocked_empty,reg_operand_only,clocked_empty,3.30254864,3.162025151,1.0444409776296557,261.942112269,265.419426163,83.93969481206067,277.214924943586,-15.27281267458602,expected_reg_operand_ops,30763718272.0,-496.4553549590516,pJ/reg-op,-0.06060246032214985,False,negative_coefficient,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,32,1,1,register_operand_control,reg_operand_only_minus_clocked_empty,reg_operand_only,clocked_empty,3.266641563,3.283381267,1.0051244385639382,258.421142731,244.566513438,74.48617554593606,243.31963690726894,15.101505823731031,expected_reg_operand_ops,30559502848.0,494.1672611247786,pJ/reg-op,0.06032315199277082,True,,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,64,1,1,register_operand_control,reg_operand_only_minus_clocked_empty,reg_operand_only,clocked_empty,3.418765511,3.245422484,1.0534115443689025,277.167308523,244.956921734,75.47766829793122,258.0404492276653,19.12685929533467,expected_reg_operand_ops,31423848448.0,608.6733560653998,pJ/reg-op,0.07430094678532713,True,,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,16,16,82,1,1,1,shared_l1_scalar_path,shared_scalar_load_only_minus_clocked_empty,shared_scalar_load_only,clocked_empty,3.417184228,2.819296881,1.2120696656777523,694.30823125,538.922076016,191.15478034539066,653.2111005030733,41.09713074692661,expected_shared_bytes,18400818724864.0,2.233440335532155,pJ/byte,0.27918004194151935,True,,results/raw/rtx3090_component_accept_energy_duration_20260705.csv
rtx3090,0,1,16,16,82,1,4,1,shared_l1_scalar_path,shared_scalar_load_only_minus_clocked_empty,shared_scalar_load_only,clocked_empty,3.282468051,3.312322596,1.0090951517383102,679.793201174,633.279766014,191.18903659285968,627.5719043175318,52.22129685646826,expected_shared_bytes,19965118382080.0,2.615626707394848,pJ/byte,0.326953338424356,True,,results/raw/rtx3090_component_accept_energy_duration_20260705.csv
rtx3090,0,1,16,16,82,1,16,1,shared_l1_scalar_path,shared_scalar_load_only_minus_clocked_empty,shared_scalar_load_only,clocked_empty,3.367014996,3.309748625,1.0173023324392196,685.842549407,671.635600417,202.92646859759628,683.2564628534298,2.586086553570226,expected_shared_bytes,21546667081728.0,0.12002257907271786,pJ/byte,0.015002822384089733,True,,results/raw/rtx3090_component_accept_energy_duration_20260705.csv
rtx3090,0,1,64,16,82,1,1,1,shared_l1_scalar_path,shared_scalar_load_only_minus_clocked_empty,shared_scalar_load_only,clocked_empty,3.304815328,3.29036402,1.0043920088817406,676.516474466,564.584606519,171.58727821215354,567.0642671253255,109.45220734067448,expected_shared_bytes,17472018448384.0,6.264428329446837,pJ/byte,0.7830535411808546,True,,results/raw/rtx3090_component_accept_energy_duration_20260705.csv
rtx3090,0,1,64,16,82,1,4,1,shared_l1_scalar_path,shared_scalar_load_only_minus_clocked_empty,shared_scalar_load_only,clocked_empty,3.274302379,3.29241795,1.0055326505933557,657.766693973,636.777898659,193.4073706101013,633.2742137047894,24.492480268210556,expected_shared_bytes,19899690516480.0,1.230797044201618,pJ/byte,0.15384963052520226,True,,results/raw/rtx3090_component_accept_energy_duration_20260705.csv
rtx3090,0,1,64,16,82,1,16,1,shared_l1_scalar_path,shared_scalar_load_only_minus_clocked_empty,shared_scalar_load_only,clocked_empty,3.510382811,3.436809133,1.0214075542611751,736.236047945,691.51007311,201.2070052043824,706.3136125222514,29.92243542274855,expected_shared_bytes,22400803012608.0,1.3357751240393971,pJ/byte,0.16697189050492464,True,,results/raw/rtx3090_component_accept_energy_duration_20260705.csv
rtx3090,0,1,2048,4,82,1,1,1,tensor_mma_increment,reg_mma_minus_reg_operand_only,reg_mma,reg_operand_only,3.360892541,3.356252053,1.0013826398991257,311.828752588,231.827760828,69.0734060395672,232.14829513984577,79.68045744815421,FLOP,137066466639872.0,0.5813271429656562,pJ/FLOP,,True,,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,2,1,1,tensor_mma_increment,reg_mma_minus_reg_operand_only,reg_mma,reg_operand_only,3.259559559,3.213692089,1.0142725154525531,264.631522181,218.640496225,68.03405247608337,221.7610460859252,42.87047609507479,FLOP,127587916972032.0,0.3360073360588859,pJ/FLOP,,True,,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,4,1,1,tensor_mma_increment,reg_mma_minus_reg_operand_only,reg_mma,reg_operand_only,3.488078571,3.393807887,1.0277772599801847,292.608829008,285.527378946,84.13186263126862,293.45854718244374,-0.8497181744437512,FLOP,173649553522688.0,-0.004893293171253286,pJ/FLOP,,False,negative_coefficient,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,8,1,1,tensor_mma_increment,reg_mma_minus_reg_operand_only,reg_mma,reg_operand_only,3.127965819,3.165852856,1.0121123564617827,246.753465049,259.782105214,82.05754247916316,256.6731880659629,-9.919723016962905,FLOP,192279981064192.0,-0.051589993727174537,pJ/FLOP,,False,negative_coefficient,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,16,1,1,tensor_mma_increment,reg_mma_minus_reg_operand_only,reg_mma,reg_operand_only,3.181210003,3.30254864,1.038142290790477,257.2148842,261.942112269,79.31514137184669,252.31812112147784,4.896763078522127,FLOP,219898117619712.0,0.02226832649377429,pJ/FLOP,,True,,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,32,1,1,tensor_mma_increment,reg_mma_minus_reg_operand_only,reg_mma,reg_operand_only,3.325027912,3.266641563,1.01787350949713,275.762766845,258.421142731,79.10912101836867,263.0400354798617,12.722731365138316,FLOP,244474661830656.0,0.05204110425951285,pJ/FLOP,,True,,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,64,1,1,tensor_mma_increment,reg_mma_minus_reg_operand_only,reg_mma,reg_operand_only,3.391491799,3.418765511,1.0080418039070718,270.771927435,277.167308523,81.0723366756814,274.9561649613404,-4.184237526340382,FLOP,250340695867392.0,-0.016714172307633175,pJ/FLOP,,False,negative_coefficient,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,1,1,1,tensor_register_path,reg_mma_minus_clocked_empty,reg_mma,clocked_empty,3.360892541,3.088680369,1.088132192224258,311.828752588,260.267236778,84.26486579518257,283.20515891939516,28.623593668604826,FLOP,137066466639872.0,0.20883002509877466,pJ/FLOP,,True,,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,2,1,1,tensor_register_path,reg_mma_minus_clocked_empty,reg_mma,clocked_empty,3.259559559,3.254009837,1.001705502527035,264.631522181,267.332113341,82.154672767512,267.78804893586073,-3.1565267548607494,FLOP,127587916972032.0,-0.024740013237716532,pJ/FLOP,,False,negative_coefficient,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,4,1,1,tensor_register_path,reg_mma_minus_clocked_empty,reg_mma,clocked_empty,3.488078571,3.330209243,1.047405227864236,292.608829008,246.483244604,74.01434162796238,258.16783897916883,34.44099002883115,FLOP,173649553522688.0,0.19833618532357067,pJ/FLOP,,True,,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,8,1,1,tensor_register_path,reg_mma_minus_clocked_empty,reg_mma,clocked_empty,3.127965819,3.45120211,1.103337539379934,246.753465049,253.00235335,73.30847202976472,229.30639475222156,17.447070296778435,FLOP,192279981064192.0,0.09073784072692306,pJ/FLOP,,True,,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,16,1,1,tensor_register_path,reg_mma_minus_clocked_empty,reg_mma,clocked_empty,3.181210003,3.162025151,1.0060672673631115,257.2148842,265.419426163,83.93969481206067,267.0297967848946,-9.814912584894614,FLOP,219898117619712.0,-0.044633909062688534,pJ/FLOP,,False,negative_coefficient,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,32,1,1,tensor_register_path,reg_mma_minus_clocked_empty,reg_mma,clocked_empty,3.325027912,3.283381267,1.0126840721845416,275.762766845,244.566513438,74.48617554593606,247.66861274836924,28.094154096630746,FLOP,244474661830656.0,0.11491642481989055,pJ/FLOP,,True,,results/raw/rtx3090_tensor_register_duration_20260705.csv
rtx3090,0,1,2048,4,82,64,1,1,tensor_register_path,reg_mma_minus_clocked_empty,reg_mma,clocked_empty,3.391491799,3.245422484,1.0450077965873856,270.771927435,244.956921734,75.47766829793122,255.98189304007602,14.790034394923993,FLOP,250340695867392.0,0.05907962484357087,pJ/FLOP,,True,,results/raw/rtx3090_tensor_register_duration_20260705.csv
