input_file,row_index,profile_name,chip,expected_profile,expected_power_semantics,actual_power_semantics,energy_source,energy_integration_method,raw_measurement_scope,measurement_scope,nvml_total_energy_supported,nvml_field_power_instant_supported,nvml_field_power_average_supported,power_before_mw,power_after_mw,power_sample_count,power_sample_period_ms,status,reasons,notes
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,2,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,16852,271928,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,3,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,16681,202196,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,4,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,18522,302790,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,5,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,18047,217769,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,6,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,17783,303800,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,7,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,17886,234932,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,8,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,18488,305363,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,9,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,18339,240622,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,10,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,18887,306473,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,11,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,17418,236243,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,12,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,18811,308447,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,13,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,18763,223117,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,14,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,19060,317903,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,15,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,18188,240267,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,16,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,19189,304163,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,17,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,18709,237079,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,18,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,18903,307437,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,19,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,18153,236897,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,20,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,18115,278920,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,21,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,19441,211402,0,0,final_candidate,,
results/raw/rtx3090_tensor_fixedrf_v2_20260713.csv,22,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,19223,308606,0,0,final_candidate,,
