matched_block,chronological_orientation_order,forward_pair_id,reverse_pair_id,exp_impl,exp_ptx_instruction,exp_results_per_ptx_instruction,logical_scalar_exponent_results_per_treatment_role,ptx_ex2_instructions_per_treatment_role,primary_denominator,forward_pJ_per_operand,reverse_pJ_per_operand,order_balanced_effect_pJ_per_operand,middle_position_bias_pJ_per_operand,forward_pJ_per_logical_scalar_exponent_result,reverse_pJ_per_logical_scalar_exponent_result,order_balanced_effect_pJ_per_logical_scalar_exponent_result,middle_position_bias_pJ_per_logical_scalar_exponent_result,forward_pJ_per_ptx_ex2_instruction,reverse_pJ_per_ptx_ex2_instruction,order_balanced_effect_pJ_per_ptx_ex2_instruction,middle_position_bias_pJ_per_ptx_ex2_instruction,max_temperature_span_C,smid_set_match,quality_status
0,F-R,softmax_oratc_matrix60_p20_repro_v1_20260724_mb15_o044_ptx_f16_g48_s1024_cache_reuse_candidate_probe_ptx_f16_g48_s00_p00,softmax_oratc_matrix60_p20_repro_v1_20260724_mb15_o044_ptx_f16_g48_s1024_cache_reuse_candidate_probe_ptx_f16_g48_s00_p01,ptx_ex2_approx_f16,ex2.approx.f16,1,679120404480,679120404480,logical_scalar_exponent_result,27.215110243401686,-30.657827008677305,-1.7213583826378098,28.936468626039495,27.215110243401686,-30.657827008677305,-1.7213583826378098,28.936468626039495,27.215110243401686,-30.657827008677305,-1.7213583826378098,28.936468626039495,2.0,True,pass
1,R-F,softmax_oratc_matrix60_p20_repro_v1_20260724_mb15_o044_ptx_f16_g48_s1024_cache_reuse_candidate_probe_ptx_f16_g48_s00_p03,softmax_oratc_matrix60_p20_repro_v1_20260724_mb15_o044_ptx_f16_g48_s1024_cache_reuse_candidate_probe_ptx_f16_g48_s00_p02,ptx_ex2_approx_f16,ex2.approx.f16,1,679120404480,679120404480,logical_scalar_exponent_result,10.641069373064756,-18.416235398085735,-3.8875830125104898,14.528652385575246,10.641069373064756,-18.416235398085735,-3.8875830125104898,14.528652385575246,10.641069373064756,-18.416235398085735,-3.8875830125104898,14.528652385575246,1.0,True,pass
2,F-R,softmax_oratc_matrix60_p20_repro_v1_20260724_mb15_o044_ptx_f16_g48_s1024_cache_reuse_candidate_probe_ptx_f16_g48_s00_p04,softmax_oratc_matrix60_p20_repro_v1_20260724_mb15_o044_ptx_f16_g48_s1024_cache_reuse_candidate_probe_ptx_f16_g48_s00_p05,ptx_ex2_approx_f16,ex2.approx.f16,1,679120404480,679120404480,logical_scalar_exponent_result,7.872648536035033,13.135248660365164,10.503948598200099,-2.6313000621650655,7.872648536035033,13.135248660365164,10.503948598200099,-2.6313000621650655,7.872648536035033,13.135248660365164,10.503948598200099,-2.6313000621650655,2.0,True,pass
