input_file,row_index,profile_name,chip,expected_profile,expected_power_semantics,actual_power_semantics,energy_source,energy_integration_method,raw_measurement_scope,measurement_scope,nvml_total_energy_supported,nvml_field_power_instant_supported,nvml_field_power_average_supported,power_before_mw,power_after_mw,power_sample_count,power_sample_period_ms,measurement_start_epoch_ms,measurement_end_epoch_ms,status,reasons,notes
results/raw/rtx3090_pairv2b_20260714_shared.csv,14,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,112969,323981,0,0,1784001451098,1784001455829,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,15,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,113541,333920,0,0,1784001458865,1784001463839,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,16,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,114587,309089,0,0,1784001469147,1784001474036,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,17,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,113769,338897,0,0,1784001479310,1784001484369,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,18,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,114577,337836,0,0,1784001487429,1784001493065,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,19,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,115270,309667,0,0,1784001498391,1784001503904,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,20,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,114126,342028,0,0,1784001509197,1784001514256,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,21,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,116286,322605,0,0,1784001517280,1784001522172,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,22,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,114885,316016,0,0,1784001527444,1784001532896,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,23,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,115280,340489,0,0,1784001538200,1784001543855,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,24,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,115751,338543,0,0,1784001546871,1784001551860,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,25,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,115248,317950,0,0,1784001557174,1784001561998,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,26,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,116137,340863,0,0,1784001567272,1784001572939,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,27,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,115692,323813,0,0,1784001575941,1784001581315,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,28,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,116687,309725,0,0,1784001586609,1784001591537,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,29,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,117441,338102,0,0,1784001596830,1784001601832,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,30,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,115732,323592,0,0,1784001607118,1784001611934,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_shared.csv,31,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,116259,345119,0,0,1784001614947,1784001619983,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,2,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,111218,345226,0,0,1784001644758,1784001649187,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,3,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,112988,340887,0,0,1784001654454,1784001659384,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,4,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,113172,341358,0,0,1784001664695,1784001669695,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,5,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,115247,354367,0,0,1784001672727,1784001677202,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,6,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,116207,353714,0,0,1784001682552,1784001687047,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,7,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,115340,344793,0,0,1784001692350,1784001697325,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,8,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,115527,352553,0,0,1784001700388,1784001704876,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,9,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,116941,347858,0,0,1784001710169,1784001715174,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,10,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,118385,349117,0,0,1784001720472,1784001725479,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,11,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,116103,343624,0,0,1784001728515,1784001733065,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,12,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,117367,345005,0,0,1784001738364,1784001743321,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,13,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,118186,351932,0,0,1784001748610,1784001753129,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,14,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,116678,336930,0,0,1784001758426,1784001763043,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,15,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,116816,350062,0,0,1784001766107,1784001771094,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,16,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,118694,343438,0,0,1784001776394,1784001780909,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,17,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,118044,345625,0,0,1784001786208,1784001791170,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,18,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,116358,348808,0,0,1784001794219,1784001799216,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,19,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,118124,351561,0,0,1784001804507,1784001809091,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,20,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,118544,345338,0,0,1784001814426,1784001819388,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,21,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,117234,352574,0,0,1784001822440,1784001826920,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,22,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,117410,339495,0,0,1784001832241,1784001836849,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,23,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,118183,347560,0,0,1784001842150,1784001847157,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,24,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,117861,346854,0,0,1784001850236,1784001855220,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,25,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,117428,343975,0,0,1784001860547,1784001865107,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,26,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,118954,348869,0,0,1784001870428,1784001875432,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,27,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,119218,352765,0,0,1784001878441,1784001882972,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,28,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,118050,347865,0,0,1784001888272,1784001892863,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,29,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,117929,350242,0,0,1784001898184,1784001903184,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,30,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,119381,354888,0,0,1784001908476,1784001912963,final_candidate,,
results/raw/rtx3090_pairv2b_20260714_l1.csv,31,rtx3090,ga102,rtx3090,one_sec_average,one_sec_average,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,false,false,118535,346607,0,0,1784001916059,1784001921015,final_candidate,,
