component,rows,ncu_denominator_rows,expected_denominator_rows,unit,energy_source,energy_integration_method,measurement_scope,power_semantics,min,median,mean,max,stdev,q1,q3,iqr,mad,cv,relative_iqr,median_ci_low,median_ci_high,median_ci_relative_width,confidence_class,median_pJ_per_bit,min_pJ_per_bit,max_pJ_per_bit,median_pJ_per_bit_ci_low,median_pJ_per_bit_ci_high,median_pJ_per_bit_ci_relative_width
global_l1_hit_path,14,14,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,one_sec_average,1.6243974067482305,3.4424397838643905,3.6847232765290214,6.337209895949677,1.4095220893170977,2.4731791273564703,4.370503229624328,1.8973241022678575,0.9625167176989895,0.4094543921796087,0.5511568019754792,2.459346060302191,4.357320776852275,0.5513457999894099,medium,0.4303049729830488,0.20304967584352882,0.7921512369937096,0.3104324118557078,0.5480474369625212,0.5522014385740643
shared_l1_scalar_path,15,15,0,pJ/byte,nvml_total_energy,total_energy_mj_delta,gpu_device_total_energy_counter,one_sec_average,3.3989106306636394,5.098264317880554,5.250221674295306,7.148642028551821,1.088789413082193,4.6202423375979045,5.8970293687315305,1.276787031133626,0.7306870747356884,0.21356080132283597,0.250435628975865,4.657921233353751,5.965107344846818,0.2563982622298581,medium-high,0.6372830397350693,0.4248638288329549,0.8935802535689776,0.5725725427581793,0.7456384181058523,0.27156830569289875
