component,status,median,unit,rows,valid_detail_rows,invalid_detail_rows,ncu_denominator_rows,ncu_accepted_rows,confidence_class,energy_source,energy_integration_method,power_semantics,reasons,cautions
shared_l1_scalar_path,accepted_with_caution,0.0635455711209,pJ/bit,11,11,1,11,3,medium,nvml_total_energy,total_energy_mj_delta,one_sec_average,,invalid_detail_rows:1
