run_id,gpu_id,n_gpu_active,mode,W_SM_KiB,blocks_per_SM,threads_per_block,active_SM,ITER,sweeps,elapsed_s,E_before_mJ,E_after_mJ,delta_E_J,idle_baseline_J,net_E_J,N_MMA,FLOP,input_bits,w_block_bytes,tiles_per_block,reuse_factor,load_repeat,store_repeat,reg_payload_bytes_per_block,reg_payload_regs_per_thread,reg_payload_bytes_per_sm,expected_reg_pressure_ops,expected_reg_operand_ops,expected_shared_bytes,expected_l2_bytes,expected_dram_bytes,expected_store_bytes,pJ_per_FLOP,pJ_per_input_bit,ncu_tensor_inst,ncu_shared_bytes,ncu_l2_bytes,ncu_dram_bytes,ncu_spill_bytes,smid_histogram_ok,clock_sm_mhz,clock_mem_mhz,temp_C,profile_name,architecture_family,chip,compute_capability,sm_count,l2_mib,shared_kib_per_sm,tensor_modes,energy_source,energy_integration_method,nvml_total_energy_supported,nvml_power_usage_semantics,nvml_field_power_instant_supported,nvml_field_power_average_supported,power_before_mw,power_after_mw,power_sample_count,power_sample_period_ms,driver_version,nvml_version,notes
shared_load_only_1783044560113_r0,0,1,shared_load_only,64,1,32,82,500000,7813,0.131367651,28732375335,28732385816,10.481,13.3179114193,-2.83691141934,0,0,0,65536,64,1,1,1,0,0,0,0,0,41984000000,0,0,83968,0,0,0,0,0,0,0,true,1875,9501,46,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,103122,106918,0,0,591.86,13.590.57,"regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;reg_payload_bytes_per_block=0;reg_payload_regs_per_thread=0;reg_payload_bytes_per_sm=0;expected_reg_pressure_ops=0;expected_reg_operand_ops=0;expected_shared_bytes=41984000000;expected_l2_bytes=0;expected_dram_bytes=0;expected_store_bytes=83968;gpu_active=1;shared_init_included=1;energy_source=nvml_total_energy;power_mw=103122;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=106918;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
l2_load_only_1783044561559_r0,0,1,l2_load_only,64,1,32,82,500000,7813,0.135296876,28732541010,28732553918,12.908,16.0309699722,-3.12296997219,0,0,0,65536,64,1,1,1,0,0,0,0,0,0,41984000000,0,83968,0,0,0,0,0,0,0,true,1950,9501,48,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,119678,121716,0,0,591.86,13.590.57,"regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;reg_payload_bytes_per_block=0;reg_payload_regs_per_thread=0;reg_payload_bytes_per_sm=0;expected_reg_pressure_ops=0;expected_reg_operand_ops=0;expected_shared_bytes=0;expected_l2_bytes=41984000000;expected_dram_bytes=0;expected_store_bytes=83968;gpu_active=1;energy_source=nvml_total_energy;power_mw=119678;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=121716;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
shared_load_only_1783044563153_r0,0,1,shared_load_only,64,1,32,82,500000,15625,0.218137245,28732725375,28732755657,30.282,28.4582749948,1.82372500521,0,0,0,65536,64,1,2,1,0,0,0,0,0,83968000000,0,0,83968,0,0,0,0,0,0,0,true,1965,9501,49,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,131802,136341,0,0,591.86,13.590.57,"regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=2;store_repeat=1;reg_payload_bytes_per_block=0;reg_payload_regs_per_thread=0;reg_payload_bytes_per_sm=0;expected_reg_pressure_ops=0;expected_reg_operand_ops=0;expected_shared_bytes=83968000000;expected_l2_bytes=0;expected_dram_bytes=0;expected_store_bytes=83968;gpu_active=1;shared_init_included=1;energy_source=nvml_total_energy;power_mw=131802;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=136341;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
l2_load_only_1783044564699_r0,0,1,l2_load_only,64,1,32,82,500000,15625,0.235904708,28732926360,28732955880,29.52,30.3424357051,-0.822435705143,0,0,0,65536,64,1,2,1,0,0,0,0,0,0,83968000000,0,83968,0,0,0,0,0,0,0,true,1965,9501,50,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,130375,134659,0,0,591.86,13.590.57,"regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=2;store_repeat=1;reg_payload_bytes_per_block=0;reg_payload_regs_per_thread=0;reg_payload_bytes_per_sm=0;expected_reg_pressure_ops=0;expected_reg_operand_ops=0;expected_shared_bytes=0;expected_l2_bytes=83968000000;expected_dram_bytes=0;expected_store_bytes=83968;gpu_active=1;energy_source=nvml_total_energy;power_mw=130375;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=134659;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
shared_load_only_1783044566435_r0,0,1,shared_load_only,64,1,32,82,500000,31250,0.440736825,28733128131,28733192279,64.148,56.8372347368,7.31076526317,0,0,0,65536,64,1,4,1,0,0,0,0,0,167936000000,0,0,83968,0,0,0,0,0,0,0,true,1965,9501,50,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,131036,143227,0,0,591.86,13.590.57,"regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=4;store_repeat=1;reg_payload_bytes_per_block=0;reg_payload_regs_per_thread=0;reg_payload_bytes_per_sm=0;expected_reg_pressure_ops=0;expected_reg_operand_ops=0;expected_shared_bytes=167936000000;expected_l2_bytes=0;expected_dram_bytes=0;expected_store_bytes=83968;gpu_active=1;shared_init_included=1;energy_source=nvml_total_energy;power_mw=131036;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=143227;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
l2_load_only_1783044568133_r0,0,1,l2_load_only,64,1,32,82,500000,31250,0.405000917,28733365052,28733431492,66.44,52.6194182945,13.8205817055,0,0,0,65536,64,1,4,1,0,0,0,0,0,0,167936000000,0,83968,0,0,0,0,0,0,0,true,1965,9501,50,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,131480,145243,0,0,591.86,13.590.57,"regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=4;store_repeat=1;reg_payload_bytes_per_block=0;reg_payload_regs_per_thread=0;reg_payload_bytes_per_sm=0;expected_reg_pressure_ops=0;expected_reg_operand_ops=0;expected_shared_bytes=0;expected_l2_bytes=167936000000;expected_dram_bytes=0;expected_store_bytes=83968;gpu_active=1;energy_source=nvml_total_energy;power_mw=131480;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=145243;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
shared_load_only_1783044569547_r0,0,1,shared_load_only,64,2,32,82,500000,15625,0.121721601,28733588117,28733600908,12.791,15.7866219634,-2.99562196342,0,0,0,32768,32,1,1,1,0,0,0,0,0,83968000000,0,0,167936,0,0,0,0,0,0,0,true,1965,9501,51,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,131622,133108,0,0,591.86,13.590.57,"regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;reg_payload_bytes_per_block=0;reg_payload_regs_per_thread=0;reg_payload_bytes_per_sm=0;expected_reg_pressure_ops=0;expected_reg_operand_ops=0;expected_shared_bytes=83968000000;expected_l2_bytes=0;expected_dram_bytes=0;expected_store_bytes=167936;gpu_active=1;shared_init_included=1;energy_source=nvml_total_energy;power_mw=131622;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=133108;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=164;smid_max_blocks_on_sm=2;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
l2_load_only_1783044569997_r0,0,1,l2_load_only,64,2,32,82,500000,15625,0.13047932,28733786320,28733802393,16.073,18.1169841088,-2.04398410878,0,0,0,32768,32,1,1,1,0,0,0,0,0,0,83968000000,0,167936,0,0,0,0,0,0,0,true,1965,9501,51,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,132214,135942,0,0,591.86,13.590.57,"regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;reg_payload_bytes_per_block=0;reg_payload_regs_per_thread=0;reg_payload_bytes_per_sm=0;expected_reg_pressure_ops=0;expected_reg_operand_ops=0;expected_shared_bytes=0;expected_l2_bytes=83968000000;expected_dram_bytes=0;expected_store_bytes=167936;gpu_active=1;energy_source=nvml_total_energy;power_mw=132214;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=135942;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=164;smid_max_blocks_on_sm=2;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
shared_load_only_1783044571510_r0,0,1,shared_load_only,64,2,32,82,500000,31250,0.217474353,28733958952,28734007223,48.271,25.4472794163,22.8237205837,0,0,0,32768,32,1,2,1,0,0,0,0,0,167936000000,0,0,167936,0,0,0,0,0,0,0,true,1965,9501,51,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,132079,140848,0,0,591.86,13.590.57,"regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=2;store_repeat=1;reg_payload_bytes_per_block=0;reg_payload_regs_per_thread=0;reg_payload_bytes_per_sm=0;expected_reg_pressure_ops=0;expected_reg_operand_ops=0;expected_shared_bytes=167936000000;expected_l2_bytes=0;expected_dram_bytes=0;expected_store_bytes=167936;gpu_active=1;shared_init_included=1;energy_source=nvml_total_energy;power_mw=132079;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=140848;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=164;smid_max_blocks_on_sm=2;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
l2_load_only_1783044573047_r0,0,1,l2_load_only,64,2,32,82,500000,31250,0.237526888,28734163375,28734194643,31.268,30.6659235469,0.602076453097,0,0,0,32768,32,1,2,1,0,0,0,0,0,0,167936000000,0,167936,0,0,0,0,0,0,0,true,1965,9501,51,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,131871,138750,0,0,591.86,13.590.57,"regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=2;store_repeat=1;reg_payload_bytes_per_block=0;reg_payload_regs_per_thread=0;reg_payload_bytes_per_sm=0;expected_reg_pressure_ops=0;expected_reg_operand_ops=0;expected_shared_bytes=0;expected_l2_bytes=167936000000;expected_dram_bytes=0;expected_store_bytes=167936;gpu_active=1;energy_source=nvml_total_energy;power_mw=131871;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=138750;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=164;smid_max_blocks_on_sm=2;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
