run_id,gpu_id,n_gpu_active,mode,W_SM_KiB,blocks_per_SM,threads_per_block,active_SM,ITER,sweeps,elapsed_s,E_before_mJ,E_after_mJ,delta_E_J,idle_baseline_J,net_E_J,N_MMA,FLOP,input_bits,pJ_per_FLOP,pJ_per_input_bit,ncu_tensor_inst,ncu_shared_bytes,ncu_l2_bytes,ncu_dram_bytes,ncu_spill_bytes,smid_histogram_ok,clock_sm_mhz,clock_mem_mhz,temp_C,notes
reg_mma_1782903207444_r0,0,1,reg_mma,16,8,32,82,15513248,7756624,1.09320273,24777763149,24777985562,222.413,156.92876604,65.4842339596,10176690688,83367450116096,83367450116096,0.785489227131,0.785489227131,0,0,0,0,0,true,1935,9501,66,regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=146303;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=205528;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=656;smid_max_blocks_on_sm=8;
reg_mma_1782903209893_r0,0,1,reg_mma,16,16,32,82,7705295,7705295,1.087316139,24778193467,24778400909,207.442,155.110718548,52.3312814516,10109347040,82815770951680,82815770951680,0.63189994913,0.63189994913,0,0,0,0,0,true,1935,9501,66,regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=147463;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=209859;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=1312;smid_max_blocks_on_sm=16;
reg_mma_1782903212395_r0,0,1,reg_mma,32,1,32,82,31116726,972398,1.189403353,24778601533,24778789206,187.673,168.774312106,18.8986878941,2551571532,20902473990144,20902473990144,0.90413641481,0.90413641481,0,0,0,0,0,true,1935,9501,64,regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=144138;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=170958;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;
reg_mma_1782903214891_r0,0,1,reg_mma,32,2,32,82,30155199,1884700,1.132405172,24778990008,24779189407,199.399,143.613971148,55.7850288521,4945452636,40513147994112,40513147994112,1.37696110063,1.37696110063,0,0,0,0,0,true,1935,9501,64,regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=142069;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=181434;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=164;smid_max_blocks_on_sm=2;
reg_mma_1782903217364_r0,0,1,reg_mma,32,4,32,82,29650117,3706265,1.048101236,24779392228,24779597702,205.474,148.680734148,56.793265852,9725238376,79669152776192,79669152776192,0.712863936329,0.712863936329,0,0,0,0,0,true,1935,9501,66,regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=147020;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=201589;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=328;smid_max_blocks_on_sm=4;
reg_mma_1782903219809_r0,0,1,reg_mma,32,8,32,82,15565256,3891314,1.121625769,24779791015,24780011729,220.714,162.899368909,57.8146310909,10210807936,83646938611712,83646938611712,0.691174501428,0.691174501428,0,0,0,0,0,true,1935,9501,66,regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=146451;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=204193;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=656;smid_max_blocks_on_sm=8;
reg_mma_1782903222300_r0,0,1,reg_mma,32,16,32,82,7643410,3821705,1.140859775,24780207954,24780450643,242.689,145.972750369,96.7162496312,10028153920,82150636912640,82150636912640,1.17730371018,1.17730371018,0,0,0,0,0,true,1935,9501,66,regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=147644;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=209054;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=1312;smid_max_blocks_on_sm=16;
reg_mma_1782903224720_r0,0,1,reg_mma,64,1,32,82,30848082,482002,1.083099958,24780636003,24780819776,183.773,153.338941377,30.4340586229,2529542724,20722013995008,20722013995008,1.4686824664,1.4686824664,0,0,0,0,0,true,1935,9501,64,regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=144362;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=170066;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;
reg_mma_1782903227138_r0,0,1,reg_mma,64,2,32,82,31035774,969868,1.089089864,24781006208,24781200863,194.655,155.584346249,39.0706537511,5089866936,41696189939712,41696189939712,0.937031748167,0.937031748167,0,0,0,0,0,true,1935,9501,64,regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=144868;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=179912;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=164;smid_max_blocks_on_sm=2;
reg_mma_1782903229539_r0,0,1,reg_mma,64,4,32,82,31178384,1948649,1.088121973,24781389701,24781611896,222.195,156.979953464,65.2150465357,10226509952,83775569526784,83775569526784,0.778449456137,0.778449456137,0,0,0,0,0,true,1935,9501,66,regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=147003;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=204564;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=328;smid_max_blocks_on_sm=4;
reg_mma_1782903231956_r0,0,1,reg_mma,64,8,32,82,15660198,1957525,1.103392313,24781805193,24782048101,242.908,160.574188859,82.3338111414,10273089888,84157152362496,84157152362496,0.978334090806,0.978334090806,0,0,0,0,0,true,1935,9501,66,regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=146823;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=209279;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=656;smid_max_blocks_on_sm=8;
reg_mma_1782903234433_r0,0,1,reg_mma,64,16,32,82,7664295,1916074,1.140554158,24782239201,24782463327,224.126,164.305793936,59.8202060643,10055555040,82375106887680,82375106887680,0.726192758037,0.726192758037,0,0,0,0,0,true,1935,9501,66,regime=shared_resident;feasibility_reason=W_SM + B KiB fits rtx3090 shared memory capacity; full-GPU working set also fits nominal L2;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=1;l2_candidate=1;dram_candidate=0;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=148252;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=206579;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=1312;smid_max_blocks_on_sm=16;
reg_mma_1782903236881_r0,0,1,reg_mma,128,1,32,82,30928443,241629,1.106347637,24782669876,24782854232,184.356,156.217393742,28.1386062583,2536132326,20775996014592,20775996014592,1.35438061494,1.35438061494,0,0,0,0,0,true,1935,9501,64,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=144300;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=170487;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;
reg_mma_1782903239330_r0,0,1,reg_mma,128,2,32,82,31643418,494429,1.113997739,24783040098,24783234359,194.261,158.900843857,35.3601561435,5189520552,42512552361984,42512552361984,0.83175801449,0.83175801449,0,0,0,0,0,true,1935,9501,64,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=144884;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=180037;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=164;smid_max_blocks_on_sm=2;
reg_mma_1782903241759_r0,0,1,reg_mma,128,4,32,82,30979605,968113,1.099731641,24783439673,24783666762,227.089,174.476435306,52.6125646944,10161310440,83241455124480,83241455124480,0.632047633187,0.632047633187,0,0,0,0,0,true,1935,9501,66,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=146764;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=208077;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=328;smid_max_blocks_on_sm=4;
reg_mma_1782903244269_r0,0,1,reg_mma,128,8,32,82,15207690,950481,1.102330348,24783874570,24784099213,224.643,156.024591131,68.6184088688,9976244640,81725396090880,81725396090880,0.839621612754,0.839621612754,0,0,0,0,0,true,1935,9501,66,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=148267;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=207176;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=656;smid_max_blocks_on_sm=8;
reg_mma_1782903246724_r0,0,1,reg_mma,128,16,32,82,7904563,988071,1.118855349,24784289438,24784513612,224.174,162.452215142,61.7217848584,10370786656,84957484285952,84957484285952,0.726502030718,0.726502030718,0,0,0,0,0,true,1935,9501,66,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=147729;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=206272;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=1312;smid_max_blocks_on_sm=16;
reg_mma_1782903249145_r0,0,1,reg_mma,256,1,32,82,31698679,123823,1.092518924,24784718895,24784903017,184.122,154.17254601,29.9494539899,2599291678,21293397426176,21293397426176,1.4065136432,1.4065136432,0,0,0,0,0,true,1935,9501,64,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=144172;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=170294;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;
reg_mma_1782903251572_r0,0,1,reg_mma,256,2,32,82,31354864,244960,1.095089099,24785100958,24785300449,199.491,156.739215152,42.7517848476,5142197696,42124883525632,42124883525632,1.01488197164,1.01488197164,0,0,0,0,0,true,1935,9501,64,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=144525;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=182272;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=164;smid_max_blocks_on_sm=2;
reg_mma_1782903253979_r0,0,1,reg_mma,256,4,32,82,31027120,484799,1.084534959,24785487323,24785710865,223.542,155.283098868,68.2589011322,10176895360,83369126789120,83369126789120,0.818755140675,0.818755140675,0,0,0,0,0,true,1935,9501,66,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=147451;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=205992;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=328;smid_max_blocks_on_sm=4;
reg_mma_1782903256450_r0,0,1,reg_mma,256,8,32,82,15624602,488269,1.155248564,24785900224,24786141217,240.993,165.542228539,75.4507714614,10249738912,83965861167104,83965861167104,0.898588669403,0.898588669403,0,0,0,0,0,true,1935,9501,66,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=146689;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=207992;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=656;smid_max_blocks_on_sm=8;
reg_mma_1782903258912_r0,0,1,reg_mma,256,16,32,82,7767624,485477,1.112624513,24786334029,24786577396,243.367,162.358812173,81.0081878268,10191122688,83485677060096,83485677060096,0.970324379935,0.970324379935,0,0,0,0,0,true,1935,9501,67,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=148339;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=210382;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=1312;smid_max_blocks_on_sm=16;
reg_mma_1782903261458_r0,0,1,reg_mma,512,1,32,82,30798980,60155,1.097788418,24786777383,24786962006,184.623,156.307355129,28.315644871,2525516360,20689030021120,20689030021120,1.36863085616,1.36863085616,0,0,0,0,0,true,1935,9501,64,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=144780;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=170133;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;
reg_mma_1782903263927_r0,0,1,reg_mma,512,2,32,82,31465438,122912,1.120813565,24787150660,24787344600,193.94,160.712960841,33.2270391591,5160331832,42273438367744,42273438367744,0.786002758282,0.786002758282,0,0,0,0,0,true,1935,9501,65,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=146642;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=179181;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=164;smid_max_blocks_on_sm=2;
reg_mma_1782903266379_r0,0,1,reg_mma,512,4,32,82,30925640,241607,1.114373833,24787551794,24787776310,224.516,158.741324099,65.7746759006,10143609920,83096452464640,83096452464640,0.791546136444,0.791546136444,0,0,0,0,0,true,1935,9501,66,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=147572;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=207237;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=328;smid_max_blocks_on_sm=4;
reg_mma_1782903268824_r0,0,1,reg_mma,512,8,32,82,15365362,240084,1.111126437,24787966425,24788189017,222.592,159.226127802,63.3658721977,10079677472,82572717850624,82572717850624,0.767394774535,0.767394774535,0,0,0,0,0,true,1935,9501,67,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=146996;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=204934;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=656;smid_max_blocks_on_sm=8;
reg_mma_1782903271333_r0,0,1,reg_mma,512,16,32,82,6824592,213269,0.983905262,24788416547,24788616827,200.28,143.764490952,56.5155090478,8953864704,73350059655168,73350059655168,0.770490294261,0.770490294261,0,0,0,0,0,true,1935,9501,67,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=153331;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=199116;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=1312;smid_max_blocks_on_sm=16;
reg_mma_1782903273742_r0,0,1,reg_mma,1024,1,32,82,30510734,29796,1.084187401,24788808445,24788992495,184.05,155.506161922,28.5438380783,2501880188,20495402500096,20495402500096,1.39269468254,1.39269468254,0,0,0,0,0,true,1935,9501,64,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=145026;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=169600;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;
reg_mma_1782903276198_r0,0,1,reg_mma,1024,2,32,82,31803527,62117,1.136369523,24789177761,24789373352,195.591,161.238318914,34.3526810865,5215778428,42727656882176,42727656882176,0.803991690469,0.803991690469,0,0,0,0,0,true,1935,9501,65,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=145228;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=180232;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=164;smid_max_blocks_on_sm=2;
reg_mma_1782903278638_r0,0,1,reg_mma,1024,4,32,82,30185551,117913,1.081714707,24789579200,24789805399,226.199,155.492778371,70.7062216288,9900860728,81107851083776,81107851083776,0.871755578331,0.871755578331,0,0,0,0,0,true,1935,9501,66,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=147588;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=207581;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=328;smid_max_blocks_on_sm=4;
reg_mma_1782903281071_r0,0,1,reg_mma,1024,8,32,82,15210815,118835,1.104352158,24789994650,24790217496,222.846,155.810425075,67.0355749247,9978294640,81742189690880,81742189690880,0.820085382814,0.820085382814,0,0,0,0,0,true,1935,9501,66,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=146738;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=205645;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=656;smid_max_blocks_on_sm=8;
reg_mma_1782903283508_r0,0,1,reg_mma,1024,16,32,82,7488563,117009,1.047408013,24790427434,24790650063,222.629,153.083100518,69.5458994821,9824994656,80486356221952,80486356221952,0.864070666714,0.864070666714,0,0,0,0,0,true,1935,9501,67,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=149449;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=205739;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=1312;smid_max_blocks_on_sm=16;
reg_mma_1782903285922_r0,0,1,reg_mma,2048,1,32,82,31243959,15256,1.09794992,24790839210,24791021902,182.692,156.351329504,26.3406704963,2562004638,20987941994496,20987941994496,1.25503827403,1.25503827403,0,0,0,0,0,true,1935,9501,64,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=144431;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=169531;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;
reg_mma_1782903288338_r0,0,1,reg_mma,2048,2,32,82,30918990,30195,1.084889377,24791211266,24791405493,194.227,156.782711526,37.4442884738,5070714360,41539292037120,41539292037120,0.901418551869,0.901418551869,0,0,0,0,0,true,1935,9501,65,regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;target_full_sm=82;target_l2_mib=6;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;gpu_active=1;energy_source=nvml_total_energy;power_mw=145444;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=178977;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=164;smid_max_blocks_on_sm=2;
