protocol_revision,record_type,profile,component,coordinate_id,factor_kind,factor_value,calibration_policy,grid_anchor_factor,grid_anchor_blocks_per_sm,grid_work_units,binary_sha256,target_duration_s,blocks_per_SM,control_mode,control_W_SM_KiB,treatment_mode,treatment_W_SM_KiB,treatment_trial_iters,treatment_trial_elapsed_s,treatment_calibrated_iters,control_trial_iters,control_trial_elapsed_s,control_min_calibrated_iters,resolved_iters,predicted_treatment_s,predicted_control_s,treatment_stretch,status,treatment_calibration_command,control_calibration_command
component_dynamic_attribution_v3,independent_mode_calibration,rtx3090,tensor,tensor_RF16_D5p0_B8,reuse_factor,16,independent_duration,,,,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,5.0,8,reg_operand_only,1,reg_mma,1,40443,0.0592292,3755520,86611,0.0594424,400691,3755520,5.499998644610934,2.577468474535567,1.0999997289221868,accepted,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 5.0 --repeats 1 --reuse-factor 16 --load-repeat 1 --store-repeat 1 --global-warmup-passes 4 --idle-settle-seconds 5.0 --idle-measure-seconds 10.0 --idle-ready-max-power-w 0.0 --idle-ready-consecutive-samples 3 --idle-ready-poll-seconds 0.5 --idle-ready-timeout-seconds 120.0 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_tensor_fp16_v3_diagnostic_20260722.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 0.25 --repeats 1 --reuse-factor 16 --load-repeat 1 --store-repeat 1 --global-warmup-passes 4 --idle-settle-seconds 5.0 --idle-measure-seconds 10.0 --idle-ready-max-power-w 0.0 --idle-ready-consecutive-samples 3 --idle-ready-poll-seconds 0.5 --idle-ready-timeout-seconds 120.0 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_tensor_fp16_v3_diagnostic_20260722.csv --verify-smid 1 --calibrate-only
component_dynamic_attribution_v3,independent_mode_calibration,rtx3090,tensor,tensor_RF16_D15p0_B8,reuse_factor,16,independent_duration,,,,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,15.0,8,reg_operand_only,1,reg_mma,1,41110,0.0592165,11454828,94079,0.0599412,431619,11454828,16.499995676526392,7.298293307896555,1.0999997117684261,accepted,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 15.0 --repeats 1 --reuse-factor 16 --load-repeat 1 --store-repeat 1 --global-warmup-passes 4 --idle-settle-seconds 5.0 --idle-measure-seconds 10.0 --idle-ready-max-power-w 0.0 --idle-ready-consecutive-samples 3 --idle-ready-poll-seconds 0.5 --idle-ready-timeout-seconds 120.0 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_tensor_fp16_v3_diagnostic_20260722.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 0.25 --repeats 1 --reuse-factor 16 --load-repeat 1 --store-repeat 1 --global-warmup-passes 4 --idle-settle-seconds 5.0 --idle-measure-seconds 10.0 --idle-ready-max-power-w 0.0 --idle-ready-consecutive-samples 3 --idle-ready-poll-seconds 0.5 --idle-ready-timeout-seconds 120.0 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_tensor_fp16_v3_diagnostic_20260722.csv --verify-smid 1 --calibrate-only
component_dynamic_attribution_v3,independent_mode_calibration,rtx3090,tensor,tensor_RF1_D5p0_B16,reuse_factor,1,independent_duration,,,,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,5.0,16,reg_operand_only,1,reg_mma,1,360565,0.0605672,32742295,2011985,0.0568351,9735107,32742295,5.500004519917352,0.9249132625514107,1.1000009039834704,accepted,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 5.0 --repeats 1 --reuse-factor 1 --load-repeat 1 --store-repeat 1 --global-warmup-passes 4 --idle-settle-seconds 5.0 --idle-measure-seconds 10.0 --idle-ready-max-power-w 0.0 --idle-ready-consecutive-samples 3 --idle-ready-poll-seconds 0.5 --idle-ready-timeout-seconds 120.0 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_tensor_fp16_v3_diagnostic_20260722.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 0.25 --repeats 1 --reuse-factor 1 --load-repeat 1 --store-repeat 1 --global-warmup-passes 4 --idle-settle-seconds 5.0 --idle-measure-seconds 10.0 --idle-ready-max-power-w 0.0 --idle-ready-consecutive-samples 3 --idle-ready-poll-seconds 0.5 --idle-ready-timeout-seconds 120.0 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_tensor_fp16_v3_diagnostic_20260722.csv --verify-smid 1 --calibrate-only
component_dynamic_attribution_v3,independent_mode_calibration,rtx3090,tensor,tensor_RF1_D15p0_B16,reuse_factor,1,independent_duration,,,,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,15.0,16,reg_operand_only,1,reg_mma,1,359521,0.058873,100760843,3512888,0.0982738,9830125,100760843,16.499990570617573,2.8188063305216104,1.0999993713745049,accepted,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 15.0 --repeats 1 --reuse-factor 1 --load-repeat 1 --store-repeat 1 --global-warmup-passes 4 --idle-settle-seconds 5.0 --idle-measure-seconds 10.0 --idle-ready-max-power-w 0.0 --idle-ready-consecutive-samples 3 --idle-ready-poll-seconds 0.5 --idle-ready-timeout-seconds 120.0 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_tensor_fp16_v3_diagnostic_20260722.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 0.25 --repeats 1 --reuse-factor 1 --load-repeat 1 --store-repeat 1 --global-warmup-passes 4 --idle-settle-seconds 5.0 --idle-measure-seconds 10.0 --idle-ready-max-power-w 0.0 --idle-ready-consecutive-samples 3 --idle-ready-poll-seconds 0.5 --idle-ready-timeout-seconds 120.0 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_tensor_fp16_v3_diagnostic_20260722.csv --verify-smid 1 --calibrate-only
component_dynamic_attribution_v3,independent_mode_calibration,rtx3090,tensor,tensor_RF4_D5p0_B16,reuse_factor,4,independent_duration,,,,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,5.0,16,reg_operand_only,1,reg_mma,1,90074,0.059968,8261194,355013,0.0603742,1617057,8261194,5.500003128449941,1.4049146898699485,1.1000006256899881,accepted,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 5.0 --repeats 1 --reuse-factor 4 --load-repeat 1 --store-repeat 1 --global-warmup-passes 4 --idle-settle-seconds 5.0 --idle-measure-seconds 10.0 --idle-ready-max-power-w 0.0 --idle-ready-consecutive-samples 3 --idle-ready-poll-seconds 0.5 --idle-ready-timeout-seconds 120.0 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_tensor_fp16_v3_diagnostic_20260722.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 0.25 --repeats 1 --reuse-factor 4 --load-repeat 1 --store-repeat 1 --global-warmup-passes 4 --idle-settle-seconds 5.0 --idle-measure-seconds 10.0 --idle-ready-max-power-w 0.0 --idle-ready-consecutive-samples 3 --idle-ready-poll-seconds 0.5 --idle-ready-timeout-seconds 120.0 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_tensor_fp16_v3_diagnostic_20260722.csv --verify-smid 1 --calibrate-only
component_dynamic_attribution_v3,independent_mode_calibration,rtx3090,tensor,tensor_RF4_D15p0_B16,reuse_factor,4,independent_duration,,,,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,15.0,16,reg_operand_only,1,reg_mma,1,89555,0.059578,24802082,355671,0.0594385,1645559,24802082,16.500010511931215,4.144837647592859,1.1000007007954145,accepted,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 15.0 --repeats 1 --reuse-factor 4 --load-repeat 1 --store-repeat 1 --global-warmup-passes 4 --idle-settle-seconds 5.0 --idle-measure-seconds 10.0 --idle-ready-max-power-w 0.0 --idle-ready-consecutive-samples 3 --idle-ready-poll-seconds 0.5 --idle-ready-timeout-seconds 120.0 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_tensor_fp16_v3_diagnostic_20260722.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 0.25 --repeats 1 --reuse-factor 4 --load-repeat 1 --store-repeat 1 --global-warmup-passes 4 --idle-settle-seconds 5.0 --idle-measure-seconds 10.0 --idle-ready-max-power-w 0.0 --idle-ready-consecutive-samples 3 --idle-ready-poll-seconds 0.5 --idle-ready-timeout-seconds 120.0 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_tensor_fp16_v3_diagnostic_20260722.csv --verify-smid 1 --calibrate-only
component_dynamic_attribution_v3,independent_mode_calibration,rtx3090,tensor,tensor_RF16_D5p0_B16,reuse_factor,16,independent_duration,,,,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,5.0,16,reg_operand_only,1,reg_mma,1,28854,0.0763471,2078625,92725,0.0599037,425673,2078625,5.499999678987315,1.3428668472634133,1.099999935797463,accepted,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 5.0 --repeats 1 --reuse-factor 16 --load-repeat 1 --store-repeat 1 --global-warmup-passes 4 --idle-settle-seconds 5.0 --idle-measure-seconds 10.0 --idle-ready-max-power-w 0.0 --idle-ready-consecutive-samples 3 --idle-ready-poll-seconds 0.5 --idle-ready-timeout-seconds 120.0 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_tensor_fp16_v3_diagnostic_20260722.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 0.25 --repeats 1 --reuse-factor 16 --load-repeat 1 --store-repeat 1 --global-warmup-passes 4 --idle-settle-seconds 5.0 --idle-measure-seconds 10.0 --idle-ready-max-power-w 0.0 --idle-ready-consecutive-samples 3 --idle-ready-poll-seconds 0.5 --idle-ready-timeout-seconds 120.0 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_tensor_fp16_v3_diagnostic_20260722.csv --verify-smid 1 --calibrate-only
component_dynamic_attribution_v3,independent_mode_calibration,rtx3090,tensor,tensor_RF16_D15p0_B16,reuse_factor,16,independent_duration,,,,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,15.0,16,reg_operand_only,1,reg_mma,1,26930,0.0713816,6224928,92376,0.0596768,425684,6224928,16.50001190214631,4.021431792569499,1.1000007934764207,accepted,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 15.0 --repeats 1 --reuse-factor 16 --load-repeat 1 --store-repeat 1 --global-warmup-passes 4 --idle-settle-seconds 5.0 --idle-measure-seconds 10.0 --idle-ready-max-power-w 0.0 --idle-ready-consecutive-samples 3 --idle-ready-poll-seconds 0.5 --idle-ready-timeout-seconds 120.0 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_tensor_fp16_v3_diagnostic_20260722.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 0.25 --repeats 1 --reuse-factor 16 --load-repeat 1 --store-repeat 1 --global-warmup-passes 4 --idle-settle-seconds 5.0 --idle-measure-seconds 10.0 --idle-ready-max-power-w 0.0 --idle-ready-consecutive-samples 3 --idle-ready-poll-seconds 0.5 --idle-ready-timeout-seconds 120.0 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_tensor_fp16_v3_diagnostic_20260722.csv --verify-smid 1 --calibrate-only
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF1_D5p0_B4,reuse_factor,1,factorial_grid,4,8,523966720,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,5.0,4,reg_operand_only,1,reg_mma,1,,,74869052,,,9296960,130991680,9.622860337389849,3.874675562092681,1.9245720674779698,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF4_D5p0_B4,reuse_factor,4,factorial_grid,4,8,523966720,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,5.0,4,reg_operand_only,1,reg_mma,1,,,15742412,,,1648704,32747920,11.441295335979841,5.462279959930079,2.2882590671959684,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF16_D5p0_B4,reuse_factor,16,factorial_grid,4,8,523966720,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,5.0,4,reg_operand_only,1,reg_mma,1,,,4047118,,,438858,8186980,11.126038591149635,5.130180788946627,2.2252077182299272,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF1_D5p0_B8,reuse_factor,1,factorial_grid,4,8,523966720,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,5.0,8,reg_operand_only,1,reg_mma,1,,,70010846,,,10326901,65495840,5.145307336468129,1.7441192486334696,1.0290614672936258,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF4_D5p0_B8,reuse_factor,4,factorial_grid,4,8,523966720,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,5.0,8,reg_operand_only,1,reg_mma,1,,,16373960,,,1519181,16373960,5.499996549219017,2.963991462607388,1.0999993098438035,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF16_D5p0_B8,reuse_factor,16,factorial_grid,4,8,523966720,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,5.0,8,reg_operand_only,1,reg_mma,1,,,3755520,,,400691,4093490,5.994959273743293,2.809422244010576,1.1989918547486584,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF1_D5p0_B16,reuse_factor,1,factorial_grid,4,8,523966720,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,5.0,16,reg_operand_only,1,reg_mma,1,,,32742295,,,9735107,32747920,5.50094939948137,0.9250721590826969,1.100189879896274,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF4_D5p0_B16,reuse_factor,4,factorial_grid,4,8,523966720,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,5.0,16,reg_operand_only,1,reg_mma,1,,,8261194,,,1617057,8186980,5.45059414081755,1.3922937129513568,1.0901188281635101,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF16_D5p0_B16,reuse_factor,16,factorial_grid,4,8,523966720,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,5.0,16,reg_operand_only,1,reg_mma,1,,,2078625,,,425673,2046745,5.415645844233035,1.3222712154920464,1.083129168846607,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF1_D15p0_B4,reuse_factor,1,factorial_grid,4,8,1384858144,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,15.0,4,reg_operand_only,1,reg_mma,1,,,224581177,,,9286946,346214536,25.436432009231616,10.251914569823363,1.6957621339487745,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF4_D15p0_B4,reuse_factor,4,factorial_grid,4,8,1384858144,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,15.0,4,reg_operand_only,1,reg_mma,1,,,47180318,,,1623848,86553634,30.269737277818713,14.657928401229626,2.0179824851879142,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF16_D15p0_B4,reuse_factor,16,factorial_grid,4,8,1384858144,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,15.0,4,reg_operand_only,1,reg_mma,1,,,12907735,,,487497,21638409,27.660468234012686,12.206358322915156,1.8440312156008458,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF1_D15p0_B8,reuse_factor,1,factorial_grid,4,8,1384858144,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,15.0,8,reg_operand_only,1,reg_mma,1,,,210106389,,,10331628,173107268,13.594409067596304,4.607645278475946,0.9062939378397536,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF4_D15p0_B8,reuse_factor,4,factorial_grid,4,8,1384858144,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,15.0,8,reg_operand_only,1,reg_mma,1,,,43276817,,,1481911,43276817,16.49999323571793,8.030930114852188,1.099999549047862,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF16_D15p0_B8,reuse_factor,16,factorial_grid,4,8,1384858144,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,15.0,8,reg_operand_only,1,reg_mma,1,,,11454828,,,431619,10819205,15.584418703052783,6.893314456424919,1.0389612468701857,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF1_D15p0_B16,reuse_factor,1,factorial_grid,4,8,1384858144,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,15.0,16,reg_operand_only,1,reg_mma,1,,,100760843,,,9830125,86553634,14.17350334050584,2.421356592350567,0.9449002227003894,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF4_D15p0_B16,reuse_factor,4,factorial_grid,4,8,1384858144,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,15.0,16,reg_operand_only,1,reg_mma,1,,,24802082,,,1645559,21638409,14.395322778203338,3.616135623501775,0.9596881852135559,accepted,,
component_dynamic_attribution_v3,factorial_grid_adjustment,rtx3090,tensor,tensor_RF16_D15p0_B16,reuse_factor,16,factorial_grid,4,8,1384858144,500bcb73a3dffebc92f041072ccba3ff5f4f85a836e045ba6eff9715cdb99862,15.0,16,reg_operand_only,1,reg_mma,1,,,6224928,,,425684,5409603,14.33888293742295,3.4947150375682,0.95592552916153,accepted,,
