mode,target_profile,W_SM_KiB,blocks_per_SM,active_SM,reuse_factor,load_repeat,store_repeat,n_gpu_active,gpu_list,valid,regime,reason,measurement_policy,command
clocked_empty,rtx3090,64,16,82,1,4,1,1,0,True,shared_resident,fits shared memory,per_mode_duration_calibrated,./build/a100_fp16_energy_v2 --gpu-list 0 --mode clocked_empty --w-sm-kib 64 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 8.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --output results/raw/rtx3090_finalplan_stability_l2_20260708_stability.csv --verify-smid 1
l2_cg_load_only,rtx3090,64,16,82,1,4,1,1,0,True,shared_resident,fits shared memory,per_mode_duration_calibrated,./build/a100_fp16_energy_v2 --gpu-list 0 --mode l2_cg_load_only --w-sm-kib 64 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 8.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --output results/raw/rtx3090_finalplan_stability_l2_20260708_stability.csv --verify-smid 1
clocked_empty,rtx3090,64,16,82,1,8,1,1,0,True,shared_resident,fits shared memory,per_mode_duration_calibrated,./build/a100_fp16_energy_v2 --gpu-list 0 --mode clocked_empty --w-sm-kib 64 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 8.0 --repeats 1 --reuse-factor 1 --load-repeat 8 --store-repeat 1 --output results/raw/rtx3090_finalplan_stability_l2_20260708_stability.csv --verify-smid 1
l2_cg_load_only,rtx3090,64,16,82,1,8,1,1,0,True,shared_resident,fits shared memory,per_mode_duration_calibrated,./build/a100_fp16_energy_v2 --gpu-list 0 --mode l2_cg_load_only --w-sm-kib 64 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 8.0 --repeats 1 --reuse-factor 1 --load-repeat 8 --store-repeat 1 --output results/raw/rtx3090_finalplan_stability_l2_20260708_stability.csv --verify-smid 1
clocked_empty,rtx3090,64,16,82,1,16,1,1,0,True,shared_resident,fits shared memory,per_mode_duration_calibrated,./build/a100_fp16_energy_v2 --gpu-list 0 --mode clocked_empty --w-sm-kib 64 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 8.0 --repeats 1 --reuse-factor 1 --load-repeat 16 --store-repeat 1 --output results/raw/rtx3090_finalplan_stability_l2_20260708_stability.csv --verify-smid 1
l2_cg_load_only,rtx3090,64,16,82,1,16,1,1,0,True,shared_resident,fits shared memory,per_mode_duration_calibrated,./build/a100_fp16_energy_v2 --gpu-list 0 --mode l2_cg_load_only --w-sm-kib 64 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 8.0 --repeats 1 --reuse-factor 1 --load-repeat 16 --store-repeat 1 --output results/raw/rtx3090_finalplan_stability_l2_20260708_stability.csv --verify-smid 1
