mode,target_profile,W_SM_KiB,blocks_per_SM,active_SM,reuse_factor,load_repeat,store_repeat,global_warmup_passes,l2_residency_policy,l2_address_layout,n_gpu_active,gpu_list,valid,regime,reason,measurement_policy,resolved_iters,command
global_addr_only,rtx3090,256,8,82,1,4,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,3252463,./build/a100_fp16_energy_v2 --gpu-list 0 --mode global_addr_only --w-sm-kib 256 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 3252463
dram_cg_load_only,rtx3090,256,8,82,1,4,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,3252463,./build/a100_fp16_energy_v2 --gpu-list 0 --mode dram_cg_load_only --w-sm-kib 256 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 3252463
global_addr_only,rtx3090,256,8,82,1,8,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,1633700,./build/a100_fp16_energy_v2 --gpu-list 0 --mode global_addr_only --w-sm-kib 256 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 8 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 1633700
dram_cg_load_only,rtx3090,256,8,82,1,8,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,1633700,./build/a100_fp16_energy_v2 --gpu-list 0 --mode dram_cg_load_only --w-sm-kib 256 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 8 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 1633700
global_addr_only,rtx3090,256,8,82,1,16,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,830613,./build/a100_fp16_energy_v2 --gpu-list 0 --mode global_addr_only --w-sm-kib 256 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 16 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 830613
dram_cg_load_only,rtx3090,256,8,82,1,16,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,830613,./build/a100_fp16_energy_v2 --gpu-list 0 --mode dram_cg_load_only --w-sm-kib 256 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 16 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 830613
global_addr_only,rtx3090,512,8,82,1,4,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,3271996,./build/a100_fp16_energy_v2 --gpu-list 0 --mode global_addr_only --w-sm-kib 512 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 3271996
dram_cg_load_only,rtx3090,512,8,82,1,4,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,3271996,./build/a100_fp16_energy_v2 --gpu-list 0 --mode dram_cg_load_only --w-sm-kib 512 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 3271996
global_addr_only,rtx3090,512,8,82,1,8,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,1643861,./build/a100_fp16_energy_v2 --gpu-list 0 --mode global_addr_only --w-sm-kib 512 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 8 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 1643861
dram_cg_load_only,rtx3090,512,8,82,1,8,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,1643861,./build/a100_fp16_energy_v2 --gpu-list 0 --mode dram_cg_load_only --w-sm-kib 512 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 8 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 1643861
global_addr_only,rtx3090,512,8,82,1,16,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,823826,./build/a100_fp16_energy_v2 --gpu-list 0 --mode global_addr_only --w-sm-kib 512 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 16 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 823826
dram_cg_load_only,rtx3090,512,8,82,1,16,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,823826,./build/a100_fp16_energy_v2 --gpu-list 0 --mode dram_cg_load_only --w-sm-kib 512 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 16 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 823826
global_addr_only,rtx3090,2048,8,82,1,4,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,3270072,./build/a100_fp16_energy_v2 --gpu-list 0 --mode global_addr_only --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 3270072
dram_cg_load_only,rtx3090,2048,8,82,1,4,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,3270072,./build/a100_fp16_energy_v2 --gpu-list 0 --mode dram_cg_load_only --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 3270072
global_addr_only,rtx3090,2048,8,82,1,8,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,1648122,./build/a100_fp16_energy_v2 --gpu-list 0 --mode global_addr_only --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 8 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 1648122
dram_cg_load_only,rtx3090,2048,8,82,1,8,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,1648122,./build/a100_fp16_energy_v2 --gpu-list 0 --mode dram_cg_load_only --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 8 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 1648122
global_addr_only,rtx3090,2048,8,82,1,16,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,824009,./build/a100_fp16_energy_v2 --gpu-list 0 --mode global_addr_only --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 16 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 824009
dram_cg_load_only,rtx3090,2048,8,82,1,16,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,dram_pair_locked_iters,824009,./build/a100_fp16_energy_v2 --gpu-list 0 --mode dram_cg_load_only --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 16 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_dram.csv --verify-smid 1 --iters 824009
