run_id,policy,schedule_block,sequence_index,sample_index,query_start_s,query_end_s,query_midpoint_s,query_latency_s,relative_to_kernel_start_s,energy_mJ
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,0,174625.579278,174625.580543,174625.579911,0.00126469900715,0.000686368526658,9856442275
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,1,174626.080664,174626.082081,174626.081372,0.00141716800863,0.502147984022,9856535505
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,2,174626.582211,174626.583585,174626.582898,0.00137411701144,1.00367339849,9856636991
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,3,174627.083614,174627.084893,174627.084253,0.00127978701494,1.50502898349,9856758810
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,4,174627.584927,174627.588975,174627.586951,0.00404834997607,2.00772636701,9856862932
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,5,174628.089081,174628.090473,174628.089777,0.00139240798308,2.51055279002,9856966504
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,6,174628.590632,174628.592038,174628.591335,0.00140546899638,3.01211044149,9857069555
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,7,174629.092175,174629.093544,174629.092859,0.00136837200262,3.51363504602,9857172206
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,8,174629.593705,174629.595174,174629.594439,0.00146872800542,4.01521478701,9857274352
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,9,174630.095377,174630.096744,174630.096061,0.00136664899765,4.51683618652,9857376151
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,10,174630.596966,174630.598287,174630.597627,0.00132177799242,5.01840208902,9857477569
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,11,174631.098517,174631.099899,174631.099208,0.00138148799306,5.519983356,9857578819
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,12,174631.600182,174631.601603,174631.600892,0.00142138599767,6.021667917,9857679908
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,13,174632.101851,174632.103245,174632.102548,0.00139419198968,6.52332370501,9857780913
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,14,174632.603597,174632.605032,174632.604315,0.00143442201079,7.025090293,9857881938
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,15,174633.105374,174633.106726,174633.10605,0.00135186401894,7.52682535801,9857982887
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,16,174633.607081,174633.608499,174633.60779,0.00141822299338,8.02856538349,9858083832
whole_precision_1785237929586_fp16_scalar_all_b0_p0,fp16_scalar_all,0,0,17,174634.108737,174634.110101,174634.109419,0.00136421399657,8.53019439001,9858184725
