run_id,policy,schedule_block,sequence_index,sample_index,query_start_s,query_end_s,query_midpoint_s,query_latency_s,relative_to_kernel_start_s,energy_mJ
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,0,174524.246794,174524.250327,174524.248561,0.00353314200765,0.00183424001443,9837449026
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,1,174524.750419,174524.751755,174524.751087,0.00133632900543,0.504360668507,9837547511
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,2,174525.251879,174525.255858,174525.253868,0.00397889799206,1.007141838,9837680275
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,3,174525.755971,174525.757391,174525.756681,0.00141936301952,1.5099545095,9837792813
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,4,174526.257525,174526.258927,174526.258226,0.0014020689996,2.01149935351,9837903729
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,5,174526.759051,174526.760425,174526.759738,0.00137344299583,2.51301130251,9838013008
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,6,174527.260546,174527.261908,174527.261227,0.00136197800748,3.014500494,9838124906
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,7,174527.762026,174527.763383,174527.762704,0.00135721301194,3.5159776475,9838235432
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,8,174528.263512,174528.266733,174528.265122,0.00322097499156,4.0183954915,9838344519
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,9,174528.766866,174528.768497,174528.767681,0.00163147700368,4.52095487251,9838456617
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,10,174529.268623,174529.270154,174529.269388,0.00153087699437,5.0226615195,9838567914
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,11,174529.770273,174529.771666,174529.77097,0.00139286599006,5.52424326501,9838678572
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,12,174530.271758,174530.273341,174530.27255,0.00158379599452,6.02582293699,9838788532
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,13,174530.773462,174530.776812,174530.775137,0.00335002399515,6.528410737,9838897895
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,14,174531.276874,174531.278259,174531.277566,0.00138543499634,7.03083971751,9839010602
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,15,174531.778304,174531.77968,174531.778992,0.00137524202,7.53226550401,9839122674
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,16,174532.279898,174532.281439,174532.280669,0.00154144200496,8.03394203301,9839234066
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,17,174532.781567,174532.782987,174532.782277,0.00142007699469,8.5355507255,9839344968
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,18,174533.283247,174533.284632,174533.28394,0.00138555699959,9.03721304651,9839455785
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,19,174533.784928,174533.786269,174533.785599,0.00134118899587,9.53887202052,9839566422
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,20,174534.286687,174534.288094,174534.287391,0.00140753400046,10.040663961,9839676952
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,21,174534.788466,174534.78991,174534.789188,0.00144462400931,10.542461568,9839787524
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,22,174535.290255,174535.291664,174535.29096,0.00140922499122,11.0442330635,9839897772
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,23,174535.792099,174535.793492,174535.792795,0.00139287198544,11.546068709,9840007940
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,24,174536.29408,174536.295462,174536.294771,0.00138196800253,12.048044569,9840117764
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,25,174536.795652,174536.797051,174536.796351,0.00139893402229,12.549624666,9840227414
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,26,174537.29723,174537.298585,174537.297907,0.0013551619777,13.051180511,9840337234
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,27,174537.799193,174537.800545,174537.799869,0.00135154600139,13.55314263,9840447360
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,28,174538.301212,174538.302679,174538.301946,0.00146731801215,14.055219207,9840538866
whole_precision_1785237828256_fp32_io_fp32_all_b0_p0,fp32_io_fp32_all,0,0,29,174538.302688,174538.303994,174538.303341,0.00130641501164,14.0566141145,9840538866
whole_precision_1785237843367_fp16_scalar_all_b0_p1,fp16_scalar_all,0,1,0,174539.321809,174539.323016,174539.322412,0.00120786798652,0.000681253994117,9840671091
whole_precision_1785237843367_fp16_scalar_all_b0_p1,fp16_scalar_all,0,1,1,174539.823419,174539.824915,174539.824167,0.00149573298404,0.502435824485,9840765912
