run_id,policy,schedule_block,sequence_index,sample_index,query_start_s,query_end_s,query_midpoint_s,query_latency_s,relative_to_kernel_start_s,energy_mJ
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,0,174726.757863,174726.759081,174726.758472,0.00121861600201,0.000665779021801,9879410512
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,1,174727.259209,174727.260575,174727.259892,0.00136577300145,0.502085856482,9879514560
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,2,174727.760749,174727.762145,174727.761447,0.00139603897696,1.00364033951,9879619982
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,3,174728.262729,174728.264122,174728.263426,0.00139296700945,1.5056195565,9879725118
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,4,174728.76425,174728.765616,174728.764933,0.00136568502057,2.00712688451,9879829871
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,5,174729.265739,174729.267239,174729.266489,0.00150055799168,2.50868299301,9879934482
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,6,174729.767721,174729.769088,174729.768405,0.00136645999737,3.01059845102,9880039335
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,7,174730.269558,174730.270947,174730.270252,0.00138951098779,3.51244607751,9880144237
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,8,174730.77327,174730.774596,174730.773933,0.00132613599999,4.01612674902,9880249297
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,9,174731.27509,174731.276402,174731.275746,0.0013117880153,4.51794005299,9880354142
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,10,174731.777981,174731.779326,174731.778653,0.00134535098914,5.02084724751,9880458937
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,11,174732.279708,174732.281102,174732.280405,0.00139415098238,5.52259909952,9880563385
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,12,174732.784033,174732.785426,174732.784729,0.00139342198963,6.02692313402,9880667827
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,13,174733.285745,174733.287097,174733.286421,0.00135162897641,6.52861499551,9880771600
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,14,174733.787253,174733.78869,174733.787971,0.001437281986,7.03016505399,9880875686
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,15,174734.288863,174734.290246,174734.289555,0.00138313398929,7.531748434,9880980343
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,16,174734.790411,174734.791755,174734.791083,0.00134376599453,8.033277173,9881085686
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,17,174735.291897,174735.293295,174735.292596,0.00139838198083,8.53479008502,9881191546
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,18,174735.793465,174735.794906,174735.794186,0.00144108699169,9.0363795775,9881297736
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,19,174736.295084,174736.296472,174736.295778,0.00138809299096,9.53797178451,9881403995
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,20,174736.796696,174736.798691,174736.797693,0.00199529601377,10.039887062,9881510528
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,21,174737.3007,174737.302065,174737.301382,0.00136434900924,10.5435762865,9881617138
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,22,174737.806037,174737.807417,174737.806727,0.00138037101715,11.0489207705,9881723978
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,23,174738.309797,174738.31118,174738.310489,0.00138268299634,11.5526825155,9881830481
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,24,174738.815273,174738.816586,174738.815929,0.00131263100775,12.0581230605,9881937235
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,25,174739.317334,174739.318702,174739.318018,0.00136761800968,12.560211896,9882043762
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,26,174739.819865,174739.821666,174739.820765,0.00180141199962,13.062959028,9882150703
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,27,174740.32284,174740.32493,174740.323885,0.00209027898381,13.5660787345,9882257535
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,28,174740.82921,174740.830677,174740.829943,0.00146782200318,14.07213727,9882339602
whole_precision_1785238030783_fp16x2_all_b0_p0,fp16x2_all,0,0,29,174740.830684,174740.831959,174740.831321,0.00127506098943,14.0735151605,9882339602
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,0,174741.85833,174741.859629,174741.85898,0.00129862400354,0.000741422962165,9882474112
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,1,174742.361482,174742.362835,174742.362158,0.00135361700086,0.503920279501,9882581937
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,2,174742.863938,174742.865307,174742.864622,0.00136913900496,1.0063841315,9882695815
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,3,174743.367228,174743.368608,174743.367918,0.0013798729924,1.50967958246,9882810314
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,4,174743.870725,174743.872105,174743.871415,0.00138007500209,2.01317691049,9882924980
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,5,174744.373582,174744.375353,174744.374468,0.00177014499786,2.51622930451,9883039594
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,6,174744.877568,174744.879203,174744.878386,0.00163586399867,3.02014733301,9883154266
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,7,174745.381262,174745.383137,174745.382199,0.00187514600111,3.523961278,9883268792
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,8,174745.885352,174745.887066,174745.886209,0.00171464099549,4.02797080349,9883383327
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,9,174746.387913,174746.391095,174746.389504,0.00318220499321,4.53126590847,9883498020
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,10,174746.893391,174746.894943,174746.894167,0.00155122499564,5.03592870248,9883612945
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,11,174747.395028,174747.396401,174747.395714,0.00137337599881,5.537476044,9883728024
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,12,174747.89649,174747.897864,174747.897177,0.00137415400241,6.03893913698,9883840972
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,13,174748.397957,174748.399797,174748.398877,0.00183949500206,6.54063871849,9883954829
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,14,174748.899886,174748.901187,174748.900536,0.00130050399457,7.04229817601,9884069783
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,15,174749.40122,174749.402567,174749.401894,0.00134727399563,7.54365546699,9884181398
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,16,174749.9026,174749.907468,174749.905034,0.0048680609907,8.0467953675,9884317766
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,17,174750.407588,174750.408937,174750.408263,0.00134848899324,8.5500244165,9884432506
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,18,174750.909051,174750.910694,174750.909873,0.00164364700322,9.05163433051,9884545127
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,19,174751.410794,174751.412159,174751.411476,0.00136528300936,9.5532381635,9884660168
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,20,174751.912291,174751.917452,174751.914872,0.00516072200844,10.056633427,9884773383
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,21,174752.417544,174752.418945,174752.418244,0.00140123200254,10.560006049,9884888304
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,22,174752.919072,174752.920405,174752.919739,0.00133350200485,11.061500309,9885001413
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,23,174753.420525,174753.422441,174753.421483,0.00191596397781,11.563245041,9885112722
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,24,174753.922555,174753.924048,174753.923302,0.00149324900121,12.0650634185,9885227166
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,25,174754.424079,174754.425429,174754.424754,0.00135060300818,12.5665158525,9885340625
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,26,174754.925521,174754.926798,174754.92616,0.00127660899307,13.0679212915,9885453196
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,27,174755.427049,174755.430216,174755.428632,0.00316673802445,13.570394141,9885564717
whole_precision_1785238045387_fp32_io_fp32_all_b0_p1,fp32_io_fp32_all,0,1,28,174755.430231,174755.431733,174755.430982,0.00150256601046,13.572743937,9885564717
whole_precision_1785238060471_fp16_scalar_all_b0_p2,fp16_scalar_all,0,2,0,174756.453088,174756.45425,174756.453669,0.00116213900037,0.000639545498416,9885718302
whole_precision_1785238060471_fp16_scalar_all_b0_p2,fp16_scalar_all,0,2,1,174756.954344,174756.955697,174756.95502,0.00135309298639,0.501990565506,9885820330
whole_precision_1785238060471_fp16_scalar_all_b0_p2,fp16_scalar_all,0,2,2,174757.455785,174757.457179,174757.456482,0.00139330999809,1.00345231796,9885923015
whole_precision_1785238060471_fp16_scalar_all_b0_p2,fp16_scalar_all,0,2,3,174757.95727,174757.95866,174757.957965,0.00139021300129,1.50493551849,9886025374
whole_precision_1785238060471_fp16_scalar_all_b0_p2,fp16_scalar_all,0,2,4,174758.458781,174758.460292,174758.459536,0.0015111270186,2.00650665647,9886127417
whole_precision_1785238060471_fp16_scalar_all_b0_p2,fp16_scalar_all,0,2,5,174758.960507,174758.964356,174758.962431,0.00384835200384,2.50940195299,9886229295
whole_precision_1785238060471_fp16_scalar_all_b0_p2,fp16_scalar_all,0,2,6,174759.464569,174759.465977,174759.465273,0.00140764101525,3.0122437675,9886334760
whole_precision_1785238060471_fp16_scalar_all_b0_p2,fp16_scalar_all,0,2,7,174759.966203,174759.967592,174759.966898,0.00138911200338,3.51386798598,9886440192
whole_precision_1785238060471_fp16_scalar_all_b0_p2,fp16_scalar_all,0,2,8,174760.46786,174760.469266,174760.468563,0.00140591600211,4.01553311999,9886545143
whole_precision_1785238060471_fp16_scalar_all_b0_p2,fp16_scalar_all,0,2,9,174760.969555,174760.970926,174760.970241,0.00137133200769,4.51721110899,9886649873
whole_precision_1785238060471_fp16_scalar_all_b0_p2,fp16_scalar_all,0,2,10,174761.471236,174761.472609,174761.471922,0.00137212200207,5.01889293198,9886754319
whole_precision_1785238060471_fp16_scalar_all_b0_p2,fp16_scalar_all,0,2,11,174761.972914,174761.974215,174761.973564,0.00130109299789,5.52053451451,9886858599
whole_precision_1785238060471_fp16_scalar_all_b0_p2,fp16_scalar_all,0,2,12,174762.474563,174762.475913,174762.475238,0.00134978498681,6.02220855147,9886962844
whole_precision_1785238060471_fp16_scalar_all_b0_p2,fp16_scalar_all,0,2,13,174762.97613,174762.977649,174762.976889,0.00151944998652,6.52385994399,9887067310
whole_precision_1785238060471_fp16_scalar_all_b0_p2,fp16_scalar_all,0,2,14,174763.478021,174763.479418,174763.478719,0.00139701602166,7.025689842,9887171880
whole_precision_1785238060471_fp16_scalar_all_b0_p2,fp16_scalar_all,0,2,15,174763.979783,174763.981196,174763.980489,0.00141258598887,7.52745974297,9887276696
