schema_version,experiment_kind,protocol_revision,run_id,session_id,session_index,session_order,session_role_index,stage,policy_position,policy,cell_id,bracket_index,orientation,role_index,role_id,role_position,role,variant,kernel_symbol,same_kernel_symbol_status,softmax_cols,grid_blocks,rows_per_block,threads_per_block,iters,logical_output_elements,elapsed_s,energy_trace_power_W,energy_trace_status,energy_trace_fit_point_count,energy_trace_r2,endpoint_delta_E_J,delta_E_J,idle_power_W,idle_elapsed_s,idle_delta_E_J,preheat_requested_s,preheat_actual_s,gpu_name,gpu_id,target_profile,compute_capability,cuda_binary_arch,cuda_pci_bus_id,binary_sha256,numerical_check_id,control_treatment_output_bit_identical,output_digest,output_equivalence_status,sink_digest,energy_trace_sample_count,energy_trace_update_count,energy_source,energy_integration_method,input_dtype,output_dtype,block_shared_bytes,registers_per_thread,runtime_sm_count,occupancy_max_blocks_per_sm,static_single_wave_capacity_blocks,static_single_wave_capacity_gate_pass,smid_total_blocks,smid_unique,smid_max_blocks_on_sm,smid_histogram_ok,calibration_mode,calibration_reference_variant,calibration_elapsed_s,calibration_iters,calibration_before_preheat,role_target_seconds,measurement_start_epoch_ms,measurement_end_epoch_ms,E_before_mJ,E_after_mJ,clock_sm_before_mhz,clock_sm_after_mhz,clock_mem_before_mhz,clock_mem_after_mhz,temp_before_C,temp_after_C
softmax_whole_stage_atc_raw_v1,softmax_whole_stage_operand_rate_atc,softmax_whole_stage_operand_rate_atc_v2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar_b0_r0_control_1785246580729,20260728_operand_rate_v2_final_exp_session02_BCA,2,BCA,0,exp,0,fp16_scalar,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar,0,forward,0,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar_b0_r0_control,control_before,control,control,whole_softmax_stage_atc_kernel_s1024_exp_fp16_scalar,pass,1024,41,2,256,5188415,435660830720,13.36977734375,209.26603057918683,pass,49,0.99991095778019212,2799.337,2797.8402344541068,138.33707376239656,1.0112328979885206,139.89099999999999,5,5.0271805419921876,NVIDIA GeForce RTX 3090,0,rtx3090,8.6,86,0000:01:00.0,5dff3859ad319cb37301e68cfc6fde00723e3a42110ca93adb44c05e97098167,whole_stage_atc_exp_fp16_scalar_bitwise_rowsum_sink_invariant_v2_pass,true,c83b2b55506a2d17f12489c672461b057fea2952d34734e7eec907de090229d7,pass,6c1d294ea493e55c4627199274a9a1b994420df0691ad5cbb1a46f363decde45,55,53,nvml_total_energy,guarded_interior_theil_sen,fp16,fp16,1536,39,82,6,492,true,41,41,1,true,per_stage_policy_treatment_before_common_preheat,treatment,13.393438476562499,5188415,true,13,1785246581765,1785246595058,10421391378,10424190715,1935,1935,9501,9501,61,64
softmax_whole_stage_atc_raw_v1,softmax_whole_stage_operand_rate_atc,softmax_whole_stage_operand_rate_atc_v2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar_b0_r1_treatment_1785246595160,20260728_operand_rate_v2_final_exp_session02_BCA,2,BCA,1,exp,0,fp16_scalar,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar,0,forward,1,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar_b0_r1_treatment,treatment_middle,treatment,treatment,whole_softmax_stage_atc_kernel_s1024_exp_fp16_scalar,pass,1024,41,2,256,5188415,435660830720,13.392443359374999,205.80607060896091,pass,49,0.99990839200396109,2804.0430000000001,2756.2461436460408,132.21746267445141,1.0070228039985523,133.14599999999999,5,5.0271805419921876,NVIDIA GeForce RTX 3090,0,rtx3090,8.6,86,0000:01:00.0,5dff3859ad319cb37301e68cfc6fde00723e3a42110ca93adb44c05e97098167,whole_stage_atc_exp_fp16_scalar_bitwise_rowsum_sink_invariant_v2_pass,true,c83b2b55506a2d17f12489c672461b057fea2952d34734e7eec907de090229d7,pass,6c1d294ea493e55c4627199274a9a1b994420df0691ad5cbb1a46f363decde45,56,54,nvml_total_energy,guarded_interior_theil_sen,fp16,fp16,1536,39,82,6,492,true,41,41,1,true,per_stage_policy_treatment_before_common_preheat,treatment,13.393438476562499,5188415,true,13,1785246596178,1785246609701,10424323861,10427127904,1935,1935,9501,9501,60,64
softmax_whole_stage_atc_raw_v1,softmax_whole_stage_operand_rate_atc,softmax_whole_stage_operand_rate_atc_v2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar_b0_r2_control_1785246609871,20260728_operand_rate_v2_final_exp_session02_BCA,2,BCA,2,exp,0,fp16_scalar,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar,0,forward,2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar_b0_r2_control,control_after,control,control,whole_softmax_stage_atc_kernel_s1024_exp_fp16_scalar,pass,1024,41,2,256,5188415,435660830720,13.3705517578125,210.55149490500406,pass,48,0.99985252179781736,2799.5700000000002,2815.1896603121518,132.52192172183169,1.0084142929990776,133.637,5,5.0271805419921876,NVIDIA GeForce RTX 3090,0,rtx3090,8.6,86,0000:01:00.0,5dff3859ad319cb37301e68cfc6fde00723e3a42110ca93adb44c05e97098167,whole_stage_atc_exp_fp16_scalar_bitwise_rowsum_sink_invariant_v2_pass,true,c83b2b55506a2d17f12489c672461b057fea2952d34734e7eec907de090229d7,pass,6c1d294ea493e55c4627199274a9a1b994420df0691ad5cbb1a46f363decde45,55,53,nvml_total_energy,guarded_interior_theil_sen,fp16,fp16,1536,39,82,6,492,true,41,41,1,true,per_stage_policy_treatment_before_common_preheat,treatment,13.393438476562499,5188415,true,13,1785246610887,1785246624089,10427261541,10430061111,1935,1935,9501,9501,59,64
softmax_whole_stage_atc_raw_v1,softmax_whole_stage_operand_rate_atc,softmax_whole_stage_operand_rate_atc_v2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar_b1_r0_treatment_1785246624283,20260728_operand_rate_v2_final_exp_session02_BCA,2,BCA,3,exp,0,fp16_scalar,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar,1,reverse,0,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar_b1_r0_treatment,treatment_before,treatment,treatment,whole_softmax_stage_atc_kernel_s1024_exp_fp16_scalar,pass,1024,41,2,256,5188415,435660830720,13.39218359375,206.5206438492626,pass,49,0.99992438000127271,2799.0279999999998,2765.7623783287813,131.17825181962158,1.0078271219972521,132.20500000000001,5,5.0271805419921876,NVIDIA GeForce RTX 3090,0,rtx3090,8.6,86,0000:01:00.0,5dff3859ad319cb37301e68cfc6fde00723e3a42110ca93adb44c05e97098167,whole_stage_atc_exp_fp16_scalar_bitwise_rowsum_sink_invariant_v2_pass,true,c83b2b55506a2d17f12489c672461b057fea2952d34734e7eec907de090229d7,pass,6c1d294ea493e55c4627199274a9a1b994420df0691ad5cbb1a46f363decde45,56,54,nvml_total_energy,guarded_interior_theil_sen,fp16,fp16,1536,39,82,6,492,true,41,41,1,true,per_stage_policy_treatment_before_common_preheat,treatment,13.393438476562499,5188415,true,13,1785246625299,1785246638801,10430193316,10432992344,1935,1935,9501,9501,59,64
softmax_whole_stage_atc_raw_v1,softmax_whole_stage_operand_rate_atc,softmax_whole_stage_operand_rate_atc_v2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar_b1_r1_control_1785246638942,20260728_operand_rate_v2_final_exp_session02_BCA,2,BCA,4,exp,0,fp16_scalar,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar,1,reverse,1,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar_b1_r1_control,control_middle,control,control,whole_softmax_stage_atc_kernel_s1024_exp_fp16_scalar,pass,1024,41,2,256,5188415,435660830720,13.3663173828125,203.80494755965785,pass,49,0.99991997271481892,2782.136,2724.1216132698446,129.13870116532317,1.0065301790018566,129.982,5,5.0271805419921876,NVIDIA GeForce RTX 3090,0,rtx3090,8.6,86,0000:01:00.0,5dff3859ad319cb37301e68cfc6fde00723e3a42110ca93adb44c05e97098167,whole_stage_atc_exp_fp16_scalar_bitwise_rowsum_sink_invariant_v2_pass,true,c83b2b55506a2d17f12489c672461b057fea2952d34734e7eec907de090229d7,pass,6c1d294ea493e55c4627199274a9a1b994420df0691ad5cbb1a46f363decde45,56,54,nvml_total_energy,guarded_interior_theil_sen,fp16,fp16,1536,39,82,6,492,true,41,41,1,true,per_stage_policy_treatment_before_common_preheat,treatment,13.393438476562499,5188415,true,13,1785246639958,1785246653049,10433122326,10435904462,1950,1935,9501,9501,59,64
softmax_whole_stage_atc_raw_v1,softmax_whole_stage_operand_rate_atc,softmax_whole_stage_operand_rate_atc_v2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar_b1_r2_treatment_1785246653268,20260728_operand_rate_v2_final_exp_session02_BCA,2,BCA,5,exp,0,fp16_scalar,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar,1,reverse,2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16_scalar_b1_r2_treatment,treatment_after,treatment,treatment,whole_softmax_stage_atc_kernel_s1024_exp_fp16_scalar,pass,1024,41,2,256,5188415,435660830720,13.352726562499999,206.18446990399661,pass,49,0.99992927883780969,2803.384,2753.124848062077,129.16458237361815,1.0106021139945369,130.53399999999999,5,5.0271805419921876,NVIDIA GeForce RTX 3090,0,rtx3090,8.6,86,0000:01:00.0,5dff3859ad319cb37301e68cfc6fde00723e3a42110ca93adb44c05e97098167,whole_stage_atc_exp_fp16_scalar_bitwise_rowsum_sink_invariant_v2_pass,true,c83b2b55506a2d17f12489c672461b057fea2952d34734e7eec907de090229d7,pass,6c1d294ea493e55c4627199274a9a1b994420df0691ad5cbb1a46f363decde45,56,54,nvml_total_energy,guarded_interior_theil_sen,fp16,fp16,1536,39,82,6,492,true,41,41,1,true,per_stage_policy_treatment_before_common_preheat,treatment,13.393438476562499,5188415,true,13,1785246654292,1785246667809,10436034996,10438838380,1950,1935,9501,9501,59,64
softmax_whole_stage_atc_raw_v1,softmax_whole_stage_operand_rate_atc,softmax_whole_stage_operand_rate_atc_v2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16x2_b0_r0_control_1785246667985,20260728_operand_rate_v2_final_exp_session02_BCA,2,BCA,6,exp,1,fp16x2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16x2,0,forward,0,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16x2_b0_r0_control,control_before,control,control,whole_softmax_stage_atc_kernel_s1024_exp_fp16x2,pass,1024,41,2,256,8122661,682043598848,13.357163085937501,225.47802494900776,pass,48,0.99977208152697539,2994.8209999999999,3011.7467515389812,130.44539173723004,1.0115650560182985,131.95400000000001,5,5.0271805419921876,NVIDIA GeForce RTX 3090,0,rtx3090,8.6,86,0000:01:00.0,5dff3859ad319cb37301e68cfc6fde00723e3a42110ca93adb44c05e97098167,whole_stage_atc_exp_fp16x2_bitwise_rowsum_sink_invariant_v2_pass,true,c83b2b55506a2d17f12489c672461b057fea2952d34734e7eec907de090229d7,pass,51ee9a0b6e7c8750f7860960547774566ce9a02d15c5f9697c82727fcea9e94b,55,53,nvml_total_energy,guarded_interior_theil_sen,fp16,fp16,1024,40,82,6,492,true,41,41,1,true,per_stage_policy_treatment_before_common_preheat,treatment,13.3877587890625,8122661,true,13,1785246669004,1785246682326,10438970334,10441965155,1950,1935,9501,9501,59,65
softmax_whole_stage_atc_raw_v1,softmax_whole_stage_operand_rate_atc,softmax_whole_stage_operand_rate_atc_v2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16x2_b0_r1_treatment_1785246682415,20260728_operand_rate_v2_final_exp_session02_BCA,2,BCA,7,exp,1,fp16x2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16x2,0,forward,1,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16x2_b0_r1_treatment,treatment_middle,treatment,treatment,whole_softmax_stage_atc_kernel_s1024_exp_fp16x2,pass,1024,41,2,256,8122661,682043598848,13.35144921875,223.13290216983967,pass,49,0.99992446793767908,3024.9050000000002,2979.147612352926,130.420336382004,1.0034784729941748,130.874,5,5.0271805419921876,NVIDIA GeForce RTX 3090,0,rtx3090,8.6,86,0000:01:00.0,5dff3859ad319cb37301e68cfc6fde00723e3a42110ca93adb44c05e97098167,whole_stage_atc_exp_fp16x2_bitwise_rowsum_sink_invariant_v2_pass,true,c83b2b55506a2d17f12489c672461b057fea2952d34734e7eec907de090229d7,pass,51ee9a0b6e7c8750f7860960547774566ce9a02d15c5f9697c82727fcea9e94b,56,54,nvml_total_energy,guarded_interior_theil_sen,fp16,fp16,1024,40,82,6,492,true,41,41,1,true,per_stage_policy_treatment_before_common_preheat,treatment,13.3877587890625,8122661,true,13,1785246683430,1785246696840,10442096029,10445120934,1935,1935,9501,9501,59,66
softmax_whole_stage_atc_raw_v1,softmax_whole_stage_operand_rate_atc,softmax_whole_stage_operand_rate_atc_v2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16x2_b0_r2_control_1785246697086,20260728_operand_rate_v2_final_exp_session02_BCA,2,BCA,8,exp,1,fp16x2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16x2,0,forward,2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16x2_b0_r2_control,control_after,control,control,whole_softmax_stage_atc_kernel_s1024_exp_fp16x2,pass,1024,41,2,256,8122661,682043598848,13.360958984374999,220.59899649353224,pass,48,0.99989343670569175,2982.6320000000001,2947.4141441443685,128.00767306580136,1.0125643009960186,129.61600000000001,5,5.0271805419921876,NVIDIA GeForce RTX 3090,0,rtx3090,8.6,86,0000:01:00.0,5dff3859ad319cb37301e68cfc6fde00723e3a42110ca93adb44c05e97098167,whole_stage_atc_exp_fp16x2_bitwise_rowsum_sink_invariant_v2_pass,true,c83b2b55506a2d17f12489c672461b057fea2952d34734e7eec907de090229d7,pass,51ee9a0b6e7c8750f7860960547774566ce9a02d15c5f9697c82727fcea9e94b,55,53,nvml_total_energy,guarded_interior_theil_sen,fp16,fp16,1024,40,82,6,492,true,41,41,1,true,per_stage_policy_treatment_before_common_preheat,treatment,13.3877587890625,8122661,true,13,1785246698108,1785246711503,10445261807,10448244439,1935,1935,9501,9501,60,66
softmax_whole_stage_atc_raw_v1,softmax_whole_stage_operand_rate_atc,softmax_whole_stage_operand_rate_atc_v2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16x2_b1_r0_treatment_1785246711546,20260728_operand_rate_v2_final_exp_session02_BCA,2,BCA,9,exp,1,fp16x2,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16x2,1,reverse,0,20260728_operand_rate_v2_final_exp_session02_BCA_exp_fp16x2_b1_r0_treatment,treatment_before,treatment,treatment,whole_softmax_stage_atc_kernel_s1024_exp_fp16x2,pass,1024,41,2,256,8122661,682043598848,13.352046874999999,226.08124722557494,pass,48,0.99992084906542866,3010.1109999999999,3018.6474105143402,133.4634213407744,1.0035708560026251,133.94,5,5.0271805419921876,NVIDIA GeForce RTX 3090,0,rtx3090,8.6,86,0000:01:00.0,5dff3859ad319cb37301e68cfc6fde00723e3a42110ca93adb44c05e97098167,whole_stage_atc_exp_fp16x2_bitwise_rowsum_sink_invariant_v2_pass,true,c83b2b55506a2d17f12489c672461b057fea2952d34734e7eec907de090229d7,pass,51ee9a0b6e7c8750f7860960547774566ce9a02d15c5f9697c82727fcea9e94b,55,53,nvml_total_energy,guarded_interior_theil_sen,fp16,fp16,1024,40,82,6,492,true,41,41,1,true,per_stage_policy_treatment_before_common_preheat,treatment,13.3877587890625,8122661,true,13,1785246712561,1785246725866,10448378379,10451388490,1935,1935,9501,9501,60,66
