schema_version,experiment_kind,protocol_revision,design_id,stage_group,session_order,run_id,session_id,schedule_id,schedule_block,sequence_index,policy,role,input_dtype,output_dtype,exp_stage,reduction_stage,normalization_stage,policy_description,gpu_id,gpu_name,compute_capability,cuda_pci_bus_id,cuda_binary_arch,runtime_sm_count,occupancy_max_blocks_per_sm,smid_unique,smid_total_blocks,smid_max_blocks_on_sm,smid_histogram_ok,grid_blocks,rows_per_block,softmax_cols,logit_scale,seed,iters,logical_input_elements,logical_output_elements,physical_input_bytes,physical_output_bytes,elapsed_s,ns_per_output_element,gelement_per_s,idle_elapsed_s,idle_delta_E_J,idle_power_W,preheat_requested_s,preheat_actual_s,preheat_policy,conditioning_mode,conditioning_policy,conditioning_requested_s,conditioning_actual_s,preparation_order,preparation_policy_order,validation_before_conditioning,calibration_before_conditioning,conditioning_calibration,premeasurement_schedule_warmup,E_before_mJ,E_after_mJ,endpoint_delta_E_J,delta_E_J,net_E_J,gross_pJ_per_output_element,net_pJ_per_output_element,energy_trace_sample_count,energy_trace_update_count,energy_trace_fit_point_count,energy_trace_power_W,energy_trace_r2,energy_trace_rmse_mJ,energy_trace_max_query_latency_s,energy_trace_status,energy_source,measurement_scope,clock_sm_before_mhz,clock_sm_after_mhz,temp_before_C,temp_after_C,validation_id,validation_max_abs_error,validation_max_row_sum_error,validation_max_abs_gate,validation_max_row_sum_gate,validation_pass,validation_nonfinite_count,validation_underflow_count,binary_sha256,notes
softmax_whole_precision_v3,whole_softmax_targeted_confirmation,whole_softmax_precision_canonical_common_v1,targeted_confirmation_abba_v1,exp_packed,BA,whole_precision_1785126699143_exp_fp16x2_b0_p0,20260727_abba_confirm_v1_exp_packed_session06_BA,"exp_fp16x2,fp16_io_fp32_all",0,0,exp_fp16x2,whole_softmax,fp16,fp16,fp16x2_packed,fp32,fp32,packed FP16x2 EX2 only; reduction and normalization remain FP32,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,6,16,16,1,true,16,2,512,4,5573589319906701683,10929219,179064324096,179064324096,358128648192,358128648192,13.6031474609,0.0759679379442,13.1634479895,1.056365048,133.377,126.260330416,20,19.8864622803,fp16_io_fp32_all,canonical_common_v1,fp16_io_fp32_all,20,19.8864622803,canonical_policy_enum_ascending,"fp16_io_fp32_all,exp_fp16x2",true,true,one_second_and_role_iters_precomputed_before_conditioning,none,7955654021,7957942878,2288.857,2126.96000823,409.422115113,11878.1896895,2286.45274361,31,29,24,156.357932187,0.999897323881,5602.27464903,0.00540189100138,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1965,1965,55,56,whole_precision_fp64_semantic_input_v1_pass,7.54756081836e-06,0.000136375427246,0.005,0.01,true,0,511,ad33175b238804b97aaab77afe4de665215bd786e5e7c637c5f789ae41b5f2a9,"harness_revision=whole_softmax_precision_v2;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp16_io_fp32_all;preheat_actual_s=19.8865;conditioning_mode=canonical_common_v1;preparation_order=canonical_policy_enum_ascending;preparation_policy_order=fp16_io_fp32_all,exp_fp16x2;premeasurement_schedule_warmup=none;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=55->56;"
softmax_whole_precision_v3,whole_softmax_targeted_confirmation,whole_softmax_precision_canonical_common_v1,targeted_confirmation_abba_v1,exp_packed,BA,whole_precision_1785126713177_fp16_io_fp32_all_b0_p1,20260727_abba_confirm_v1_exp_packed_session06_BA,"exp_fp16x2,fp16_io_fp32_all",0,1,fp16_io_fp32_all,whole_softmax,fp16,fp16,fp32,fp32,fp32,FP16 input/output with FP32 exp/reduction/normalization,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,6,16,16,1,true,16,2,512,4,5573589319906701683,11071545,181396193280,181396193280,362792386560,362792386560,13.5799570313,0.0748635171758,13.3576411812,1.064900562,131.629,123.606846214,20,19.8864622803,fp16_io_fp32_all,canonical_common_v1,fp16_io_fp32_all,20,19.8864622803,canonical_policy_enum_ascending,"fp16_io_fp32_all,exp_fp16x2",true,true,one_second_and_role_iters_precomputed_before_conditioning,none,7958074507,7960360974,2286.467,2134.88441225,456.308751901,11769.1797917,2515.53653718,31,29,24,157.208480656,0.999902648654,5445.32841261,0.00549304900051,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1965,1965,55,56,whole_precision_fp64_semantic_input_v1_pass,3.54528288365e-06,0.000136375427246,0.005,0.01,true,0,511,ad33175b238804b97aaab77afe4de665215bd786e5e7c637c5f789ae41b5f2a9,"harness_revision=whole_softmax_precision_v2;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp16_io_fp32_all;preheat_actual_s=19.8865;conditioning_mode=canonical_common_v1;preparation_order=canonical_policy_enum_ascending;preparation_policy_order=fp16_io_fp32_all,exp_fp16x2;premeasurement_schedule_warmup=none;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=55->56;"
