schema_version,experiment_kind,protocol_revision,design_id,stage_group,session_order,run_id,session_id,schedule_id,schedule_block,sequence_index,policy,role,input_dtype,output_dtype,exp_stage,reduction_stage,normalization_stage,policy_description,gpu_id,gpu_name,compute_capability,cuda_pci_bus_id,cuda_binary_arch,runtime_sm_count,occupancy_max_blocks_per_sm,smid_unique,smid_total_blocks,smid_max_blocks_on_sm,smid_histogram_ok,grid_blocks,rows_per_block,softmax_cols,logit_scale,seed,iters,logical_input_elements,logical_output_elements,physical_input_bytes,physical_output_bytes,elapsed_s,ns_per_output_element,gelement_per_s,idle_elapsed_s,idle_delta_E_J,idle_power_W,preheat_requested_s,preheat_actual_s,preheat_policy,conditioning_mode,conditioning_policy,conditioning_requested_s,conditioning_actual_s,preparation_order,preparation_policy_order,validation_before_conditioning,calibration_before_conditioning,conditioning_calibration,premeasurement_schedule_warmup,E_before_mJ,E_after_mJ,endpoint_delta_E_J,delta_E_J,net_E_J,gross_pJ_per_output_element,net_pJ_per_output_element,energy_trace_sample_count,energy_trace_update_count,energy_trace_fit_point_count,energy_trace_power_W,energy_trace_r2,energy_trace_rmse_mJ,energy_trace_max_query_latency_s,energy_trace_status,energy_source,measurement_scope,clock_sm_before_mhz,clock_sm_after_mhz,temp_before_C,temp_after_C,validation_id,validation_max_abs_error,validation_max_row_sum_error,validation_max_abs_gate,validation_max_row_sum_gate,validation_pass,validation_nonfinite_count,validation_underflow_count,binary_sha256,notes
softmax_whole_precision_v3,whole_softmax_targeted_confirmation,whole_softmax_precision_canonical_common_v1,targeted_confirmation_abba_v1,reduction_scalar,BA,whole_precision_1785126649383_reduction_fp16_scalar_b0_p0,20260727_abba_confirm_v1_reduction_scalar_session05_BA,"reduction_fp16_scalar,fp16_io_fp32_all",0,0,reduction_fp16_scalar,whole_softmax,fp16,fp16,fp32,fp16_scalar,fp32,scalar FP16 max and sum reduction only,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,6,16,16,1,true,16,2,512,4,5573589319906701683,6740741,110440300544,110440300544,220880601088,220880601088,13.6566230469,0.123656156128,8.08694068548,1.049504102,136.141,129.719359592,20,19.9665769043,fp16_io_fp32_all,canonical_common_v1,fp16_io_fp32_all,20,19.9665769043,canonical_policy_enum_ascending,"fp16_io_fp32_all,reduction_fp16_scalar",true,true,one_second_and_role_iters_precomputed_before_conditioning,none,7947412323,7949664780,2252.457,2072.73709897,301.208703147,18767.9414921,2727.34410956,30,28,23,151.775229635,0.999714828781,8968.57433074,0.00535863700497,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1965,1965,55,56,whole_precision_fp64_semantic_input_v1_pass,8.57576857502e-06,0.000624656677246,0.005,0.01,true,0,511,ad33175b238804b97aaab77afe4de665215bd786e5e7c637c5f789ae41b5f2a9,"harness_revision=whole_softmax_precision_v2;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp16_io_fp32_all;preheat_actual_s=19.9666;conditioning_mode=canonical_common_v1;preparation_order=canonical_policy_enum_ascending;preparation_policy_order=fp16_io_fp32_all,reduction_fp16_scalar;premeasurement_schedule_warmup=none;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=55->56;"
softmax_whole_precision_v3,whole_softmax_targeted_confirmation,whole_softmax_precision_canonical_common_v1,targeted_confirmation_abba_v1,reduction_scalar,BA,whole_precision_1785126663511_fp16_io_fp32_all_b0_p1,20260727_abba_confirm_v1_reduction_scalar_session05_BA,"reduction_fp16_scalar,fp16_io_fp32_all",0,1,fp16_io_fp32_all,whole_softmax,fp16,fp16,fp32,fp32,fp32,FP16 input/output with FP32 exp/reduction/normalization,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,6,16,16,1,true,16,2,512,4,5573589319906701683,11128946,182336651264,182336651264,364673302528,364673302528,13.6552939453,0.0748905601296,13.3528177419,1.008449283,118.362,117.370305077,20,19.9665769043,fp16_io_fp32_all,canonical_common_v1,fp16_io_fp32_all,20,19.9665769043,canonical_policy_enum_ascending,"fp16_io_fp32_all,reduction_fp16_scalar",true,true,one_second_and_role_iters_precomputed_before_conditioning,none,7949783142,7952101765,2318.623,2152.91663437,550.190618101,11807.3718007,3017.44391096,31,29,24,157.661683666,0.99991572045,5128.79424823,0.00557392500195,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1965,1965,54,57,whole_precision_fp64_semantic_input_v1_pass,3.54528288365e-06,0.000136375427246,0.005,0.01,true,0,511,ad33175b238804b97aaab77afe4de665215bd786e5e7c637c5f789ae41b5f2a9,"harness_revision=whole_softmax_precision_v2;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp16_io_fp32_all;preheat_actual_s=19.9666;conditioning_mode=canonical_common_v1;preparation_order=canonical_policy_enum_ascending;preparation_policy_order=fp16_io_fp32_all,reduction_fp16_scalar;premeasurement_schedule_warmup=none;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=54->57;"
