schema_version,experiment_kind,protocol_revision,design_id,stage_group,session_order,run_id,session_id,schedule_id,schedule_block,sequence_index,policy,role,input_dtype,output_dtype,exp_stage,reduction_stage,normalization_stage,policy_description,gpu_id,gpu_name,compute_capability,cuda_pci_bus_id,cuda_binary_arch,runtime_sm_count,occupancy_max_blocks_per_sm,smid_unique,smid_total_blocks,smid_max_blocks_on_sm,smid_histogram_ok,grid_blocks,rows_per_block,softmax_cols,logit_scale,seed,iters,logical_input_elements,logical_output_elements,physical_input_bytes,physical_output_bytes,elapsed_s,ns_per_output_element,gelement_per_s,idle_elapsed_s,idle_delta_E_J,idle_power_W,preheat_requested_s,preheat_actual_s,preheat_policy,conditioning_mode,conditioning_policy,conditioning_requested_s,conditioning_actual_s,preparation_order,preparation_policy_order,validation_before_conditioning,calibration_before_conditioning,conditioning_calibration,premeasurement_schedule_warmup,E_before_mJ,E_after_mJ,endpoint_delta_E_J,delta_E_J,net_E_J,gross_pJ_per_output_element,net_pJ_per_output_element,energy_trace_sample_count,energy_trace_update_count,energy_trace_fit_point_count,energy_trace_power_W,energy_trace_r2,energy_trace_rmse_mJ,energy_trace_max_query_latency_s,energy_trace_status,energy_source,measurement_scope,clock_sm_before_mhz,clock_sm_after_mhz,temp_before_C,temp_after_C,validation_id,validation_max_abs_error,validation_max_row_sum_error,validation_max_abs_gate,validation_max_row_sum_gate,validation_pass,validation_nonfinite_count,validation_underflow_count,binary_sha256,notes
softmax_whole_precision_v3,whole_softmax_targeted_confirmation,whole_softmax_precision_canonical_common_v1,targeted_confirmation_abba_v1,reduction_scalar,AB,whole_precision_1785126748885_fp16_io_fp32_all_b0_p0,20260727_abba_confirm_v1_reduction_scalar_session06_AB,"fp16_io_fp32_all,reduction_fp16_scalar",0,0,fp16_io_fp32_all,whole_softmax,fp16,fp16,fp32,fp32,fp32,FP16 input/output with FP32 exp/reduction/normalization,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,6,16,16,1,true,16,2,512,4,5573589319906701683,11133923,182418194432,182418194432,364836388864,364836388864,13.6732070312,0.0749552810443,13.341288113,1.02817912,119.635,116.356185097,20,19.9612434082,fp16_io_fp32_all,canonical_common_v1,fp16_io_fp32_all,20,19.9612434082,canonical_policy_enum_ascending,"fp16_io_fp32_all,reduction_fp16_scalar",true,true,one_second_and_role_iters_precomputed_before_conditioning,none,7963913579,7966211294,2297.715,2124.1612944,533.1990862,11644.4595947,2922.94903949,31,30,24,155.352090372,0.999915861743,5006.02847892,0.00517291900178,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1965,1965,55,55,whole_precision_fp64_semantic_input_v1_pass,3.54528288365e-06,0.000136375427246,0.005,0.01,true,0,511,ad33175b238804b97aaab77afe4de665215bd786e5e7c637c5f789ae41b5f2a9,"harness_revision=whole_softmax_precision_v2;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp16_io_fp32_all;preheat_actual_s=19.9612;conditioning_mode=canonical_common_v1;preparation_order=canonical_policy_enum_ascending;preparation_policy_order=fp16_io_fp32_all,reduction_fp16_scalar;premeasurement_schedule_warmup=none;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=55->55;"
softmax_whole_precision_v3,whole_softmax_targeted_confirmation,whole_softmax_precision_canonical_common_v1,targeted_confirmation_abba_v1,reduction_scalar,AB,whole_precision_1785126764668_reduction_fp16_scalar_b0_p1,20260727_abba_confirm_v1_reduction_scalar_session06_AB,"fp16_io_fp32_all,reduction_fp16_scalar",0,1,reduction_fp16_scalar,whole_softmax,fp16,fp16,fp32,fp16_scalar,fp32,scalar FP16 max and sum reduction only,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,6,16,16,1,true,16,2,512,4,5573589319906701683,6740771,110440792064,110440792064,220881584128,220881584128,13.6630869141,0.123714133688,8.08315081055,1.052541966,132.571,125.953172684,20,19.9612434082,fp16_io_fp32_all,canonical_common_v1,fp16_io_fp32_all,20,19.9612434082,canonical_policy_enum_ascending,"fp16_io_fp32_all,reduction_fp16_scalar",true,true,one_second_and_role_iters_precomputed_before_conditioning,none,7966343865,7968568017,2224.152,2086.61794419,365.708798716,18893.5438183,3311.35617448,31,29,24,152.719364029,0.999924654164,4628.73892342,0.00551429700135,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1965,1965,55,55,whole_precision_fp64_semantic_input_v1_pass,8.57576857502e-06,0.000624656677246,0.005,0.01,true,0,511,ad33175b238804b97aaab77afe4de665215bd786e5e7c637c5f789ae41b5f2a9,"harness_revision=whole_softmax_precision_v2;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp16_io_fp32_all;preheat_actual_s=19.9612;conditioning_mode=canonical_common_v1;preparation_order=canonical_policy_enum_ascending;preparation_policy_order=fp16_io_fp32_all,reduction_fp16_scalar;premeasurement_schedule_warmup=none;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=55->55;"
