schema_version,experiment_kind,protocol_revision,design_id,stage_group,session_order,run_id,session_id,schedule_id,schedule_block,sequence_index,policy,role,input_dtype,output_dtype,exp_stage,reduction_stage,normalization_stage,policy_description,gpu_id,gpu_name,compute_capability,cuda_pci_bus_id,cuda_binary_arch,runtime_sm_count,occupancy_max_blocks_per_sm,smid_unique,smid_total_blocks,smid_max_blocks_on_sm,smid_histogram_ok,grid_blocks,rows_per_block,softmax_cols,logit_scale,seed,iters,logical_input_elements,logical_output_elements,physical_input_bytes,physical_output_bytes,elapsed_s,ns_per_output_element,gelement_per_s,idle_elapsed_s,idle_delta_E_J,idle_power_W,preheat_requested_s,preheat_actual_s,preheat_policy,conditioning_mode,conditioning_policy,conditioning_requested_s,conditioning_actual_s,preparation_order,preparation_policy_order,validation_before_conditioning,calibration_before_conditioning,conditioning_calibration,premeasurement_schedule_warmup,E_before_mJ,E_after_mJ,endpoint_delta_E_J,delta_E_J,net_E_J,gross_pJ_per_output_element,net_pJ_per_output_element,energy_trace_sample_count,energy_trace_update_count,energy_trace_fit_point_count,energy_trace_power_W,energy_trace_r2,energy_trace_rmse_mJ,energy_trace_max_query_latency_s,energy_trace_status,energy_source,measurement_scope,clock_sm_before_mhz,clock_sm_after_mhz,temp_before_C,temp_after_C,validation_id,validation_max_abs_error,validation_max_row_sum_error,validation_max_abs_gate,validation_max_row_sum_gate,validation_pass,validation_nonfinite_count,validation_underflow_count,binary_sha256,notes
softmax_whole_precision_v3,whole_softmax_targeted_confirmation,whole_softmax_precision_canonical_common_v1,targeted_confirmation_abba_v1,exp_packed,BA,whole_precision_1785126397851_exp_fp16x2_b0_p0,20260727_abba_confirm_v1_exp_packed_session03_BA,"exp_fp16x2,fp16_io_fp32_all",0,0,exp_fp16x2,whole_softmax,fp16,fp16,fp16x2_packed,fp32,fp32,packed FP16x2 EX2 only; reduction and normalization remain FP32,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,6,16,16,1,true,16,2,512,4,5573589319906701683,10973014,179781861376,179781861376,359563722752,359563722752,13.6610117188,0.0759865962795,13.1602157349,1.028901834,131.267,127.579712332,20,19.964677002,fp16_io_fp32_all,canonical_common_v1,fp16_io_fp32_all,20,19.964677002,canonical_policy_enum_ascending,"fp16_io_fp32_all,exp_fp16x2",true,true,one_second_and_role_iters_precomputed_before_conditioning,none,7906386847,7908664054,2277.207,2117.08156023,374.213614991,11775.8351372,2081.48704284,31,29,23,154.972530865,0.99995598979,3512.88505444,0.00450788699527,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1965,1965,54,55,whole_precision_fp64_semantic_input_v1_pass,7.54756081836e-06,0.000136375427246,0.005,0.01,true,0,511,ad33175b238804b97aaab77afe4de665215bd786e5e7c637c5f789ae41b5f2a9,"harness_revision=whole_softmax_precision_v2;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp16_io_fp32_all;preheat_actual_s=19.9647;conditioning_mode=canonical_common_v1;preparation_order=canonical_policy_enum_ascending;preparation_policy_order=fp16_io_fp32_all,exp_fp16x2;premeasurement_schedule_warmup=none;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=54->55;"
softmax_whole_precision_v3,whole_softmax_targeted_confirmation,whole_softmax_precision_canonical_common_v1,targeted_confirmation_abba_v1,exp_packed,BA,whole_precision_1785126412014_fp16_io_fp32_all_b0_p1,20260727_abba_confirm_v1_exp_packed_session03_BA,"exp_fp16x2,fp16_io_fp32_all",0,1,fp16_io_fp32_all,whole_softmax,fp16,fp16,fp32,fp32,fp32,FP16 input/output with FP32 exp/reduction/normalization,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,6,16,16,1,true,16,2,512,4,5573589319906701683,11133826,182416605184,182416605184,364833210368,364833210368,13.6574208984,0.0748693951664,13.3565924738,1.021589245,129.472,126.735868289,20,19.964677002,fp16_io_fp32_all,canonical_common_v1,fp16_io_fp32_all,20,19.964677002,canonical_policy_enum_ascending,"fp16_io_fp32_all,exp_fp16x2",true,true,one_second_and_role_iters_precomputed_before_conditioning,none,7908793526,7911080390,2286.864,2134.60806089,403.722964731,11701.8297689,2213.1919642,31,29,24,156.296571421,0.99988975803,5789.10502169,0.00524145600502,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1965,1965,54,55,whole_precision_fp64_semantic_input_v1_pass,3.54528288365e-06,0.000136375427246,0.005,0.01,true,0,511,ad33175b238804b97aaab77afe4de665215bd786e5e7c637c5f789ae41b5f2a9,"harness_revision=whole_softmax_precision_v2;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp16_io_fp32_all;preheat_actual_s=19.9647;conditioning_mode=canonical_common_v1;preparation_order=canonical_policy_enum_ascending;preparation_policy_order=fp16_io_fp32_all,exp_fp16x2;premeasurement_schedule_warmup=none;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=54->55;"
