mode,target_profile,W_SM_KiB,blocks_per_SM,active_SM,reuse_factor,load_repeat,store_repeat,global_warmup_passes,l2_residency_policy,l2_address_layout,n_gpu_active,gpu_list,valid,regime,reason,measurement_policy,resolved_iters,command
reg_operand_only,rtx3090,2048,8,82,1,1,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,tensor_pair_locked_iters,121483845,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_rerun1_tensor.csv --verify-smid 1 --iters 121483845
reg_mma,rtx3090,2048,8,82,1,1,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,tensor_pair_locked_iters,121483845,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_rerun1_tensor.csv --verify-smid 1 --iters 121483845
reg_operand_only,rtx3090,2048,8,82,2,1,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,tensor_pair_locked_iters,60190335,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 2 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_rerun1_tensor.csv --verify-smid 1 --iters 60190335
reg_mma,rtx3090,2048,8,82,2,1,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,tensor_pair_locked_iters,60190335,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 2 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_rerun1_tensor.csv --verify-smid 1 --iters 60190335
reg_operand_only,rtx3090,2048,8,82,4,1,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,tensor_pair_locked_iters,31107476,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 4 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_rerun1_tensor.csv --verify-smid 1 --iters 31107476
reg_mma,rtx3090,2048,8,82,4,1,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,tensor_pair_locked_iters,31107476,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 4 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_rerun1_tensor.csv --verify-smid 1 --iters 31107476
reg_operand_only,rtx3090,2048,8,82,8,1,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,tensor_pair_locked_iters,15850800,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 8 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_rerun1_tensor.csv --verify-smid 1 --iters 15850800
reg_mma,rtx3090,2048,8,82,8,1,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,tensor_pair_locked_iters,15850800,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 8 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_rerun1_tensor.csv --verify-smid 1 --iters 15850800
reg_operand_only,rtx3090,2048,8,82,16,1,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,tensor_pair_locked_iters,7986794,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 16 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_rerun1_tensor.csv --verify-smid 1 --iters 7986794
reg_mma,rtx3090,2048,8,82,16,1,1,1,normal,contiguous,1,0,True,dram_mixed_streaming,full-GPU working set exceeds nominal L2,tensor_pair_locked_iters,7986794,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 2048 --blocks-per-sm 8 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 16 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_rerun1_tensor.csv --verify-smid 1 --iters 7986794
