session_id,session_index,session_order,stage,policy,policy_position,cell_id,bracket_index,orientation,bracket_schedule,interpolation_weight,treatment_power_at_contrast_W,control_power_at_contrast_W,delta_power_W,bracket_delta_power_W,treatment_result_rate_Gelement_per_s,normalization_source,atc_delta_pJ_per_logical_output_element,effect_pJ_per_logical_output,same_iter_gross_board_energy_contrast_pJ_per_logical_output,treatment_elapsed_at_contrast_s,control_elapsed_at_contrast_s,treatment_over_control_elapsed_ratio,treatment_energy_at_contrast_J,control_energy_at_contrast_J,diagnostic_uses_idle,logical_output_elements_per_role,minimum_trace_fit_points,minimum_trace_r2,max_query_latency_s,idle_power_W_diagnostic_mean,temperature_min_C,temperature_max_C,temperature_span_C,sm_clock_min_mhz,sm_clock_max_mhz,sm_clock_span_fraction,primary_uses_idle,quality_status,session_effect_pJ_per_logical_output,session_same_iter_gross_board_energy_contrast_pJ_per_logical_output
20260728_operand_rate_v2_final_normalization_session03_CAB,3,CAB,normalization,fp16_scalar,2,20260728_operand_rate_v2_final_normalization_session03_CAB_normalization_fp16_scalar,0,forward,C-T-C,0.5001223472236952,208.7186587270666,204.97199644785974,3.7466622792068733,3.7466622792068733,34.9003921058877,middle_treatment_result_rate,107.35301390997299,107.35301390997299,106.83641543615765,13.353033203125,13.354133650608013,0.9999175949925465,2787.027180094236,2737.238622648315,false,466026094592,49,0.9997840667050757,0.00577651200001128,133.57144550583482,60.0,65.0,5.0,1935.0,1935.0,0.0,false,pass,35.77772114274893,38.020759805922445
20260728_operand_rate_v2_final_normalization_session03_CAB,3,CAB,normalization,fp16_scalar,2,20260728_operand_rate_v2_final_normalization_session03_CAB_normalization_fp16_scalar,1,reverse,T-C-T,0.5002916349581937,205.1244486161765,206.37359328777356,-1.2491446715970653,-1.2491446715970653,34.89467622834543,interpolated_outer_treatment_result_rate,-35.79757162447513,-35.79757162447513,-30.794895824312757,13.355220497080316,13.34391796875,1.000847017222137,2739.481074713854,2753.832299748226,false,466026094592,49,0.9999166061292297,0.005211090989178047,129.3826711655894,59.0,64.0,5.0,1935.0,1935.0,0.0,false,pass,35.77772114274893,38.020759805922445
20260728_operand_rate_v2_final_normalization_session03_CAB,3,CAB,normalization,fp16x2,0,20260728_operand_rate_v2_final_normalization_session03_CAB_normalization_fp16x2,0,forward,C-T-C,0.4975158327176456,225.65339340407112,226.22865846774192,-0.5752650636707983,-0.5752650636707983,52.89152115781308,middle_treatment_result_rate,-10.876319135431423,-10.876319135431423,48.42460663922565,13.3962685546875,13.210539797613597,1.0140591345939893,3022.913458317486,2988.602250657249,false,708549021696,48,0.9999161630767055,0.008364787994651124,132.73929525991574,60.0,67.0,7.0,1935.0,1935.0,0.0,false,pass,-57.53645091305789,1.0317405013672243
20260728_operand_rate_v2_final_normalization_session03_CAB,3,CAB,normalization,fp16x2,0,20260728_operand_rate_v2_final_normalization_session03_CAB_normalization_fp16x2,1,reverse,T-C-T,0.5069666913628935,226.27351399628503,231.78417644534943,-5.510662449064398,-5.510662449064398,52.88717064189357,interpolated_outer_treatment_result_rate,-104.19658269068437,-104.19658269068437,-46.3611256364912,13.39737054744169,13.220572265625,1.0133729673923713,3031.470324509657,3064.3194547241183,false,708549021696,47,0.9998468533992723,0.0057733999856282026,132.7704706568533,60.0,67.0,7.0,1935.0,1935.0,0.0,false,pass,-57.53645091305789,1.0317405013672243
20260728_operand_rate_v2_final_normalization_session03_CAB,3,CAB,normalization,fp32,1,20260728_operand_rate_v2_final_normalization_session03_CAB_normalization_fp32,0,forward,C-T-C,0.4954431514350414,233.08406875341103,233.82807973243317,-0.7440109790221356,-0.7440109790221356,41.58530455553836,middle_treatment_result_rate,-17.89119947476849,-17.89119947476849,-26.09065265656195,13.3679873046875,13.387478333618876,0.9985440851185222,3115.864872020507,3130.3689743114687,false,555911823360,48,0.9998731899017832,0.005664703989168629,137.03689175104637,61.0,67.0,6.0,1935.0,1935.0,0.0,false,pass,-5.577904514277881,-13.880086390032117
20260728_operand_rate_v2_final_normalization_session03_CAB,3,CAB,normalization,fp32,1,20260728_operand_rate_v2_final_normalization_session03_CAB_normalization_fp32,1,reverse,T-C-T,0.5053174454438376,231.2734420910256,230.99334583255094,0.28009625847465713,0.28009625847465713,41.58574929121646,interpolated_outer_treatment_result_rate,6.73539044621273,6.73539044621273,-1.669520123502283,13.36784434198123,13.388072265625,0.9984891085704918,3091.627500908707,3092.5556068846995,false,555911823360,48,0.9999080298050727,0.006094487995142117,133.19835078385145,61.0,68.0,7.0,1935.0,1935.0,0.0,false,pass,-5.577904514277881,-13.880086390032117
20260728_operand_rate_v2_final_reduction_session01_ABC,1,ABC,reduction,fp16_scalar,1,20260728_operand_rate_v2_final_reduction_session01_ABC_reduction_fp16_scalar,0,forward,C-T-C,0.5070649415120827,194.69916039792793,202.81991493725602,-8.12075453932809,-8.12075453932809,20.239376160692093,middle_treatment_result_rate,-401.23541728029215,-401.23541728029215,3809.8495482836506,13.39323828125,7.765050602481402,1.7248101740599155,2607.6522483687622,1574.9133307389664,false,271070787584,26,0.9998026836532108,0.007043122022878379,130.82989321742676,59.0,65.0,6.0,1935.0,1950.0,0.007751937984496124,false,pass,-766.9771854172625,3532.966220639598
20260728_operand_rate_v2_final_reduction_session01_ABC,1,ABC,reduction,fp16_scalar,1,20260728_operand_rate_v2_final_reduction_session01_ABC_reduction_fp16_scalar,1,reverse,T-C-T,0.5056714705486359,189.43938329604583,212.4739118096663,-23.034528513620472,-23.034528513620472,20.335607911691586,interpolated_outer_treatment_result_rate,-1132.718953554233,-1132.718953554233,3256.082892995545,13.329859071269249,7.7306962890625,1.724276646351833,2525.2002357926717,1642.5712815495801,false,271070787584,26,0.9997235853209977,0.005574770999373868,131.46404340682312,58.0,62.0,4.0,1950.0,1950.0,0.0,false,pass,-766.9771854172625,3532.966220639598
20260728_operand_rate_v2_final_reduction_session01_ABC,1,ABC,reduction,fp16x2,2,20260728_operand_rate_v2_final_reduction_session01_ABC_reduction_fp16x2,0,forward,C-T-C,0.4998506621448255,205.95990884623438,220.1387284911153,-14.178819644880917,-14.178819644880917,35.6401664969036,middle_treatment_result_rate,-397.8325871769641,-397.8325871769641,1480.8187221043568,13.3534765625,9.292027371979014,1.4370896713852426,2750.280815592827,2045.529379824125,false,475920128000,32,0.9998055427118937,0.005494507990079001,130.55325532862176,58.0,65.0,7.0,1935.0,1950.0,0.007722007722007722,false,pass,-414.89052012497825,1472.347835009672
20260728_operand_rate_v2_final_reduction_session01_ABC,1,ABC,reduction,fp16x2,2,20260728_operand_rate_v2_final_reduction_session01_ABC_reduction_fp16x2,1,reverse,T-C-T,0.5024837001763576,202.99824775715072,218.31753460087708,-15.31928684372636,-15.31928684372636,35.46554394335947,interpolated_outer_treatment_result_rate,-431.94845307299244,-431.94845307299244,1463.8769479149873,13.41923683488728,9.2864541015625,1.4450334528255964,2724.084269065278,2027.3957646373278,false,475920128000,32,0.9998665317874823,0.0057109240151476115,130.39374746458222,59.0,65.0,6.0,1935.0,1950.0,0.007751937984496124,false,pass,-414.89052012497825,1472.347835009672
20260728_operand_rate_v2_final_reduction_session01_ABC,1,ABC,reduction,fp32,0,20260728_operand_rate_v2_final_reduction_session01_ABC_reduction_fp32,0,forward,C-T-C,0.49502300323545145,216.71046710472066,236.53460279853013,-19.824135693809467,-19.824135693809467,26.75820904021291,middle_treatment_result_rate,-740.8618291312868,-740.8618291312868,1768.028341468898,13.38451953125,9.585741543563893,1.396294639326751,2900.5654795894443,2267.35360516484,false,358145771520,33,0.9998013215304636,0.005804278014693409,139.03714716296773,60.0,67.0,7.0,1935.0,1935.0,0.0,false,pass,-706.2917788155969,1792.795642135215
20260728_operand_rate_v2_final_reduction_session01_ABC,1,ABC,reduction,fp32,0,20260728_operand_rate_v2_final_reduction_session01_ABC_reduction_fp32,1,reverse,T-C-T,0.5001857510026271,216.1889907404393,234.14773601197152,-17.958745271532223,-17.958745271532223,26.735394300312123,interpolated_outer_treatment_result_rate,-671.7217284999072,-671.7217284999072,1817.5629428015322,13.395958240267795,9.5885,1.397085909189946,2896.0780491866053,2245.125566750789,false,358145771520,34,0.9997478678397843,0.0055753990018274635,135.77298270032716,60.0,63.0,3.0,1935.0,1935.0,0.0,false,pass,-706.2917788155969,1792.795642135215
20260728_operand_rate_v2_final_reduction_session02_BCA,2,BCA,reduction,fp16_scalar,0,20260728_operand_rate_v2_final_reduction_session02_BCA_reduction_fp16_scalar,0,forward,C-T-C,0.49508712784411923,188.72451211312003,200.70442002519633,-11.9799079120763,-11.9799079120763,20.26080113004185,middle_treatment_result_rate,-591.2850057203812,-591.2850057203812,3587.611344520947,13.3940283203125,7.74374061705522,1.7296586988997011,2527.781459980289,1554.1979369415515,false,271373744128,26,0.999661941054482,0.005826363019878045,131.34432105610654,58.0,64.0,6.0,1935.0,1950.0,0.007751937984496124,false,pass,-565.63131183226,3591.8306306641093
20260728_operand_rate_v2_final_reduction_session02_BCA,2,BCA,reduction,fp16_scalar,0,20260728_operand_rate_v2_final_reduction_session02_BCA_reduction_fp16_scalar,1,reverse,T-C-T,0.5037231614428249,189.45037685879248,200.45382494638446,-11.003448087591977,-11.003448087591977,20.37760033366845,interpolated_outer_treatment_result_rate,-539.9776179441388,-539.9776179441388,3596.0499168072715,13.317257217082103,7.717921875,1.725497800155188,2522.9604904762937,1547.0869604811214,false,271373744128,26,0.9997865794852564,0.005638567003188655,130.72826336505764,58.0,63.0,5.0,1950.0,1950.0,0.0,false,pass,-565.63131183226,3591.8306306641093
20260728_operand_rate_v2_final_reduction_session02_BCA,2,BCA,reduction,fp16x2,1,20260728_operand_rate_v2_final_reduction_session02_BCA_reduction_fp16x2,0,forward,C-T-C,0.5020955036710922,202.54504693477347,220.47316768566748,-17.92812075089401,-17.92812075089401,35.62898463237021,middle_treatment_result_rate,-503.1892133857127,-503.1892133857127,1392.6262609906657,13.319259765625,9.238636134100553,1.4416911297613006,2697.7500943649557,2036.8769326526817,false,474551701504,32,0.9997734594999024,0.005699553003069013,130.86459727819144,58.0,64.0,6.0,1935.0,1950.0,0.007692307692307693,false,pass,-509.80346709447963,1394.625879882783
20260728_operand_rate_v2_final_reduction_session02_BCA,2,BCA,reduction,fp16x2,1,20260728_operand_rate_v2_final_reduction_session02_BCA_reduction_fp16x2,1,reverse,T-C-T,0.5039216466872505,201.7961119133801,220.1235701909706,-18.327458277590523,-18.327458277590523,35.48959987097968,interpolated_outer_treatment_result_rate,-516.4177208032465,-516.4177208032465,1396.6254987749005,13.371583766216132,9.2473447265625,1.445991704819544,2698.329542805084,2035.5585359975826,false,474551701504,32,0.9998263740174419,0.005270279012620449,130.49944627907848,59.0,63.0,4.0,1935.0,1950.0,0.007751937984496124,false,pass,-509.80346709447963,1394.625879882783
20260728_operand_rate_v2_final_reduction_session02_BCA,2,BCA,reduction,fp32,2,20260728_operand_rate_v2_final_reduction_session02_BCA_reduction_fp32,0,forward,C-T-C,0.5029291095086612,221.24851668139337,231.8636520064224,-10.61513532502903,-10.61513532502903,27.215669256305087,middle_treatment_result_rate,-390.0376369605465,-390.0376369605465,1943.030548473611,13.372529296875,9.710453642733157,1.377127144506,2958.65227121207,2251.5011974657177,false,363942334464,34,0.9998156226650418,0.0055409150081686676,131.67312955039532,59.0,66.0,7.0,1935.0,1950.0,0.007751937984496124,false,pass,-500.2910525502177,1830.0010862142487
20260728_operand_rate_v2_final_reduction_session02_BCA,2,BCA,reduction,fp32,2,20260728_operand_rate_v2_final_reduction_session02_BCA_reduction_fp32,1,reverse,T-C-T,0.5035294388653592,214.94268727476825,231.56081878301873,-16.618131508250485,-16.618131508250485,27.218544062613486,interpolated_outer_treatment_result_rate,-610.544468139889,-610.544468139889,1716.9716239548866,13.37111690944603,9.7129775390625,1.3766238885729591,2874.0236927969695,2249.145031766383,false,363942334464,34,0.9998648840612203,0.008678821992361918,136.53103875024192,60.0,67.0,7.0,1935.0,1935.0,0.0,false,pass,-500.2910525502177,1830.0010862142487
20260728_operand_rate_v2_final_reduction_session03_CAB,3,CAB,reduction,fp16_scalar,2,20260728_operand_rate_v2_final_reduction_session03_CAB_reduction_fp16_scalar,0,forward,C-T-C,0.49579338231343706,188.5941148273657,203.96210412283722,-15.367989295471517,-15.367989295471517,20.18702806352689,middle_treatment_result_rate,-761.2804245929485,-761.2804245929485,3493.463328639354,13.3663251953125,7.737538306150706,1.7274648171612115,2520.810268704677,1578.1816987030927,false,269826381824,26,0.9997819901305176,0.00584368099225685,131.13119905550067,59.0,65.0,6.0,1935.0,1950.0,0.007751937984496124,false,pass,-768.6996969284667,3467.8801775333195
20260728_operand_rate_v2_final_reduction_session03_CAB,3,CAB,reduction,fp16_scalar,2,20260728_operand_rate_v2_final_reduction_session03_CAB_reduction_fp16_scalar,1,reverse,T-C-T,0.5021019887395229,188.39184320572735,204.18068837539468,-15.788845169667326,-15.788845169667326,20.343331106364182,interpolated_outer_treatment_result_rate,-776.1189692639847,-776.1189692639847,3442.2970264272853,13.263629275409851,7.68897021484375,1.725020243907836,2498.761783169092,1569.9392313647033,false,269826381824,26,0.9998438528562603,0.005301655997755006,132.5234295638447,59.0,64.0,5.0,1950.0,1950.0,0.0,false,pass,-768.6996969284667,3467.8801775333195
20260728_operand_rate_v2_final_reduction_session03_CAB,3,CAB,reduction,fp16x2,0,20260728_operand_rate_v2_final_reduction_session03_CAB_reduction_fp16x2,0,forward,C-T-C,0.5013785599141642,202.70815177847072,219.86721882496488,-17.159067046494158,-17.159067046494158,35.57287154716314,middle_treatment_result_rate,-482.3638435751346,-482.3638435751346,1417.1876915418527,13.3916708984375,9.27596270377989,1.4436960697330627,2714.600857047798,2039.480717167454,false,476380188672,32,0.999832451397347,0.012843840988352895,129.44855144187588,59.0,65.0,6.0,1935.0,1935.0,0.0,false,pass,-495.60590261756386,1402.2075877529044
20260728_operand_rate_v2_final_reduction_session03_CAB,3,CAB,reduction,fp16x2,0,20260728_operand_rate_v2_final_reduction_session03_CAB_reduction_fp16x2,1,reverse,T-C-T,0.49823310282432426,201.9617946193598,220.04817764452173,-18.086383025161922,-18.086383025161922,35.5437859398306,interpolated_outer_treatment_result_rate,-508.84796165999313,-508.84796165999313,1387.227483963956,13.402639162747004,9.297857421875,1.4414760900951993,2706.824272223918,2045.9765816821846,false,476380188672,33,0.999861760944485,0.005714878003345802,131.14225531492457,59.0,63.0,4.0,1935.0,1950.0,0.007751937984496124,false,pass,-495.60590261756386,1402.2075877529044
20260728_operand_rate_v2_final_reduction_session03_CAB,3,CAB,reduction,fp32,1,20260728_operand_rate_v2_final_reduction_session03_CAB_reduction_fp32,0,forward,C-T-C,0.49935750242436344,214.47906881859166,230.18215470971344,-15.703085891121788,-15.703085891121788,26.749357602160007,middle_treatment_result_rate,-587.0453460853865,-587.0453460853865,1858.8101346419478,13.396953125,9.589168877650282,1.397092208504599,2873.3660312563215,2207.2430360238527,false,358359889920,34,0.9998441376091249,0.005674805986927822,131.6977926434848,59.0,66.0,7.0,1935.0,1950.0,0.007751937984496124,false,pass,-596.142994851245,1856.3739079707734
20260728_operand_rate_v2_final_reduction_session03_CAB,3,CAB,reduction,fp32,1,20260728_operand_rate_v2_final_reduction_session03_CAB_reduction_fp32,1,reverse,T-C-T,0.49929389672796104,214.72270655751774,230.91834814236555,-16.195641584847806,-16.195641584847806,26.75901189989107,interpolated_outer_treatment_result_rate,-605.2406436171036,-605.2406436171036,1853.9376812995993,13.392119749119745,9.575740234375,1.3985466837377962,2875.591020551328,2211.2141171622634,false,358359889920,34,0.9998307107966034,0.005943800002569333,130.91226405438218,60.0,64.0,4.0,1935.0,1935.0,0.0,false,pass,-596.142994851245,1856.3739079707734
