profile_name,gpu_id,n_gpu_active,W_SM_KiB,blocks_per_SM,active_SM,reuse_factor,load_repeat,store_repeat,component,pair,pairing,pair_energy_basis,ncu_control_acceptance_required,ncu_control_acceptance_exact,numerator_mode,control_mode,numerator_run_id,control_run_id,run_order_distance,pair_start_distance_ms,pair_completion_distance_ms,pair_transition_gap_ms,pair_transition_gap_limit_ms,pair_timing_source,pair_execution_order,numerator_measurement_start_epoch_ms,numerator_measurement_end_epoch_ms,control_measurement_start_epoch_ms,control_measurement_end_epoch_ms,numerator_elapsed_s,control_elapsed_s,elapsed_ratio,numerator_ITER,control_ITER,iter_ratio,numerator_net_E_J,control_net_E_J,control_power_W,control_energy_scaled_J,delta_E_J,delta_signal_fraction,denominator_column,denominator,denominator_scale,denominator_source,ncu_denominator_bytes_representative,numerator_energy_source,control_energy_source,numerator_energy_integration_method,control_energy_integration_method,numerator_measurement_scope,control_measurement_scope,numerator_nvml_total_energy_supported,control_nvml_total_energy_supported,numerator_power_semantics,control_power_semantics,numerator_power_sample_period_ms,control_power_sample_period_ms,numerator_power_state_status,control_power_state_status,numerator_power_state_reasons,control_power_state_reasons,coefficient,coefficient_unit,coefficient_pJ_per_bit,valid_component_estimate,diagnostic,source_file
rtx3090,0,1,8192,8,82,1,4,1,dram_cg_stream_path,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1783995836568_r0,global_addr_only_1783995817189_r0,19379,19379.0,19379.0,8104.0,30000.0,exact_epoch_interval,control_then_treatment,1783995825287.0,1783995836562.0,1783995812530.0,1783995817183.0,11.274770013,4.653316498,2.4229536112245764,3280520,3280520,1.0,2815.94979149,972.604361298,209.01315475017148,972.604361298,1843.3454301919999,0.6546087702851523,expected_dram_bytes,8829683606000.0,1.001702285394436,ncu_actual_exact,269155000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,208.76687234176754,pJ/byte,26.095859042720942,True,,results/raw/rtx3090_component_finalplan_20260714_rerun1_dram.csv
rtx3090,0,1,8192,8,82,1,4,1,dram_cg_stream_path,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1783996191036_r0,global_addr_only_1783996206056_r0,15020,15020.0,15020.0,10348.0,30000.0,exact_epoch_interval,treatment_then_control,1783996179783.0,1783996191030.0,1783996201378.0,1783996206048.0,11.247094045,4.66953731,2.40860995390569,3280520,3280520,1.0,2781.84253194,979.390267534,209.740323829643,979.390267534,1802.4522644059998,0.6479346849115167,expected_dram_bytes,8829683606000.0,1.001702285394436,ncu_actual_exact,269155000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,204.1355437901746,pJ/byte,25.516942973771826,True,,results/raw/rtx3090_component_finalplan_20260714_rerun1_dram.csv
rtx3090,0,1,8192,8,82,1,4,1,dram_cg_stream_path,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1783996373257_r0,global_addr_only_1783996353815_r0,19442,19442.0,19442.0,8140.0,30000.0,exact_epoch_interval,control_then_treatment,1783996361948.0,1783996373248.0,1783996349150.0,1783996353808.0,11.299659754,4.657619256,2.426059137282131,3280520,3280520,1.0,2832.02070061,991.89239752,212.96124543504334,991.89239752,1840.12830309,0.6497580694567832,expected_dram_bytes,8829683606000.0,1.001702285394436,ncu_actual_exact,269155000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,208.40251873120175,pJ/byte,26.05031484140022,True,,results/raw/rtx3090_component_finalplan_20260714_rerun1_dram.csv
rtx3090,0,1,8192,8,82,1,4,1,dram_cg_stream_path,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1783996527209_r0,global_addr_only_1783996542271_r0,15062,15062.0,15062.0,10383.0,30000.0,exact_epoch_interval,treatment_then_control,1783996515883.0,1783996527203.0,1783996537586.0,1783996542265.0,11.320120717,4.679089335,2.4192999762420655,3280520,3280520,1.0,2766.15007985,984.756290273,210.45896322323586,984.756290273,1781.393789577,0.6439975193513722,expected_dram_bytes,8829683606000.0,1.001702285394436,ncu_actual_exact,269155000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,201.75058009626716,pJ/byte,25.218822512033395,True,,results/raw/rtx3090_component_finalplan_20260714_rerun1_dram.csv
rtx3090,0,1,8192,8,82,1,4,1,dram_cg_stream_path,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1783996709822_r0,global_addr_only_1783996690445_r0,19377,19377.0,19377.0,8055.0,30000.0,exact_epoch_interval,control_then_treatment,1783996698494.0,1783996709815.0,1783996685723.0,1783996690439.0,11.321171084,4.716201665,2.4004849427913513,3280520,3280520,1.0,2729.96063295,948.928633586,201.2061190318078,948.928633586,1781.031999364,0.652402081505261,expected_dram_bytes,8829683606000.0,1.001702285394436,ncu_actual_exact,269155000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,201.70960578403313,pJ/byte,25.21370072300414,True,,results/raw/rtx3090_component_finalplan_20260714_rerun1_dram.csv
rtx3090,0,1,8192,8,82,1,8,1,dram_cg_stream_path,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1783995855970_r0,global_addr_only_1783995870772_r0,14802,14802.0,14802.0,8084.0,30000.0,exact_epoch_interval,treatment_then_control,1783995846916.0,1783995858224.0,1783995866308.0,1783995870767.0,11.307654416,4.459136316,2.535839591946666,1641571,1641571,1.0,2823.77575222,929.642289104,208.48034758845887,929.642289104,1894.1334631159998,0.6707804122288632,expected_dram_bytes,8832423518370.0,1.0012128876476754,ncu_actual_exact,538047000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,214.45229151166848,pJ/byte,26.80653643895856,True,,results/raw/rtx3090_component_finalplan_20260714_rerun1_dram.csv
rtx3090,0,1,8192,8,82,1,8,1,dram_cg_stream_path,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1783996037310_r0,global_addr_only_1783996017976_r0,19334,19334.0,19334.0,10348.0,30000.0,exact_epoch_interval,control_then_treatment,1783996028319.0,1783996039557.0,1783996013425.0,1783996017971.0,11.237870947,4.545978294,2.4720467675422646,1641571,1641571,1.0,2735.98662711,954.007762898,209.85752707115762,954.007762898,1781.978864212,0.6513112478529508,expected_dram_bytes,8832423518370.0,1.0012128876476754,ncu_actual_exact,538047000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,201.75423659268316,pJ/byte,25.219279574085395,True,,results/raw/rtx3090_component_finalplan_20260714_rerun1_dram.csv
rtx3090,0,1,8192,8,82,1,8,1,dram_cg_stream_path,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1783996392481_r0,global_addr_only_1783996407436_r0,14955,14955.0,14955.0,8192.0,30000.0,exact_epoch_interval,treatment_then_control,1783996383562.0,1783996394777.0,1783996402969.0,1783996407431.0,11.214739045,4.46194796,2.513417714759721,1641571,1641571,1.0,2697.90674435,933.757144498,209.27118668098495,933.757144498,1764.149599852,0.6538956928539175,expected_dram_bytes,8832423518370.0,1.0012128876476754,ncu_actual_exact,538047000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,199.73562139347786,pJ/byte,24.966952674184732,True,,results/raw/rtx3090_component_finalplan_20260714_rerun1_dram.csv
rtx3090,0,1,8192,8,82,1,8,1,dram_cg_stream_path,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1783996574447_r0,global_addr_only_1783996554936_r0,19511,19511.0,19511.0,10468.0,30000.0,exact_epoch_interval,control_then_treatment,1783996565399.0,1783996576727.0,1783996550428.0,1783996554931.0,11.328033392,4.502846166,2.515749589123316,1641571,1641571,1.0,2789.19865046,964.052725465,214.09852567124096,964.052725465,1825.1459249949999,0.6543621138974786,expected_dram_bytes,8832423518370.0,1.0012128876476754,ncu_actual_exact,538047000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,206.64157704835984,pJ/byte,25.83019713104498,True,,results/raw/rtx3090_component_finalplan_20260714_rerun1_dram.csv
rtx3090,0,1,8192,8,82,1,8,1,dram_cg_stream_path,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1783996729255_r0,global_addr_only_1783996743998_r0,14743,14743.0,14743.0,8100.0,30000.0,exact_epoch_interval,treatment_then_control,1783996720164.0,1783996731491.0,1783996739591.0,1783996743990.0,11.327212019,4.398744828,2.575100957640728,1641571,1641571,1.0,2724.78972127,957.948510732,217.7776952721205,957.948510732,1766.8412105379998,0.6484321328526191,expected_dram_bytes,8832423518370.0,1.0012128876476754,ncu_actual_exact,538047000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,200.04036342497145,pJ/byte,25.00504542812143,True,,results/raw/rtx3090_component_finalplan_20260714_rerun1_dram.csv
rtx3090,0,1,8192,8,82,1,16,1,dram_cg_stream_path,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1783995904909_r0,global_addr_only_1783995883261_r0,21648,21648.0,21648.0,10383.0,30000.0,exact_epoch_interval,control_then_treatment,1783995893637.0,1783995904903.0,1783995878835.0,1783995883254.0,11.265597442,4.419215901,2.549229930008799,821941,821941,1.0,2775.19065188,968.67734327,219.19665501085913,968.67734327,1806.51330861,0.6509510643480338,expected_dram_bytes,8844660518700.0,1.0011905577124618,ncu_actual_exact,1076070000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,204.24902739800393,pJ/byte,25.53112842475049,True,,results/raw/rtx3090_component_finalplan_20260714_rerun1_dram.csv
rtx3090,0,1,8192,8,82,1,16,1,dram_cg_stream_path,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1783996058834_r0,global_addr_only_1783996071261_r0,12427,12427.0,12427.0,8069.0,30000.0,exact_epoch_interval,treatment_then_control,1783996047630.0,1783996058827.0,1783996066896.0,1783996071255.0,11.196962794,4.359282258,2.5685335638571534,821941,821941,1.0,2745.58009604,952.08877005,218.40493771715754,952.08877005,1793.4913259900002,0.6532285576285992,expected_dram_bytes,8844660518700.0,1.0011905577124618,ncu_actual_exact,1076070000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,202.7767286486661,pJ/byte,25.347091081083263,True,,results/raw/rtx3090_component_finalplan_20260714_rerun1_dram.csv
