label,mode,kernel_regex,W_SM_KiB,blocks_per_SM,active_SM,ITER,reuse_factor,load_repeat,store_repeat,ncu_replay_mode,ncu_cache_control,global_warmup_passes,l2_residency_policy,l2_address_layout,status,shared_accesses,shared_bytes,shared_bytes_source,shared_bank_conflicts,shared_inst,legacy_shared_read_accesses,legacy_shared_write_accesses,l1_hit_rate_pct,l1_path_hit_rate_pct,l1_aggregate_hit_rate_pct,l1_hit_rate_source,l2_hit_rate_pct,l2_path_hit_rate_pct,l2_native_read_hit_rate_pct,l2_native_vs_derived_hit_delta_pct,l2_aggregate_hit_rate_pct,l2_hit_rate_source,l1_accesses,l1_access_unit,l1_read_accesses,l1_write_accesses,l2_accesses,l2_access_unit,l2_read_accesses,l2_write_accesses,dram_accesses,dram_access_unit,dram_read_accesses,dram_write_accesses,shared_read_accesses,shared_write_accesses,l1_bytes,l1_request_bytes,l1_hit_bytes,l1_miss_bytes,l2_bytes,l2_read_bytes,expected_l2_read_bytes,l2_read_to_expected_ratio,l2_read_hit_sectors,l2_read_miss_sectors,l2_read_miss_bytes,l2_read_sector_conservation_ratio,dram_bytes,dram_read_bytes,dram_read_to_l2_miss_bytes_ratio,tensor_hmma_inst,expected_logical_mma,tensor_hmma_per_logical_mma,local_read_bytes,local_write_bytes,spill_local_read_inst,spill_local_write_inst,spill_zero_verified,spill_evidence_source,stall_long_scoreboard_pct,stall_short_scoreboard_pct,stall_wait_pct,stall_not_selected_pct,achieved_occupancy_pct,registers_per_thread,shared_mem_per_block_static,shared_mem_per_block_dynamic,launch_persisting_l2_cache_size_bytes,missing_metrics,optional_missing_metrics,validation_notes,source_files,component_candidate,acceptance,acceptance_reason,expected_shared_bytes,shared_bytes_to_expected,l2_to_l1_bytes,dram_to_l2_bytes,l2_read_bytes_to_expected,l1_hit_to_request_bytes,l1_request_to_l2_read_bytes,tensor_l2_bytes_per_hmma,tensor_dram_bytes_per_hmma,register_l2_bytes_per_op,register_dram_bytes_per_op,tensor_control_hmma_class,tensor_control_hmma_per_block,tensor_control_hmma_per_reg_op,dram_expected_l2_hit_pct,dram_l2_hit_limit_pct,global_address_control_dram_to_expected
global_l1_load_only_W8_B8_LR16,global_l1_load_only,global_ca_load_only_kernel,8,8,82,100000,1,16,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,99.9999,99.9999,99.9999,global_load_lookup_hit_miss,100,100,20.2322,79.7678,20.6948,srcunit_tex_read_lookup_hit_miss,3.35872e+10,sectors,3.35872e+10,,20992,sectors,20992,,8.67712e+06,sectors,8.67712e+06,,0,0,1.07479e+12,1.07479e+12,1.07479e+12,671744,3.53947e+08,671744,,,20992,0,0,1,2.77668e+08,2.77668e+08,,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,1.9885,62.7654,319.282,11.7609,,33,0,0,1.17965e+06,,achieved_occupancy_pct,l2_native_derived_hit_rate_disagree,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/global_l1_load_only_W8_B8_LR16_raw_metrics.csv,global_l1_hit_path,accepted,pass,,,6.25e-07,413.354,,1,1.6e+06,,,,,,,,,,
global_l1_load_only_W8_B8_LR2,global_l1_load_only,global_ca_load_only_kernel,8,8,82,100000,1,2,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,99.9995,99.9995,99.9994,global_load_lookup_hit_miss,100,100,22.8948,77.1052,23.5979,srcunit_tex_read_lookup_hit_miss,4.1984e+09,sectors,4.1984e+09,,20992,sectors,20992,,1.23952e+06,sectors,1.23952e+06,,0,0,1.34349e+11,1.34349e+11,1.34348e+11,671744,5.07055e+07,671744,,,20992,0,0,1,3.96645e+07,3.96645e+07,,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,2.09408,54.061,332.775,10.2652,,33,0,0,1.17965e+06,,achieved_occupancy_pct,l2_native_derived_hit_rate_disagree,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/global_l1_load_only_W8_B8_LR2_raw_metrics.csv,global_l1_hit_path,accepted,pass,,,4.99999e-06,59.047,,0.999993,200000,,,,,,,,,,
global_l1_load_only_W8_B8_LR4,global_l1_load_only,global_ca_load_only_kernel,8,8,82,100000,1,4,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,99.9998,99.9998,99.9997,global_load_lookup_hit_miss,100,100,19.672,80.328,20.0196,srcunit_tex_read_lookup_hit_miss,8.3968e+09,sectors,8.3968e+09,,20992,sectors,20992,,2.4604e+06,sectors,2.4604e+06,,0,0,2.68698e+11,2.68698e+11,2.68697e+11,671744,9.90793e+07,671744,,,20992,0,0,1,7.87329e+07,7.87329e+07,,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,1.61067,58.3507,325.149,11.1182,,33,0,0,1.17965e+06,,achieved_occupancy_pct,l2_native_derived_hit_rate_disagree,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/global_l1_load_only_W8_B8_LR4_raw_metrics.csv,global_l1_hit_path,accepted,pass,,,2.5e-06,117.207,,0.999996,400001,,,,,,,,,,
global_l1_load_only_W8_B8_LR8,global_l1_load_only,global_ca_load_only_kernel,8,8,82,100000,1,8,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,99.9999,99.9999,99.9999,global_load_lookup_hit_miss,100,100,21.0947,78.9053,21.6608,srcunit_tex_read_lookup_hit_miss,1.67936e+10,sectors,1.67936e+10,,20992,sectors,20992,,4.33999e+06,sectors,4.33999e+06,,0,0,5.37395e+11,5.37395e+11,5.37395e+11,671744,1.77452e+08,671744,,,20992,0,0,1,1.3888e+08,1.3888e+08,,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,1.87275,60.8382,321.183,11.5011,,33,0,0,1.17965e+06,,achieved_occupancy_pct,l2_native_derived_hit_rate_disagree,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/global_l1_load_only_W8_B8_LR8_raw_metrics.csv,global_l1_hit_path,accepted,pass,,,1.25e-06,206.745,,1,800000,,,,,,,,,,
l2_cg_load_only_W64_B8_LR1,l2_cg_load_only,global_cg_load_only_kernel,64,8,82,100000,1,1,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,0,0,2.2e-05,global_load_lookup_hit_miss,99.9964,99.9964,99.9383,0.0580391,99.9589,srcunit_tex_read_lookup_hit_miss,2.0992e+09,sectors,2.0992e+09,,2.0992e+09,sectors,2.0992e+09,,1.32054e+06,sectors,1.32054e+06,,0,0,6.71744e+10,6.71744e+10,0,6.71744e+10,6.72235e+10,6.71744e+10,6.71744e+10,1,2.09913e+09,76220,2.43904e+06,1,4.25307e+07,4.22573e+07,17.3254,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,313.425,47.2337,355.437,6.26487,,38,0,0,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/l2_cg_load_only_W64_B8_LR1_raw_metrics.csv,l2_hit_path,accepted,pass,,,1,0.000633139,1,0,1,,,,,,,,,,
l2_cg_load_only_W64_B8_LR16,l2_cg_load_only,global_cg_load_only_kernel,64,8,82,100000,1,16,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,0,0,1e-06,global_load_lookup_hit_miss,99.9998,99.9998,99.9506,0.049204,99.9494,srcunit_tex_read_lookup_hit_miss,3.35872e+10,sectors,3.35872e+10,,3.35874e+10,sectors,3.35874e+10,,1.65154e+07,sectors,1.65154e+07,,0,0,1.07479e+12,1.07479e+12,0,1.07479e+12,1.07546e+12,1.0748e+12,1.07479e+12,1,3.35871e+10,73572,2.3543e+06,0.999995,5.34584e+08,5.28492e+08,224.479,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,413.894,56.5451,294.302,6.47839,,38,0,0,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/l2_cg_load_only_W64_B8_LR16_raw_metrics.csv,l2_hit_path,accepted,pass,,,1.00001,0.00049738,1.00001,0,0.999991,,,,,,,,,,
l2_cg_load_only_W64_B8_LR2,l2_cg_load_only,global_cg_load_only_kernel,64,8,82,100000,1,2,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,0,0,1.1e-05,global_load_lookup_hit_miss,99.9982,99.9982,99.9429,0.0553123,99.943,srcunit_tex_read_lookup_hit_miss,4.1984e+09,sectors,4.1984e+09,,4.1984e+09,sectors,4.1984e+09,,2.40923e+06,sectors,2.40923e+06,,0,0,1.34349e+11,1.34349e+11,0,1.34349e+11,1.34441e+11,1.34349e+11,1.34349e+11,1,4.19833e+09,75140,2.40448e+06,1,7.74898e+07,7.70954e+07,32.0632,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,326.075,47.271,302.579,8.06047,,38,0,0,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/l2_cg_load_only_W64_B8_LR2_raw_metrics.csv,l2_hit_path,accepted,pass,,,1,0.00057678,1,0,1,,,,,,,,,,
l2_cg_load_only_W64_B8_LR4,l2_cg_load_only,global_cg_load_only_kernel,64,8,82,100000,1,4,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,0,0,5e-06,global_load_lookup_hit_miss,99.9991,99.9991,99.9531,0.0459979,99.953,srcunit_tex_read_lookup_hit_miss,8.3968e+09,sectors,8.3968e+09,,8.3968e+09,sectors,8.3968e+09,,3.96094e+06,sectors,3.96094e+06,,0,0,2.68698e+11,2.68698e+11,0,2.68698e+11,2.68855e+11,2.68698e+11,2.68698e+11,1,8.39672e+09,72052,2.30566e+06,1,1.27301e+08,1.2675e+08,54.9733,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,371.434,52.1513,298.201,7.21903,,38,0,0,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/l2_cg_load_only_W64_B8_LR4_raw_metrics.csv,l2_hit_path,accepted,pass,,,1,0.00047377,1,0,1,,,,,,,,,,
l2_cg_load_only_W64_B8_LR8,l2_cg_load_only,global_cg_load_only_kernel,64,8,82,100000,1,8,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,0,0,3e-06,global_load_lookup_hit_miss,99.9996,99.9996,99.9517,0.0478797,99.9517,srcunit_tex_read_lookup_hit_miss,1.67936e+10,sectors,1.67936e+10,,1.67936e+10,sectors,1.67936e+10,,8.12833e+06,sectors,8.12833e+06,,0,0,5.37395e+11,5.37395e+11,0,5.37395e+11,5.3772e+11,5.37395e+11,5.37395e+11,1,1.67935e+10,73440,2.35008e+06,1,2.61077e+08,2.60107e+08,110.68,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,400.632,55,295.671,6.73231,,38,0,0,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/l2_cg_load_only_W64_B8_LR8_raw_metrics.csv,l2_hit_path,accepted,pass,,,1,0.00048582,1,0,1,,,,,,,,,,
reg_mma_W2048_B8_RF1,reg_mma,reg_mma_kernel,2048,8,82,100000,1,1,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,86.7637,,86.7637,aggregate_fallback,39.2252,,30.9809,,39.2252,aggregate_fallback,0,sectors,0,,0,sectors,0,,168492,sectors,168492,,0,0,0,0,0,0,8.11005e+06,0,,,0,0,0,,5.39174e+06,5.39174e+06,,1.312e+08,6.56e+07,2,0,0,0,0,1,local_memory_bytes_zero_inference,0.021948,0.00555,299.915,11.608,,26,0,0,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/reg_mma_W2048_B8_RF1_raw_metrics.csv,tensor_increment_candidate,accepted,pass,,,,,,,,0.0618144,0.0410956,,,,,,,,
reg_mma_W2048_B8_RF16,reg_mma,reg_mma_kernel,2048,8,82,100000,16,1,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,86.7678,,86.7678,aggregate_fallback,22.8784,,22.169,,22.8784,aggregate_fallback,0,sectors,0,,0,sectors,0,,3.20517e+06,sectors,3.20517e+06,,0,0,0,0,0,0,1.33647e+08,0,,,0,0,0,,1.02565e+08,1.02565e+08,,2.0992e+09,1.0496e+09,2,0,0,0,0,1,local_memory_bytes_zero_inference,0.00199,0.000321,213.871,13.2614,,26,0,0,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/reg_mma_W2048_B8_RF16_raw_metrics.csv,tensor_increment_candidate,accepted,pass,,,,,,,,0.0636657,0.0488591,,,,,,,,
reg_mma_W2048_B8_RF2,reg_mma,reg_mma_kernel,2048,8,82,100000,2,1,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,86.7631,,86.7631,aggregate_fallback,42.0908,,37.2597,,42.0908,aggregate_fallback,0,sectors,0,,0,sectors,0,,202748,sectors,202748,,0,0,0,0,0,0,1.13215e+07,0,,,0,0,0,,6.48794e+06,6.48794e+06,,2.624e+08,1.312e+08,2,0,0,0,0,1,local_memory_bytes_zero_inference,0.013473,0.00227,212.395,16.1482,,25,0,0,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/reg_mma_W2048_B8_RF2_raw_metrics.csv,tensor_increment_candidate,accepted,pass,,,,,,,,0.043146,0.0247254,,,,,,,,
reg_mma_W2048_B8_RF4,reg_mma,reg_mma_kernel,2048,8,82,100000,4,1,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,86.7619,,86.7619,aggregate_fallback,25.7636,,23.6541,,25.7636,aggregate_fallback,0,sectors,0,,0,sectors,0,,751876,sectors,751876,,0,0,0,0,0,0,3.28817e+07,0,,,0,0,0,,2.406e+07,2.406e+07,,5.248e+08,2.624e+08,2,0,0,0,0,1,local_memory_bytes_zero_inference,0.00734,0.001207,215.499,14.6244,,26,0,0,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/reg_mma_W2048_B8_RF4_raw_metrics.csv,tensor_increment_candidate,accepted,pass,,,,,,,,0.0626557,0.045846,,,,,,,,
reg_mma_W2048_B8_RF8,reg_mma,reg_mma_kernel,2048,8,82,100000,8,1,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,86.7655,,86.7655,aggregate_fallback,21.7428,,20.5344,,21.7428,aggregate_fallback,0,sectors,0,,0,sectors,0,,1.77559e+06,sectors,1.77559e+06,,0,0,0,0,0,0,7.37247e+07,0,,,0,0,0,,5.68188e+07,5.68188e+07,,1.0496e+09,5.248e+08,2,0,0,0,0,1,local_memory_bytes_zero_inference,0.003781,0.00063,214.549,13.7375,,26,0,0,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/reg_mma_W2048_B8_RF8_raw_metrics.csv,tensor_increment_candidate,accepted,pass,,,,,,,,0.0702408,0.0541338,,,,,,,,
reg_operand_only_W2048_B8_RF1,reg_operand_only,reg_operand_only_kernel,2048,8,82,100000,1,1,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,80.6603,,80.6603,aggregate_fallback,37.9644,,23.2597,,37.9644,aggregate_fallback,0,sectors,0,,0,sectors,0,,132208,sectors,132208,,0,0,0,0,0,0,7.06733e+06,0,,,0,0,0,,4.23066e+06,4.23066e+06,,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.034915,0.006028,393.736,3.83123,,22,0,0,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/reg_operand_only_W2048_B8_RF1_raw_metrics.csv,register_control_candidate,accepted,pass,,,,,,,,,,0.107734,0.0644918,strict_no_hmma_pass,0,0,,,
reg_operand_only_W2048_B8_RF16,reg_operand_only,reg_operand_only_kernel,2048,8,82,100000,16,1,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,81.1823,,81.1823,aggregate_fallback,28.8315,,24.91,,28.8315,aggregate_fallback,0,sectors,0,,0,sectors,0,,620204,sectors,620204,,0,0,0,0,0,0,2.74237e+07,0,,,0,0,0,,1.98465e+07,1.98465e+07,,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.00762,0.001378,427.14,1.48325,,22,0,0,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/reg_operand_only_W2048_B8_RF16_raw_metrics.csv,register_control_candidate,accepted,pass,,,,,,,,,,0.0261278,0.0189086,strict_no_hmma_pass,0,0,,,
reg_operand_only_W2048_B8_RF2,reg_operand_only,reg_operand_only_kernel,2048,8,82,100000,2,1,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,83.7473,,83.7473,aggregate_fallback,51.5384,,31.4312,,51.5384,aggregate_fallback,0,sectors,0,,0,sectors,0,,61756,sectors,61756,,0,0,0,0,0,0,3.95734e+06,0,,,0,0,0,,1.97619e+06,1.97619e+06,,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.03644,0.006861,278.566,11.7273,,22,0,0,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/reg_operand_only_W2048_B8_RF2_raw_metrics.csv,register_control_candidate,accepted,pass,,,,,,,,,,0.0301627,0.0150624,strict_no_hmma_pass,0,0,,,
reg_operand_only_W2048_B8_RF4,reg_operand_only,reg_operand_only_kernel,2048,8,82,100000,4,1,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,81.4177,,81.4177,aggregate_fallback,96.0948,,93.5066,,96.0948,aggregate_fallback,0,sectors,0,,0,sectors,0,,3772,sectors,3772,,0,0,0,0,0,0,3.12448e+06,0,,,0,0,0,,120704,120704,,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.024625,0.004379,377.265,4.5738,,22,0,0,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/reg_operand_only_W2048_B8_RF4_raw_metrics.csv,register_control_candidate,accepted,pass,,,,,,,,,,0.0119073,0.00046,strict_no_hmma_pass,0,0,,,
reg_operand_only_W2048_B8_RF8,reg_operand_only,reg_operand_only_kernel,2048,8,82,100000,8,1,1,application,none,4,normal,contiguous,ok,0,0,sass,0,0,0,0,81.2047,,81.2047,aggregate_fallback,19.343,,14.384,,19.343,aggregate_fallback,0,sectors,0,,0,sectors,0,,603052,sectors,603052,,0,0,0,0,0,0,2.39351e+07,0,,,0,0,0,,1.92977e+07,1.92977e+07,,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.013649,0.002531,407.89,2.55176,,22,0,0,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/reg_operand_only_W2048_B8_RF8_raw_metrics.csv,register_control_candidate,accepted,pass,,,,,,,,,,0.045608,0.0367715,strict_no_hmma_pass,0,0,,,
shared_scalar_load_only_W64_B8_LR1,shared_scalar_load_only,shared_scalar_load_only_kernel,64,8,82,100000,1,1,1,application,none,4,normal,contiguous,ok,5.24842e+08,6.71798e+10,sass,0,5.24842e+08,5.248e+08,41984,17.9497,,17.9497,aggregate_fallback,20.2703,,19.5439,,20.2703,aggregate_fallback,0,sectors,0,,0,sectors,0,,619764,sectors,619764,,5.248e+08,41984,0,0,0,0,2.52397e+07,0,,,0,0,0,,1.98324e+07,1.98324e+07,,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.0084,74.3871,326.168,11.3296,,26,0,8.192,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/shared_scalar_load_only_W64_B8_LR1_raw_metrics.csv,shared_memory_path,accepted,pass,6.71744e+10,1.00008,,,,,,,,,,,,,,,
shared_scalar_load_only_W64_B8_LR16,shared_scalar_load_only,shared_scalar_load_only_kernel,64,8,82,100000,1,16,1,application,none,4,normal,contiguous,ok,8.39684e+09,1.0748e+12,sass,0,8.39684e+09,8.3968e+09,41984,17.6448,,17.6448,aggregate_fallback,21.0447,,20.6004,,21.0447,aggregate_fallback,0,sectors,0,,0,sectors,0,,7.55335e+06,sectors,7.55335e+06,,8.3968e+09,41984,0,0,0,0,3.0867e+08,0,,,0,0,0,,2.41707e+08,2.41707e+08,,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.000613,92.0715,299.581,13.9793,,26,0,8.192,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/shared_scalar_load_only_W64_B8_LR16_raw_metrics.csv,shared_memory_path,accepted,pass,1.07479e+12,1.00001,,,,,,,,,,,,,,,
shared_scalar_load_only_W64_B8_LR2,shared_scalar_load_only,shared_scalar_load_only_kernel,64,8,82,100000,1,2,1,application,none,4,normal,contiguous,ok,1.04964e+09,1.34354e+11,sass,0,1.04964e+09,1.0496e+09,41984,17.7591,,17.7591,aggregate_fallback,26.1627,,25.6956,,26.1627,aggregate_fallback,0,sectors,0,,0,sectors,0,,803564,sectors,803564,,1.0496e+09,41984,0,0,0,0,3.53489e+07,0,,,0,0,0,,2.5714e+07,2.5714e+07,,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.004269,77.8748,290.829,12.1518,,26,0,8.192,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/shared_scalar_load_only_W64_B8_LR2_raw_metrics.csv,shared_memory_path,accepted,pass,1.34349e+11,1.00004,,,,,,,,,,,,,,,
shared_scalar_load_only_W64_B8_LR4,shared_scalar_load_only,shared_scalar_load_only_kernel,64,8,82,100000,1,4,1,application,none,4,normal,contiguous,ok,2.09924e+09,2.68703e+11,sass,0,2.09924e+09,2.0992e+09,41984,18.2927,,18.2927,aggregate_fallback,18.9468,,18.6165,,18.9468,aggregate_fallback,0,sectors,0,,0,sectors,0,,2.28146e+06,sectors,2.28146e+06,,2.0992e+09,41984,0,0,0,0,9.0202e+07,0,,,0,0,0,,7.30067e+07,7.30067e+07,,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.002305,86.4739,294.248,11.8995,,26,0,8.192,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/shared_scalar_load_only_W64_B8_LR4_raw_metrics.csv,shared_memory_path,accepted,pass,2.68698e+11,1.00002,,,,,,,,,,,,,,,
shared_scalar_load_only_W64_B8_LR8,shared_scalar_load_only,shared_scalar_load_only_kernel,64,8,82,100000,1,8,1,application,none,4,normal,contiguous,ok,4.19844e+09,5.37401e+11,sass,0,4.19844e+09,4.1984e+09,41984,17.5305,,17.5305,aggregate_fallback,20.8282,,20.3483,,20.8282,aggregate_fallback,0,sectors,0,,0,sectors,0,,3.82686e+06,sectors,3.82686e+06,,4.1984e+09,41984,0,0,0,0,1.5596e+08,0,,,0,0,0,,1.2246e+08,1.2246e+08,,0,,,0,0,0,0,1,local_memory_bytes_zero_inference,0.001215,90.0843,297.874,13.5144,,26,0,8.192,1.17965e+06,,achieved_occupancy_pct,,results/ncu/rtx3090_component_finalplan_ncu_factor_20260714_rerun1/shared_scalar_load_only_W64_B8_LR8_raw_metrics.csv,shared_memory_path,accepted,pass,5.37395e+11,1.00001,,,,,,,,,,,,,,,
