schema_version,experiment_kind,protocol_revision,design_id,stage_group,session_order,run_id,session_id,schedule_id,schedule_block,sequence_index,policy,role,input_dtype,output_dtype,exp_stage,reduction_stage,normalization_stage,policy_description,gpu_id,gpu_name,compute_capability,cuda_pci_bus_id,cuda_binary_arch,runtime_sm_count,occupancy_max_blocks_per_sm,smid_unique,smid_total_blocks,smid_max_blocks_on_sm,smid_histogram_ok,grid_blocks,rows_per_block,softmax_cols,threads_per_block,elements_per_thread,packed_elementwise_mapping,static_single_wave_capacity_blocks,grid_nominal_ctas_per_sm,grid_sm_coverage,static_single_wave_capacity_gate_pass,range_phase,coordinate_id,requested_sm_coverage,logit_scale,seed,iters,logical_input_elements,logical_output_elements,physical_input_bytes,physical_output_bytes,elapsed_s,ns_per_output_element,gelement_per_s,idle_elapsed_s,idle_delta_E_J,idle_power_W,preheat_requested_s,preheat_actual_s,preheat_policy,conditioning_mode,conditioning_policy,conditioning_requested_s,conditioning_actual_s,preparation_order,preparation_policy_order,validation_before_conditioning,calibration_before_conditioning,conditioning_calibration,premeasurement_schedule_warmup,E_before_mJ,E_after_mJ,endpoint_delta_E_J,delta_E_J,net_E_J,gross_pJ_per_output_element,net_pJ_per_output_element,energy_trace_sample_count,energy_trace_update_count,energy_trace_fit_point_count,energy_trace_power_W,energy_trace_r2,energy_trace_rmse_mJ,energy_trace_max_query_latency_s,energy_trace_status,energy_source,measurement_scope,clock_sm_before_mhz,clock_sm_after_mhz,temp_before_C,temp_after_C,validation_id,validation_max_abs_error,validation_max_row_sum_error,validation_max_abs_gate,validation_max_row_sum_gate,validation_pass,validation_nonfinite_count,validation_underflow_count,binary_sha256,notes
softmax_whole_precision_range_v1,whole_softmax_precision_range,whole_softmax_precision_range_common_v1,whole_precision_range_v1,endpoint_range,BCA,whole_precision_1785237274478_fp16_scalar_all_b0_p0,20260728_range_v2_contiguous_s4096_q50_session02_BCA,"fp16_scalar_all,fp16x2_all,fp32_io_fp32_all",0,0,fp16_scalar_all,whole_softmax,fp16,fp16,fp16_scalar,fp16_scalar,fp16_scalar,scalar FP16 exp/max/sum/normalization,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,6,41,41,1,true,41,2,4096,256,16,adjacent_within_row_contiguous_thread_chunk,492,1,0.5,true,screen,s4096_q50,0.5,4,5573589319906701683,866590,291063316480,291063316480,582126632960,582126632960,13.8352109375,0.0475333377796,21.0378661948,1.008351806,145.488,144.282976571,5,5.04598590088,fp32_io_fp32_all,endpoint_range_common_v1,fp32_io_fp32_all,5,5.04598590088,canonical_policy_enum_ascending,"fp32_io_fp32_all,fp16_scalar_all,fp16x2_all",true,true,one_second_and_role_iters_precomputed_before_conditioning,none,9742712431,9746137249,3424.818,3448.41065945,1452.2252439,11847.6306157,4989.37915454,30,28,23,249.248867619,0.999906179669,8052.15764302,0.00525371398544,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1950,1935,60,63,whole_precision_fp64_semantic_input_v1_pass,6.72487900348e-07,0.000558376312256,0.05,0.1,true,0,4095,65b871492db6c05c5a1a864387458c23029c4d0df1571344df04c1206f35505a,"harness_revision=whole_softmax_precision_range_v1;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp32_io_fp32_all;preheat_actual_s=5.04599;conditioning_mode=endpoint_range_common_v1;preparation_order=canonical_policy_enum_ascending;preparation_policy_order=fp32_io_fp32_all,fp16_scalar_all,fp16x2_all;premeasurement_schedule_warmup=none;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;packed_range_exp_normalization_semantics=adjacent_within_row_contiguous_thread_chunk;threads_per_block=256;elements_per_thread=16;static_single_wave_capacity_blocks=492;grid_sm_coverage=0.5;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=60->63;"
softmax_whole_precision_range_v1,whole_softmax_precision_range,whole_softmax_precision_range_common_v1,whole_precision_range_v1,endpoint_range,BCA,whole_precision_1785237289125_fp16x2_all_b0_p1,20260728_range_v2_contiguous_s4096_q50_session02_BCA,"fp16_scalar_all,fp16x2_all,fp32_io_fp32_all",0,1,fp16x2_all,whole_softmax,fp16,fp16,fp16x2_packed,fp16x2_packed,fp16x2_packed,packed exp/normalization and half2 lane-wise reduction across CTA rows,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,6,41,41,1,true,41,2,4096,256,16,adjacent_within_row_contiguous_thread_chunk,492,1,0.5,true,screen,s4096_q50,0.5,4,5573589319906701683,894531,300447916032,300447916032,600895832064,600895832064,13.4079912109,0.0446266740273,22.4081229847,1.00537903298,134.128,133.410381159,5,5.04598590088,fp32_io_fp32_all,endpoint_range_common_v1,fp32_io_fp32_all,5,5.04598590088,canonical_policy_enum_ascending,"fp32_io_fp32_all,fp16_scalar_all,fp16x2_all",true,true,one_second_and_role_iters_precomputed_before_conditioning,none,9746271377,9749674452,3403.075,3340.13441639,1551.36919836,11117.1828399,5163.52124804,29,27,23,249.115200319,0.999993999581,2040.64737635,0.0240155939828,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1950,1935,59,67,whole_precision_fp64_semantic_input_v1_pass,6.72487900348e-07,0.000558376312256,0.05,0.1,true,0,4095,65b871492db6c05c5a1a864387458c23029c4d0df1571344df04c1206f35505a,"harness_revision=whole_softmax_precision_range_v1;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp32_io_fp32_all;preheat_actual_s=5.04599;conditioning_mode=endpoint_range_common_v1;preparation_order=canonical_policy_enum_ascending;preparation_policy_order=fp32_io_fp32_all,fp16_scalar_all,fp16x2_all;premeasurement_schedule_warmup=none;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;packed_range_exp_normalization_semantics=adjacent_within_row_contiguous_thread_chunk;threads_per_block=256;elements_per_thread=16;static_single_wave_capacity_blocks=492;grid_sm_coverage=0.5;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=59->67;"
softmax_whole_precision_range_v1,whole_softmax_precision_range,whole_softmax_precision_range_common_v1,whole_precision_range_v1,endpoint_range,BCA,whole_precision_1785237303723_fp32_io_fp32_all_b0_p2,20260728_range_v2_contiguous_s4096_q50_session02_BCA,"fp16_scalar_all,fp16x2_all,fp32_io_fp32_all",0,2,fp32_io_fp32_all,whole_softmax,fp32,fp32,fp32,fp32,fp32,FP32 input/output and FP32 exp/reduction/normalization,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,4,41,41,1,true,41,2,4096,256,16,adjacent_within_row_contiguous_thread_chunk,328,1,0.5,true,screen,s4096_q50,0.5,4,5573589319906701683,1023283,343692107776,343692107776,1374768431104,1374768431104,13.60503125,0.0395849393751,25.2621329169,1.00404087201,135.191,134.646909074,5,5.04598590088,fp32_io_fp32_all,endpoint_range_common_v1,fp32_io_fp32_all,5,5.04598590088,canonical_policy_enum_ascending,"fp32_io_fp32_all,fp16_scalar_all,fp16x2_all",true,true,one_second_and_role_iters_precomputed_before_conditioning,none,9749809643,9753724206,3914.563,3955.72834973,2123.85294406,11509.511741,6179.52200824,29,27,22,290.754815409,0.999888163569,9830.83820083,0.00519645100576,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1950,1920,60,71,whole_precision_fp64_semantic_input_v1_pass,7.77684035875e-11,1.10841938294e-07,1e-05,1e-05,true,0,0,65b871492db6c05c5a1a864387458c23029c4d0df1571344df04c1206f35505a,"harness_revision=whole_softmax_precision_range_v1;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp32_io_fp32_all;preheat_actual_s=5.04599;conditioning_mode=endpoint_range_common_v1;preparation_order=canonical_policy_enum_ascending;preparation_policy_order=fp32_io_fp32_all,fp16_scalar_all,fp16x2_all;premeasurement_schedule_warmup=none;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;packed_range_exp_normalization_semantics=adjacent_within_row_contiguous_thread_chunk;threads_per_block=256;elements_per_thread=16;static_single_wave_capacity_blocks=328;grid_sm_coverage=0.5;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=60->71;"
