schema_version,experiment_kind,protocol_revision,design_id,stage_group,session_order,run_id,session_id,schedule_id,schedule_block,sequence_index,policy,role,input_dtype,output_dtype,exp_stage,reduction_stage,normalization_stage,policy_description,gpu_id,gpu_name,compute_capability,cuda_pci_bus_id,cuda_binary_arch,runtime_sm_count,occupancy_max_blocks_per_sm,smid_unique,smid_total_blocks,smid_max_blocks_on_sm,smid_histogram_ok,grid_blocks,rows_per_block,softmax_cols,logit_scale,seed,iters,logical_input_elements,logical_output_elements,physical_input_bytes,physical_output_bytes,elapsed_s,ns_per_output_element,gelement_per_s,idle_elapsed_s,idle_delta_E_J,idle_power_W,preheat_requested_s,preheat_actual_s,preheat_policy,E_before_mJ,E_after_mJ,endpoint_delta_E_J,delta_E_J,net_E_J,gross_pJ_per_output_element,net_pJ_per_output_element,energy_trace_sample_count,energy_trace_update_count,energy_trace_fit_point_count,energy_trace_power_W,energy_trace_r2,energy_trace_rmse_mJ,energy_trace_max_query_latency_s,energy_trace_status,energy_source,measurement_scope,clock_sm_before_mhz,clock_sm_after_mhz,temp_before_C,temp_after_C,validation_id,validation_max_abs_error,validation_max_row_sum_error,validation_max_abs_gate,validation_max_row_sum_gate,validation_pass,validation_nonfinite_count,validation_underflow_count,binary_sha256,notes
softmax_whole_precision_v2,whole_softmax_precision,whole_softmax_precision_stage_isolation_v1,stage_isolation_v1,exp,BCA,whole_precision_1785119499319_exp_fp16_scalar_b0_p0,20260727_stageiso_v1_exp_session03,"exp_fp16_scalar,exp_fp16x2,fp16_io_fp32_all",0,0,exp_fp16_scalar,whole_softmax,fp16,fp16,fp16_scalar,fp32,fp32,scalar FP16 EX2 only; reduction and normalization remain FP32,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,6,16,16,1,true,16,2,512,4,5573589319906701683,11017260,180506787840,180506787840,361013575680,361013575680,13.6576679687,0.0756629051582,13.2165160445,1.022398382,131.1,128.227902457,20,20.0461225586,fp16_io_fp32_all,7659825401,7662054787,2229.386,2080.15015315,328.856037056,11523.9442131,1821.8485908,30,28,23,152.306393588,0.999942887216,3999.04027863,0.00519459299539,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1950,1950,54,56,whole_precision_fp64_semantic_input_v1_pass,7.54756081836e-06,0.000136375427246,0.005,0.01,true,0,511,2276f41518cc228cfb350caaef3a112008abafcd7046daffef915c6647e5821d,harness_revision=whole_softmax_precision_v2;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp16_io_fp32_all;preheat_actual_s=20.0461;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=54->56;
softmax_whole_precision_v2,whole_softmax_precision,whole_softmax_precision_stage_isolation_v1,stage_isolation_v1,exp,BCA,whole_precision_1785119513575_exp_fp16x2_b0_p1,20260727_stageiso_v1_exp_session03,"exp_fp16_scalar,exp_fp16x2,fp16_io_fp32_all",0,1,exp_fp16x2,whole_softmax,fp16,fp16,fp16x2_packed,fp32,fp32,packed FP16x2 EX2 only; reduction and normalization remain FP32,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,6,16,16,1,true,16,2,512,4,5573589319906701683,11014188,180456456192,180456456192,360912912384,360912912384,13.6501376953,0.0756422794915,13.220119842,1.019482334,127.996,125.549993101,20,20.0461225586,fp16_io_fp32_all,7662182783,7664436119,2253.336,2084.00506074,370.230367269,11548.5203728,2051.63270454,31,29,23,152.672823327,0.999929989575,4354.29113205,0.00542767800653,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1950,1950,54,55,whole_precision_fp64_semantic_input_v1_pass,7.54756081836e-06,0.000136375427246,0.005,0.01,true,0,511,2276f41518cc228cfb350caaef3a112008abafcd7046daffef915c6647e5821d,harness_revision=whole_softmax_precision_v2;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp16_io_fp32_all;preheat_actual_s=20.0461;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=54->55;
softmax_whole_precision_v2,whole_softmax_precision,whole_softmax_precision_stage_isolation_v1,stage_isolation_v1,exp,BCA,whole_precision_1785119529127_fp16_io_fp32_all_b0_p2,20260727_stageiso_v1_exp_session03,"exp_fp16_scalar,exp_fp16x2,fp16_io_fp32_all",0,2,fp16_io_fp32_all,whole_softmax,fp16,fp16,fp32,fp32,fp32,FP16 input/output with FP32 exp/reduction/normalization,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,6,16,16,1,true,16,2,512,4,5573589319906701683,11142340,182556098560,182556098560,365112197120,365112197120,13.6358925781,0.0746942593848,13.3879097033,1.020691207,128.909,126.295787713,20,20.0461225586,fp16_io_fp32_all,7664565028,7666789407,2224.379,2089.08092025,366.925125921,11443.5011305,2009.93080382,30,28,23,153.204559825,0.999903533247,5185.50989989,0.00534594400233,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1950,1950,54,57,whole_precision_fp64_semantic_input_v1_pass,3.54528288365e-06,0.000136375427246,0.005,0.01,true,0,511,2276f41518cc228cfb350caaef3a112008abafcd7046daffef915c6647e5821d,harness_revision=whole_softmax_precision_v2;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp16_io_fp32_all;preheat_actual_s=20.0461;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=54->57;
