schema_version,experiment_kind,protocol_revision,design_id,stage_group,session_order,run_id,session_id,schedule_id,schedule_block,sequence_index,policy,role,input_dtype,output_dtype,exp_stage,reduction_stage,normalization_stage,policy_description,gpu_id,gpu_name,compute_capability,cuda_pci_bus_id,cuda_binary_arch,runtime_sm_count,occupancy_max_blocks_per_sm,smid_unique,smid_total_blocks,smid_max_blocks_on_sm,smid_histogram_ok,grid_blocks,rows_per_block,softmax_cols,logit_scale,seed,iters,logical_input_elements,logical_output_elements,physical_input_bytes,physical_output_bytes,elapsed_s,ns_per_output_element,gelement_per_s,idle_elapsed_s,idle_delta_E_J,idle_power_W,preheat_requested_s,preheat_actual_s,preheat_policy,E_before_mJ,E_after_mJ,endpoint_delta_E_J,delta_E_J,net_E_J,gross_pJ_per_output_element,net_pJ_per_output_element,energy_trace_sample_count,energy_trace_update_count,energy_trace_fit_point_count,energy_trace_power_W,energy_trace_r2,energy_trace_rmse_mJ,energy_trace_max_query_latency_s,energy_trace_status,energy_source,measurement_scope,clock_sm_before_mhz,clock_sm_after_mhz,temp_before_C,temp_after_C,validation_id,validation_max_abs_error,validation_max_row_sum_error,validation_max_abs_gate,validation_max_row_sum_gate,validation_pass,validation_nonfinite_count,validation_underflow_count,binary_sha256,notes
softmax_whole_precision_v2,whole_softmax_precision,whole_softmax_precision_stage_isolation_v1,stage_isolation_v1,reduction,CAB,whole_precision_1785119711894_reduction_fp16x2_b0_p0,20260727_stageiso_v1_reduction_session02,"reduction_fp16x2,fp16_io_fp32_all,reduction_fp16_scalar",0,0,reduction_fp16x2,whole_softmax,fp16,fp16,fp32,fp16x2_packed,fp32,half2 lane-wise max/sum tree across the two independent CTA rows,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,6,16,16,1,true,16,2,512,4,5573589319906701683,11966933,196066230272,196066230272,392132460544,392132460544,13.6515009766,0.0696269875624,14.3622470971,1.036692044,132.457,127.768897974,20,19.9582006836,fp16_io_fp32_all,7694144702,7696351693,2206.991,2062.00378955,317.766554084,10516.8737456,1620.71027552,30,28,23,151.045939424,0.999966117394,3067.70078956,0.00452217999555,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1950,1950,55,57,whole_precision_fp64_semantic_input_v1_pass,8.57576857502e-06,0.000624656677246,0.005,0.01,true,0,511,2276f41518cc228cfb350caaef3a112008abafcd7046daffef915c6647e5821d,harness_revision=whole_softmax_precision_v2;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp16_io_fp32_all;preheat_actual_s=19.9582;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=55->57;
softmax_whole_precision_v2,whole_softmax_precision,whole_softmax_precision_stage_isolation_v1,stage_isolation_v1,reduction,CAB,whole_precision_1785119726013_fp16_io_fp32_all_b0_p1,20260727_stageiso_v1_reduction_session02,"reduction_fp16x2,fp16_io_fp32_all,reduction_fp16_scalar",0,1,fp16_io_fp32_all,whole_softmax,fp16,fp16,fp32,fp32,fp32,FP16 input/output with FP32 exp/reduction/normalization,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,6,16,16,1,true,16,2,512,4,5573589319906701683,11173448,183065772032,183065772032,366131544064,366131544064,13.6534199219,0.074582046498,13.408052567,1.040699498,129.1,124.051179277,20,19.9582006836,fp16_io_fp32_all,7696480793,7698734274,2253.481,2097.89997317,404.177130695,11459.8155072,2207.82468623,31,29,24,153.653808729,0.999922491035,4774.56239082,0.00389497800643,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1950,1950,55,57,whole_precision_fp64_semantic_input_v1_pass,3.54528288365e-06,0.000136375427246,0.005,0.01,true,0,511,2276f41518cc228cfb350caaef3a112008abafcd7046daffef915c6647e5821d,harness_revision=whole_softmax_precision_v2;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp16_io_fp32_all;preheat_actual_s=19.9582;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=55->57;
softmax_whole_precision_v2,whole_softmax_precision,whole_softmax_precision_stage_isolation_v1,stage_isolation_v1,reduction,CAB,whole_precision_1785119741895_reduction_fp16_scalar_b0_p2,20260727_stageiso_v1_reduction_session02,"reduction_fp16x2,fp16_io_fp32_all,reduction_fp16_scalar",0,2,reduction_fp16_scalar,whole_softmax,fp16,fp16,fp32,fp16_scalar,fp32,scalar FP16 max and sum reduction only,0,NVIDIA GeForce RTX 3090,8.6,0000:01:00.0,86,82,6,16,16,1,true,16,2,512,4,5573589319906701683,6743242,110481276928,110481276928,220962553856,220962553856,13.5950390625,0.123052877741,8.12658767806,1.017544473,129.459,127.226871587,20,19.9582006836,fp16_io_fp32_all,7698863733,7701066551,2202.818,2039.33530402,309.681014998,18458.6507391,2803.01806431,31,29,24,150.00584365,0.999939768221,4124.85456723,0.0051147070044,pass,nvml_total_energy_trace_theil_sen,complete_softmax_forward,1950,1950,55,57,whole_precision_fp64_semantic_input_v1_pass,8.57576857502e-06,0.000624656677246,0.005,0.01,true,0,511,2276f41518cc228cfb350caaef3a112008abafcd7046daffef915c6647e5821d,harness_revision=whole_softmax_precision_v2;canonical_input=fp16_quantized_promoted_to_fp32_v1;preheat_policy=fp16_io_fp32_all;preheat_actual_s=19.9582;packed_reduction_semantics=half2_across_two_rows_then_vector_tree;metric=net_pJ_per_logical_output_element;sfu_attribution=not_claimed;temperature_not_hard_fail=55->57;
