target_profile,gpu_list,W_SM_KiB,blocks_per_SM,active_SM,reuse_factor,load_repeat,store_repeat,calibration_source_mode,treatment_target_seconds,control_min_seconds,treatment_calibrated_iters,control_min_calibrated_iters,resolved_iters,resolution_policy,status,calibration_command,treatment_calibration_command,control_calibration_command
rtx3090,0,1,16,82,1,1,1,reg_mma,10.0,1.0,67957479,4273142,67957479,max_treatment_and_control_min_iters,pair_locked,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --reuse-factor 1 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only
rtx3090,0,1,16,82,16,1,1,reg_mma,10.0,1.0,4152485,3381040,4152485,max_treatment_and_control_min_iters,pair_locked,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 16 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 16 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --reuse-factor 16 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only
rtx3090,0,1,16,82,2,1,1,reg_mma,10.0,1.0,32476178,5804750,32476178,max_treatment_and_control_min_iters,pair_locked,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 2 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 2 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --reuse-factor 2 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only
rtx3090,0,1,16,82,4,1,1,reg_mma,10.0,1.0,16360176,3594129,16360176,max_treatment_and_control_min_iters,pair_locked,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 4 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 4 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --reuse-factor 4 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only
rtx3090,0,1,16,82,8,1,1,reg_mma,10.0,1.0,8267831,4840817,8267831,max_treatment_and_control_min_iters,pair_locked,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 8 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 8 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --reuse-factor 8 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only
rtx3090,0,1,4,82,1,1,1,reg_mma,10.0,1.0,266175420,4619272,266175420,max_treatment_and_control_min_iters,pair_locked,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 1 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --reuse-factor 1 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only
rtx3090,0,1,4,82,16,1,1,reg_mma,10.0,1.0,15048437,4555013,15048437,max_treatment_and_control_min_iters,pair_locked,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 16 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 16 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --reuse-factor 16 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only
rtx3090,0,1,4,82,2,1,1,reg_mma,10.0,1.0,109485816,3398586,109485816,max_treatment_and_control_min_iters,pair_locked,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 2 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 2 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --reuse-factor 2 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only
rtx3090,0,1,4,82,4,1,1,reg_mma,10.0,1.0,57720940,4204617,57720940,max_treatment_and_control_min_iters,pair_locked,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 4 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 4 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --reuse-factor 4 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only
rtx3090,0,1,4,82,8,1,1,reg_mma,10.0,1.0,29662080,4851660,29662080,max_treatment_and_control_min_iters,pair_locked,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 8 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_mma --w-sm-kib 1 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 10.0 --repeats 1 --reuse-factor 8 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only,./build/a100_fp16_energy_v2 --gpu-list 0 --mode reg_operand_only --w-sm-kib 1 --blocks-per-sm 4 --target-profile rtx3090 --active-sm 82 --seconds 1.0 --repeats 1 --reuse-factor 8 --load-repeat 1 --store-repeat 1 --global-warmup-passes 1 --l2-residency-policy normal --l2-address-layout contiguous --output results/raw/rtx3090_component_finalplan_20260714_tensor.csv --verify-smid 1 --calibrate-only
