run_id,gpu_id,n_gpu_active,mode,W_SM_KiB,blocks_per_SM,threads_per_block,active_SM,ITER,sweeps,elapsed_s,E_before_mJ,E_after_mJ,delta_E_J,idle_baseline_J,net_E_J,N_MMA,FLOP,input_bits,w_block_bytes,tiles_per_block,reuse_factor,load_repeat,store_repeat,expected_shared_bytes,expected_l2_bytes,expected_dram_bytes,expected_store_bytes,pJ_per_FLOP,pJ_per_input_bit,ncu_tensor_inst,ncu_shared_bytes,ncu_l2_bytes,ncu_dram_bytes,ncu_spill_bytes,smid_histogram_ok,clock_sm_mhz,clock_mem_mhz,temp_C,profile_name,architecture_family,chip,compute_capability,sm_count,l2_mib,shared_kib_per_sm,tensor_modes,energy_source,energy_integration_method,nvml_total_energy_supported,nvml_power_usage_semantics,nvml_field_power_instant_supported,nvml_field_power_average_supported,power_before_mw,power_after_mw,power_sample_count,power_sample_period_ms,driver_version,nvml_version,notes
dram_mma_1782980150446_r0,0,1,dram_mma,8192,1,32,82,15442245,1886,11.10768994,26455810594,26458012887,2202.293,1079.94297277,1122.35002723,1266264090,10373235425280,10373235425280,8388608,8192,1,1,1,0,0,1296654428160,83968,108.19671792,108.19671792,0,0,0,0,0,true,1935,9501,70,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,26680,203281,0,0,591.86,13.590.57,"regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;expected_shared_bytes=0;expected_l2_bytes=0;expected_dram_bytes=1296654428160;expected_store_bytes=83968;gpu_active=1;energy_source=nvml_total_energy;power_mw=26680;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=203281;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
dram_mma_1782980161493_r1,0,1,dram_mma,8192,1,32,82,15442245,1886,11.02809815,26458012887,26460233736,2220.849,1072.20467662,1148.64432338,1266264090,10373235425280,10373235425280,8388608,8192,1,1,1,0,0,1296654428160,83968,110.731539031,110.731539031,0,0,0,0,0,true,1920,9501,71,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,203281,202781,0,0,591.86,13.590.57,"regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;expected_shared_bytes=0;expected_l2_bytes=0;expected_dram_bytes=1296654428160;expected_store_bytes=83968;gpu_active=1;energy_source=nvml_total_energy;power_mw=203281;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=202781;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
dram_mma_1782980171651_r2,0,1,dram_mma,8192,1,32,82,15442245,1886,10.873088312,26460248522,26462472918,2224.396,1057.13387557,1167.26212443,1266264090,10373235425280,10373235425280,8388608,8192,1,1,1,0,0,1296654428160,83968,112.526331137,112.526331137,0,0,0,0,0,true,1920,9501,70,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,198976,202076,0,0,591.86,13.590.57,"regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;expected_shared_bytes=0;expected_l2_bytes=0;expected_dram_bytes=1296654428160;expected_store_bytes=83968;gpu_active=1;energy_source=nvml_total_energy;power_mw=198976;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=202076;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
dram_mma_1782980182642_r3,0,1,dram_mma,8192,1,32,82,15442245,1886,10.971281015,26462472918,26464695687,2222.769,1066.68064183,1156.08835817,1266264090,10373235425280,10373235425280,8388608,8192,1,1,1,0,0,1296654428160,83968,111.449158413,111.449158413,0,0,0,0,0,true,1920,9501,72,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,202076,202299,0,0,591.86,13.590.57,"regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;expected_shared_bytes=0;expected_l2_bytes=0;expected_dram_bytes=1296654428160;expected_store_bytes=83968;gpu_active=1;energy_source=nvml_total_energy;power_mw=202076;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=202299;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
dram_mma_1782980193625_r4,0,1,dram_mma,8192,1,32,82,15442245,1886,10.963171707,26464695687,26466924440,2228.753,1065.89221595,1162.86078405,1266264090,10373235425280,10373235425280,8388608,8192,1,1,1,0,0,1296654428160,83968,112.102033394,112.102033394,0,0,0,0,0,true,1920,9501,72,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,202299,201859,0,0,591.86,13.590.57,"regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;expected_shared_bytes=0;expected_l2_bytes=0;expected_dram_bytes=1296654428160;expected_store_bytes=83968;gpu_active=1;energy_source=nvml_total_energy;power_mw=202299;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=201859;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=82;smid_max_blocks_on_sm=1;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
dram_mma_1782980214355_r0,0,1,dram_mma,8192,2,32,82,15095958,3686,11.008567068,26467903165,26470469607,2566.442,1026.03547132,1540.40652868,2475737112,20281238421504,20281238421504,4194304,4096,1,1,1,0,0,2535154802688,167936,75.9522913083,75.9522913083,0,0,0,0,0,true,1920,9501,73,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,26475,231101,0,0,591.86,13.590.57,"regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;expected_shared_bytes=0;expected_l2_bytes=0;expected_dram_bytes=2535154802688;expected_store_bytes=167936;gpu_active=1;energy_source=nvml_total_energy;power_mw=26475;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=231101;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=164;smid_max_blocks_on_sm=2;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
dram_mma_1782980225376_r1,0,1,dram_mma,8192,2,32,82,15095958,3686,10.997604272,26470469607,26473062950,2593.343,1025.01370186,1568.32929814,2475737112,20281238421504,20281238421504,4194304,4096,1,1,1,0,0,2535154802688,167936,77.3290696329,77.3290696329,0,0,0,0,0,true,1920,9501,74,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,231101,237211,0,0,591.86,13.590.57,"regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;expected_shared_bytes=0;expected_l2_bytes=0;expected_dram_bytes=2535154802688;expected_store_bytes=167936;gpu_active=1;energy_source=nvml_total_energy;power_mw=231101;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=237211;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=164;smid_max_blocks_on_sm=2;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
dram_mma_1782980235398_r2,0,1,dram_mma,8192,2,32,82,15095958,3686,10.753596739,26473062950,26475667942,2604.992,1002.27137922,1602.72062078,2475737112,20281238421504,20281238421504,4194304,4096,1,1,1,0,0,2535154802688,167936,79.0247906698,79.0247906698,0,0,0,0,0,true,1920,9501,76,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,237211,240942,0,0,591.86,13.590.57,"regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;expected_shared_bytes=0;expected_l2_bytes=0;expected_dram_bytes=2535154802688;expected_store_bytes=167936;gpu_active=1;energy_source=nvml_total_energy;power_mw=237211;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=240942;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=164;smid_max_blocks_on_sm=2;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
dram_mma_1782980246284_r3,0,1,dram_mma,8192,2,32,82,15095958,3686,10.864608837,26475683254,26478285213,2601.959,1012.61808007,1589.34091993,2475737112,20281238421504,20281238421504,4194304,4096,1,1,1,0,0,2535154802688,167936,78.3650823928,78.3650823928,0,0,0,0,0,true,1905,9501,76,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,234184,236228,0,0,591.86,13.590.57,"regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;expected_shared_bytes=0;expected_l2_bytes=0;expected_dram_bytes=2535154802688;expected_store_bytes=167936;gpu_active=1;energy_source=nvml_total_energy;power_mw=234184;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=236228;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=164;smid_max_blocks_on_sm=2;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
dram_mma_1782980257306_r4,0,1,dram_mma,8192,2,32,82,15095958,3686,11.001668132,26478285213,26480904665,2619.452,1025.39246728,1594.05953272,2475737112,20281238421504,20281238421504,4194304,4096,1,1,1,0,0,2535154802688,167936,78.5977413997,78.5977413997,0,0,0,0,0,true,1905,9501,76,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,236228,234413,0,0,591.86,13.590.57,"regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;expected_shared_bytes=0;expected_l2_bytes=0;expected_dram_bytes=2535154802688;expected_store_bytes=167936;gpu_active=1;energy_source=nvml_total_energy;power_mw=236228;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=234413;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=164;smid_max_blocks_on_sm=2;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
dram_mma_1782980278491_r0,0,1,dram_mma,8192,4,32,82,14934831,7293,11.385962783,26481961114,26485283083,3321.969,1119.58910037,2202.37989963,4898624568,40129532461056,40129532461056,2097152,2048,1,1,1,0,0,5016191557632,335872,54.881773212,54.881773212,0,0,0,0,0,true,1905,9501,79,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,27195,291602,0,0,591.86,13.590.57,"regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;expected_shared_bytes=0;expected_l2_bytes=0;expected_dram_bytes=5016191557632;expected_store_bytes=335872;gpu_active=1;energy_source=nvml_total_energy;power_mw=27195;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=291602;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=328;smid_max_blocks_on_sm=4;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
dram_mma_1782980289645_r1,0,1,dram_mma,8192,4,32,82,14934831,7293,11.108501022,26485283083,26488679065,3395.982,1092.30610557,2303.67589443,4898624568,40129532461056,40129532461056,2097152,2048,1,1,1,0,0,5016191557632,335872,57.4059988529,57.4059988529,0,0,0,0,0,true,1905,9501,81,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,291602,292361,0,0,591.86,13.590.57,"regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;expected_shared_bytes=0;expected_l2_bytes=0;expected_dram_bytes=5016191557632;expected_store_bytes=335872;gpu_active=1;energy_source=nvml_total_energy;power_mw=291602;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=292361;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=328;smid_max_blocks_on_sm=4;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
dram_mma_1782980300042_r2,0,1,dram_mma,8192,4,32,82,14934831,7293,11.128460859,26488679065,26492121712,3442.647,1094.26876928,2348.37823072,4898624568,40129532461056,40129532461056,2097152,2048,1,1,1,0,0,5016191557632,335872,58.5199499396,58.5199499396,0,0,0,0,0,true,1890,9501,82,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,292361,298107,0,0,591.86,13.590.57,"regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;expected_shared_bytes=0;expected_l2_bytes=0;expected_dram_bytes=5016191557632;expected_store_bytes=335872;gpu_active=1;energy_source=nvml_total_energy;power_mw=292361;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=298107;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=328;smid_max_blocks_on_sm=4;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
dram_mma_1782980311219_r3,0,1,dram_mma,8192,4,32,82,14934831,7293,11.155602985,26492121712,26495550531,3428.819,1096.93767212,2331.88132788,4898624568,40129532461056,40129532461056,2097152,2048,1,1,1,0,0,5016191557632,335872,58.1088586103,58.1088586103,0,0,0,0,0,true,1890,9501,82,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,298107,299425,0,0,591.86,13.590.57,"regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;expected_shared_bytes=0;expected_l2_bytes=0;expected_dram_bytes=5016191557632;expected_store_bytes=335872;gpu_active=1;energy_source=nvml_total_energy;power_mw=298107;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=299425;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=328;smid_max_blocks_on_sm=4;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
dram_mma_1782980322422_r4,0,1,dram_mma,8192,4,32,82,14934831,7293,11.183516062,26495550531,26498952969,3402.438,1099.68238308,2302.75561692,4898624568,40129532461056,40129532461056,2097152,2048,1,1,1,0,0,5016191557632,335872,57.3830661785,57.3830661785,0,0,0,0,0,true,1890,9501,82,rtx3090,ampere_ga10x,ga102,8.6,82,6,100,"fp16_wmma,tf32,bf16,int8,int4,sparsity",nvml_total_energy,total_energy_mj_delta,true,one_sec_average,false,false,299425,304842,0,0,591.86,13.590.57,"regime=dram_mixed_streaming;feasibility_reason=full-GPU working set exceeds the nominal L2 size;target_profile=rtx3090;architecture_family=ampere_ga10x;chip=ga102;target_full_sm=82;target_l2_mib=6;target_shared_kib_per_sm=100;target_max_shared_kib_per_block=99;nvml_power_usage_semantics=one_sec_average;tensor_modes=fp16_wmma,tf32,bf16,int8,int4,sparsity;shared_resident=0;l2_candidate=0;dram_candidate=1;row_scope=per_gpu;logical_op=warp_m16n16k16;wmma_fallback=1;reuse_factor=1;load_repeat=1;store_repeat=1;expected_shared_bytes=0;expected_l2_bytes=0;expected_dram_bytes=5016191557632;expected_store_bytes=335872;gpu_active=1;energy_source=nvml_total_energy;power_mw=299425;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;energy_source=nvml_total_energy;power_mw=304842;nvml_field_api_unavailable=no_nvml_header;power_limit_mw=370000;ecc_unavailable=Not Supported;smid_unique=82;smid_total_blocks=328;smid_max_blocks_on_sm=4;runtime_device_name=NVIDIA GeForce RTX 3090;runtime_compute_capability=8.6;runtime_sm_count=82;runtime_l2_bytes=6291456;runtime_shared_mem_per_block_optin_bytes=101376;"
