run_id,pair_id,role,repeat,sequence_index,sample_index,query_start_s,query_end_s,query_midpoint_s,query_latency_s,relative_to_kernel_start_s,energy_mJ,changed_from_previous,in_fit_window
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,0,42795.0025491,42795.0038005,42795.0031748,0.00125133000256,-0.000633352996374,7345267624,false,false
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,1,42795.5059781,42795.5073828,42795.5066805,0.00140467799793,0.502872336001,7345333978,true,false
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,2,42796.0084511,42796.0099603,42796.0092057,0.00150925699563,1.0053975585,7345414224,true,false
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,3,42796.511468,42796.5128987,42796.5121833,0.00143068799662,1.50837519301,7345494609,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,4,42797.0146031,42797.0160319,42797.0153175,0.00142879100167,2.0115093345,7345575034,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,5,42797.5165218,42797.5179573,42797.5172396,0.00143553200178,2.513431437,7345639388,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,6,42798.0227388,42798.0241865,42798.0234626,0.00144764399738,3.0196545,7345721087,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,7,42798.5242476,42798.5258286,42798.5250381,0.00158098099928,3.5212299895,7345802897,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,8,42799.0322231,42799.0337032,42799.0329631,0.00148008300312,4.0291549955,7345885499,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,9,42799.5495721,42799.551013,42799.5502925,0.00144090299727,4.5464843675,7345967727,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,10,42800.0777928,42800.0792497,42800.0785213,0.00145691200305,5.074713145,7346047917,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,11,42800.5802906,42800.5816868,42800.5809887,0.00139614100044,5.5771805495,7346111164,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,12,42801.0836388,42801.0851173,42801.084378,0.00147850299982,6.0805698855,7346191229,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,13,42801.5861178,42801.5877324,42801.5869251,0.00161457800277,6.583116965,7346271471,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,14,42802.088029,42802.0894269,42802.0887279,0.00139793300332,7.0849197905,7346352325,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,15,42802.5900153,42802.5914894,42802.5907524,0.00147407899931,7.5869442125,7346434046,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,16,42803.0917556,42803.0951132,42803.0934344,0.00335754400294,8.089626262,7346499826,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,17,42803.5956134,42803.6008076,42803.5982105,0.00519413999427,8.594402366,7346582667,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,18,42804.1009694,42804.1060669,42804.1035182,0.00509751899517,9.0997100195,7346665450,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,19,42804.6067225,42804.6117084,42804.6092155,0.00498590800271,9.60540734,7346748129,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,20,42805.1291098,42805.1305491,42805.1298294,0.00143934500375,10.1260212835,7346830492,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,21,42805.6343935,42805.6358945,42805.635144,0.00150099999883,10.631335818,7346893996,true,true
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,22,42806.1415184,42806.1429524,42806.1422354,0.00143407600262,11.138427271,7346974272,true,false
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,23,42806.6700606,42806.6715198,42806.6707902,0.00145915900066,11.6669820655,7347054694,true,false
softmax_1785109852458_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,probe_before,0,0,24,42807.1519374,42807.1533198,42807.1526286,0.00138243399851,12.148820473,7347132669,true,false
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,0,42807.1642172,42807.1667318,42807.1654745,0.00251456000115,-0.00126339199778,7347132669,false,false
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,1,42807.6939527,42807.6954752,42807.694714,0.00152250000247,0.527976084995,7347211120,true,false
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,2,42808.1964332,42808.1979137,42808.1971735,0.00148055399768,1.030435589,7347292994,true,false
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,3,42808.7250192,42808.7264908,42808.725755,0.00147159599874,1.559017101,7347375177,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,4,42809.2462948,42809.2477506,42809.2470227,0.00145578700176,2.0802848465,7347456951,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,5,42809.7746061,42809.7761123,42809.7753592,0.00150626899995,2.6086213205,7347539499,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,6,42810.3032514,42810.3046994,42810.3039754,0.00144798799738,3.137237506,7347621495,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,7,42810.8316255,42810.8331771,42810.8324013,0.00155158900452,3.66566345849,7347703463,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,8,42811.3549381,42811.3564303,42811.3556842,0.00149214699923,4.1889463085,7347785411,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,9,42811.883337,42811.8847818,42811.8840594,0.0014447210051,4.7173215145,7347868071,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,10,42812.3965555,42812.3979622,42812.3972588,0.00140670499968,5.2305209575,7347950539,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,11,42812.924911,42812.9263062,42812.9256086,0.00139521699748,5.7588707465,7348031687,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,12,42813.4534512,42813.4549305,42813.4541909,0.00147932200343,6.287452984,7348112470,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,13,42813.9632374,42813.967797,42813.9655172,0.00455959000101,6.798779348,7348192808,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,14,42814.4949133,42814.4963198,42814.4956166,0.00140649400419,7.328878691,7348275124,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,15,42815.0232217,42815.0247141,42815.0239679,0.00149239000166,7.857230061,7348357389,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,16,42815.5518613,42815.5533109,42815.5525861,0.00144960000034,8.385848238,7348439613,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,17,42816.08026,42816.0816728,42816.0809664,0.00141281799733,8.914228486,7348521705,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,18,42816.6041388,42816.6056301,42816.6048845,0.00149123199662,9.438146581,7348603713,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,19,42817.1325962,42817.1340493,42817.1333227,0.00145307800267,9.966584849,7348686009,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,20,42817.661197,42817.6626678,42817.6619324,0.00147078400187,10.495194489,7348767902,true,true
softmax_1785109864621_softmax_full_f16io_f32acc_ptx_ex2_approx_f16_r0,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,full,0,1,21,42818.1896578,42818.1911809,42818.1904193,0.00152306100063,11.0236814495,7348849365,true,true
