matched_block,chronological_orientation_order,forward_pair_id,reverse_pair_id,exp_impl,exp_ptx_instruction,exp_results_per_ptx_instruction,logical_scalar_exponent_results_per_treatment_role,ptx_ex2_instructions_per_treatment_role,primary_denominator,forward_pJ_per_operand,reverse_pJ_per_operand,order_balanced_effect_pJ_per_operand,middle_position_bias_pJ_per_operand,forward_pJ_per_logical_scalar_exponent_result,reverse_pJ_per_logical_scalar_exponent_result,order_balanced_effect_pJ_per_logical_scalar_exponent_result,middle_position_bias_pJ_per_logical_scalar_exponent_result,forward_pJ_per_ptx_ex2_instruction,reverse_pJ_per_ptx_ex2_instruction,order_balanced_effect_pJ_per_ptx_ex2_instruction,middle_position_bias_pJ_per_ptx_ex2_instruction,max_temperature_span_C,smid_set_match,quality_status
0,F-R,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p00,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p01,ptx_ex2_approx_f16,ex2.approx.f16,1,129259208704,129259208704,logical_scalar_exponent_result,78.77152757999414,178.82112894235323,128.7963282611737,-50.02480068117954,78.77152757999414,178.82112894235323,128.7963282611737,-50.02480068117954,78.77152757999414,178.82112894235323,128.7963282611737,-50.02480068117954,1.0,True,pass
1,R-F,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p03,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p02,ptx_ex2_approx_f16,ex2.approx.f16,1,129259208704,129259208704,logical_scalar_exponent_result,-111.56627279324145,19.226993259631204,-46.169639766805126,-65.39663302643633,-111.56627279324145,19.226993259631204,-46.169639766805126,-65.39663302643633,-111.56627279324145,19.226993259631204,-46.169639766805126,-65.39663302643633,1.0,True,pass
2,F-R,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p04,softmax_oratc_main_crossplatform_smoke_20260727_cache_reuse_candidate_probe_ptx_f16_g16_s00_p05,ptx_ex2_approx_f16,ex2.approx.f16,1,129259208704,129259208704,logical_scalar_exponent_result,-84.87989332035733,43.85501023010928,-20.512441545124023,-64.3674517752333,-84.87989332035733,43.85501023010928,-20.512441545124023,-64.3674517752333,-84.87989332035733,43.85501023010928,-20.512441545124023,-64.3674517752333,1.0,True,pass
