"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes.avg","Mbyte","2.14"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes.max","Mbyte","2.15"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes.min","Mbyte","2.12"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes.sum","Mbyte","25.64"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes_read.avg","Mbyte","2.14"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes_read.max","Mbyte","2.15"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes_read.min","Mbyte","2.12"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","dram__bytes_read.sum","Mbyte","25.64"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","dram__sectors.avg","sector","66780"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","dram__sectors.max","sector","67276"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","dram__sectors.min","sector","66344"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","dram__sectors.sum","sector","801360"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","dram__sectors_read.avg","sector","66780"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","dram__sectors_read.max","sector","67276"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","dram__sectors_read.min","sector","66344"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","dram__sectors_read.sum","sector","801360"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.avg","","0"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.max","","0"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.min","","0"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.sum","","0"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.avg","","0"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.max","","0"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.min","","0"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_st.sum","","0"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.avg","","0"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.max","","0"
"0","2424080","a100_fp16_energy_v2","127.0.0.1","void unnamed>::reg_mma_kernel<2>(unsigned long, float *, unsigned long, int *, int *, int *, int)","1","13","(32, 1, 1)","(1312, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_pipe_lsu_wavefronts_mem_shared_op_ld.min","","0"
